file,rel_path,porosity,shift,target_peak,offset,status
6-6-20 全部_z5504_y788_x995.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5504_y788_x995.npy,0.1130174994468689,-8,149,28,ok
6-6-20 全部_z5504_y852_x1059.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5504_y852_x1059.npy,0.05370885133743286,-11,149,28,ok
6-6-20 全部_z5504_y852_x739.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5504_y852_x739.npy,0.21857869625091553,-8,149,28,ok
6-6-20 全部_z5504_y852_x803.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5504_y852_x803.npy,0.23394829034805298,-5,149,28,ok
6-6-20 全部_z5504_y852_x867.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5504_y852_x867.npy,0.1968250870704651,-2,149,28,ok
6-6-20 全部_z5504_y852_x931.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5504_y852_x931.npy,0.15874195098876953,-4,149,28,ok
6-6-20 全部_z5504_y852_x995.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5504_y852_x995.npy,0.09223949909210205,-4,149,28,ok
6-6-20 全部_z5504_y916_x1059.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5504_y916_x1059.npy,0.044902265071868896,-11,149,28,ok
6-6-20 全部_z5504_y916_x1123.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5504_y916_x1123.npy,0.021750450134277344,-13,149,28,ok
6-6-20 全部_z5504_y916_x675.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5504_y916_x675.npy,0.1951369047164917,-15,149,28,ok
6-6-20 全部_z5504_y916_x739.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5504_y916_x739.npy,0.23038548231124878,-10,149,28,ok
6-6-20 全部_z5504_y916_x803.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5504_y916_x803.npy,0.22601169347763062,-6,149,28,ok
6-6-20 全部_z5504_y916_x867.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5504_y916_x867.npy,0.1925731897354126,-4,149,28,ok
6-6-20 全部_z5504_y916_x931.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5504_y916_x931.npy,0.1380094289779663,-5,149,28,ok
6-6-20 全部_z5504_y916_x995.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5504_y916_x995.npy,0.08606469631195068,-7,149,28,ok
6-6-20 全部_z5504_y980_x1059.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5504_y980_x1059.npy,0.03509211540222168,-12,149,28,ok
6-6-20 全部_z5504_y980_x1123.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5504_y980_x1123.npy,0.016105592250823975,-14,149,28,ok
6-6-20 全部_z5504_y980_x739.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5504_y980_x739.npy,0.19176077842712402,-11,149,28,ok
6-6-20 全部_z5504_y980_x803.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5504_y980_x803.npy,0.19542533159255981,-10,149,28,ok
6-6-20 全部_z5504_y980_x867.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5504_y980_x867.npy,0.1563376784324646,-7,149,28,ok
6-6-20 全部_z5504_y980_x931.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5504_y980_x931.npy,0.1061672568321228,-8,149,28,ok
6-6-20 全部_z5504_y980_x995.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5504_y980_x995.npy,0.07513707876205444,-11,149,28,ok
6-6-20 全部_z5568_y1057_x1059.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5568_y1057_x1059.npy,0.07158762216567993,-25,149,28,ok
6-6-20 全部_z5568_y1057_x803.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5568_y1057_x803.npy,0.13304758071899414,-19,149,28,ok
6-6-20 全部_z5568_y1057_x867.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5568_y1057_x867.npy,0.08245968818664551,-10,149,28,ok
6-6-20 全部_z5568_y1057_x931.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5568_y1057_x931.npy,0.0583004355430603,-11,149,28,ok
6-6-20 全部_z5568_y1057_x995.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5568_y1057_x995.npy,0.04726099967956543,-12,149,28,ok
6-6-20 全部_z5568_y1121_x867.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5568_y1121_x867.npy,0.06728780269622803,-20,149,28,ok
6-6-20 全部_z5568_y1121_x931.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5568_y1121_x931.npy,0.05360370874404907,-19,149,28,ok
6-6-20 全部_z5568_y1121_x995.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5568_y1121_x995.npy,0.045358896255493164,-20,149,28,ok
6-6-20 全部_z5568_y801_x739.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5568_y801_x739.npy,0.1938452124595642,-15,149,28,ok
6-6-20 全部_z5568_y801_x803.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5568_y801_x803.npy,0.18639928102493286,-6,149,28,ok
6-6-20 全部_z5568_y801_x867.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5568_y801_x867.npy,0.17510592937469482,-5,149,28,ok
6-6-20 全部_z5568_y865_x675.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5568_y865_x675.npy,0.14429008960723877,-16,149,28,ok
6-6-20 全部_z5568_y865_x739.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5568_y865_x739.npy,0.16737574338912964,-8,149,28,ok
6-6-20 全部_z5568_y865_x803.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5568_y865_x803.npy,0.18903541564941406,-6,149,28,ok
6-6-20 全部_z5568_y865_x867.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5568_y865_x867.npy,0.17458850145339966,-5,149,28,ok
6-6-20 全部_z5568_y865_x931.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5568_y865_x931.npy,0.1376572847366333,-6,149,28,ok
6-6-20 全部_z5568_y865_x995.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5568_y865_x995.npy,0.08602011203765869,-6,149,28,ok
6-6-20 全部_z5568_y929_x1059.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5568_y929_x1059.npy,0.04487133026123047,-12,149,28,ok
6-6-20 全部_z5568_y929_x675.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5568_y929_x675.npy,0.15550488233566284,-16,149,28,ok
6-6-20 全部_z5568_y929_x739.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5568_y929_x739.npy,0.1797049641609192,-11,149,28,ok
6-6-20 全部_z5568_y929_x803.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5568_y929_x803.npy,0.17792505025863647,-7,149,28,ok
6-6-20 全部_z5568_y929_x867.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5568_y929_x867.npy,0.1581122875213623,-6,149,28,ok
6-6-20 全部_z5568_y929_x931.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5568_y929_x931.npy,0.10954201221466064,-6,149,28,ok
6-6-20 全部_z5568_y929_x995.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5568_y929_x995.npy,0.07288837432861328,-7,149,28,ok
6-6-20 全部_z5568_y993_x1059.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5568_y993_x1059.npy,0.042245566844940186,-12,149,28,ok
6-6-20 全部_z5568_y993_x1123.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5568_y993_x1123.npy,0.04861176013946533,-25,149,28,ok
6-6-20 全部_z5568_y993_x739.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5568_y993_x739.npy,0.1978716254234314,-20,149,28,ok
6-6-20 全部_z5568_y993_x803.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5568_y993_x803.npy,0.13825088739395142,-8,149,28,ok
6-6-20 全部_z5568_y993_x867.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5568_y993_x867.npy,0.11282080411911011,-6,149,28,ok
6-6-20 全部_z5568_y993_x931.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5568_y993_x931.npy,0.07594555616378784,-7,149,28,ok
6-6-20 全部_z5568_y993_x995.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5568_y993_x995.npy,0.06643164157867432,-12,149,28,ok
6-6-20 全部_z5632_y1023_x1041.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5632_y1023_x1041.npy,0.04765498638153076,-13,149,28,ok
6-6-20 全部_z5632_y1023_x785.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5632_y1023_x785.npy,0.12787467241287231,-22,149,28,ok
6-6-20 全部_z5632_y1023_x849.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5632_y1023_x849.npy,0.08982574939727783,-12,149,28,ok
6-6-20 全部_z5632_y1023_x913.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5632_y1023_x913.npy,0.07059431076049805,-12,149,28,ok
6-6-20 全部_z5632_y1023_x977.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5632_y1023_x977.npy,0.0628771185874939,-13,149,28,ok
6-6-20 全部_z5632_y1087_x1041.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5632_y1087_x1041.npy,0.06656664609909058,-26,149,28,ok
6-6-20 全部_z5632_y1087_x849.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5632_y1087_x849.npy,0.061976075172424316,-13,149,28,ok
6-6-20 全部_z5632_y1087_x913.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5632_y1087_x913.npy,0.05040562152862549,-13,149,28,ok
6-6-20 全部_z5632_y1087_x977.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5632_y1087_x977.npy,0.048269033432006836,-13,149,28,ok
6-6-20 全部_z5632_y1151_x913.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5632_y1151_x913.npy,0.05813866853713989,-28,149,28,ok
6-6-20 全部_z5632_y831_x721.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5632_y831_x721.npy,0.10913902521133423,-15,149,28,ok
6-6-20 全部_z5632_y831_x785.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5632_y831_x785.npy,0.15000760555267334,-13,149,28,ok
6-6-20 全部_z5632_y831_x849.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5632_y831_x849.npy,0.1478332281112671,-11,149,28,ok
6-6-20 全部_z5632_y831_x913.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5632_y831_x913.npy,0.12198001146316528,-10,149,28,ok
6-6-20 全部_z5632_y895_x721.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5632_y895_x721.npy,0.12062180042266846,-15,149,28,ok
6-6-20 全部_z5632_y895_x785.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5632_y895_x785.npy,0.14426714181900024,-12,149,28,ok
6-6-20 全部_z5632_y895_x849.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5632_y895_x849.npy,0.1417132019996643,-11,149,28,ok
6-6-20 全部_z5632_y895_x913.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5632_y895_x913.npy,0.10972964763641357,-10,149,28,ok
6-6-20 全部_z5632_y895_x977.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5632_y895_x977.npy,0.08086872100830078,-11,149,28,ok
6-6-20 全部_z5632_y959_x1041.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5632_y959_x1041.npy,0.050560593605041504,-13,149,28,ok
6-6-20 全部_z5632_y959_x721.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5632_y959_x721.npy,0.11170023679733276,-15,149,28,ok
6-6-20 全部_z5632_y959_x785.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5632_y959_x785.npy,0.12984329462051392,-13,149,28,ok
6-6-20 全部_z5632_y959_x849.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5632_y959_x849.npy,0.1265084147453308,-12,149,28,ok
6-6-20 全部_z5632_y959_x913.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5632_y959_x913.npy,0.09556859731674194,-11,149,28,ok
6-6-20 全部_z5632_y959_x977.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5632_y959_x977.npy,0.078174889087677,-12,149,28,ok
6-6-20 全部_z5696_y1014_x1062.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5696_y1014_x1062.npy,0.08064138889312744,-26,149,28,ok
6-6-20 全部_z5696_y1014_x742.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5696_y1014_x742.npy,0.06844568252563477,-24,149,28,ok
6-6-20 全部_z5696_y1014_x806.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5696_y1014_x806.npy,0.08104485273361206,-23,149,28,ok
6-6-20 全部_z5696_y1014_x870.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5696_y1014_x870.npy,0.0659259557723999,-13,149,28,ok
6-6-20 全部_z5696_y1014_x934.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5696_y1014_x934.npy,0.06505537033081055,-13,149,28,ok
6-6-20 全部_z5696_y1014_x998.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5696_y1014_x998.npy,0.06290620565414429,-13,149,28,ok
6-6-20 全部_z5696_y1078_x1062.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5696_y1078_x1062.npy,0.08428341150283813,-31,149,28,ok
6-6-20 全部_z5696_y1078_x806.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5696_y1078_x806.npy,0.057173192501068115,-24,149,28,ok
6-6-20 全部_z5696_y1078_x870.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5696_y1078_x870.npy,0.06487804651260376,-23,149,28,ok
6-6-20 全部_z5696_y1078_x934.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5696_y1078_x934.npy,0.07232129573822021,-24,149,28,ok
6-6-20 全部_z5696_y1078_x998.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5696_y1078_x998.npy,0.09158551692962646,-29,149,28,ok
6-6-20 全部_z5696_y1142_x934.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5696_y1142_x934.npy,0.05591458082199097,-27,149,28,ok
6-6-20 全部_z5696_y886_x742.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5696_y886_x742.npy,0.08721590042114258,-20,149,28,ok
6-6-20 全部_z5696_y886_x806.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5696_y886_x806.npy,0.08525103330612183,-13,149,28,ok
6-6-20 全部_z5696_y886_x870.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5696_y886_x870.npy,0.08455550670623779,-11,149,28,ok
6-6-20 全部_z5696_y886_x934.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5696_y886_x934.npy,0.07495707273483276,-11,149,28,ok
6-6-20 全部_z5696_y950_x742.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5696_y950_x742.npy,0.08922219276428223,-23,149,28,ok
6-6-20 全部_z5696_y950_x806.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5696_y950_x806.npy,0.07727324962615967,-13,149,28,ok
6-6-20 全部_z5696_y950_x870.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5696_y950_x870.npy,0.08545815944671631,-13,149,28,ok
6-6-20 全部_z5696_y950_x934.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5696_y950_x934.npy,0.07609015703201294,-12,149,28,ok
6-6-20 全部_z5696_y950_x998.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5696_y950_x998.npy,0.06648892164230347,-13,149,28,ok
6-6-20 全部_z5760_y1053_x827.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5760_y1053_x827.npy,0.052792251110076904,-24,149,28,ok
6-6-20 全部_z5760_y1053_x891.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5760_y1053_x891.npy,0.06498420238494873,-24,149,28,ok
6-6-20 全部_z5760_y1053_x955.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5760_y1053_x955.npy,0.09471219778060913,-29,149,28,ok
6-6-20 全部_z5760_y1117_x891.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5760_y1117_x891.npy,0.06225287914276123,-30,149,28,ok
6-6-20 全部_z5760_y861_x827.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5760_y861_x827.npy,0.046807706356048584,-20,149,28,ok
6-6-20 全部_z5760_y925_x763.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5760_y925_x763.npy,0.05040693283081055,-23,149,28,ok
6-6-20 全部_z5760_y925_x827.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5760_y925_x827.npy,0.045375943183898926,-13,149,28,ok
6-6-20 全部_z5760_y925_x891.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5760_y925_x891.npy,0.04834103584289551,-13,149,28,ok
6-6-20 全部_z5760_y925_x955.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5760_y925_x955.npy,0.05454760789871216,-13,149,28,ok
6-6-20 全部_z5760_y989_x1019.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5760_y989_x1019.npy,0.07637679576873779,-23,149,28,ok
6-6-20 全部_z5760_y989_x763.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5760_y989_x763.npy,0.06328612565994263,-30,149,28,ok
6-6-20 全部_z5760_y989_x827.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5760_y989_x827.npy,0.06487613916397095,-23,149,28,ok
6-6-20 全部_z5760_y989_x891.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5760_y989_x891.npy,0.07271569967269897,-23,149,28,ok
6-6-20 全部_z5760_y989_x955.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5760_y989_x955.npy,0.08194172382354736,-23,149,28,ok
6-6-20 全部_z5824_y920_x716.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z5824_y920_x716.npy,0.06240975856781006,-32,149,28,ok
6-6-20 全部_z640_y1019_x1005.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z640_y1019_x1005.npy,0.05530136823654175,-2,149,28,ok
6-6-20 全部_z640_y1019_x1069.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z640_y1019_x1069.npy,0.05344158411026001,-9,149,28,ok
6-6-20 全部_z640_y1019_x813.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z640_y1019_x813.npy,0.029896020889282227,-4,149,28,ok
6-6-20 全部_z640_y1019_x877.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z640_y1019_x877.npy,0.028138458728790283,8,149,28,ok
6-6-20 全部_z640_y1019_x941.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z640_y1019_x941.npy,0.03598719835281372,9,149,28,ok
6-6-20 全部_z640_y1083_x1005.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z640_y1083_x1005.npy,0.056872010231018066,-10,149,28,ok
6-6-20 全部_z640_y1083_x1069.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z640_y1083_x1069.npy,0.05014324188232422,-14,149,28,ok
6-6-20 全部_z640_y1083_x877.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z640_y1083_x877.npy,0.03249102830886841,2,149,28,ok
6-6-20 全部_z640_y1083_x941.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z640_y1083_x941.npy,0.050645530223846436,-6,149,28,ok
6-6-20 全部_z640_y827_x1005.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z640_y827_x1005.npy,0.010376572608947754,1,149,28,ok
6-6-20 全部_z640_y827_x877.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z640_y827_x877.npy,0.004096388816833496,6,149,28,ok
6-6-20 全部_z640_y827_x941.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z640_y827_x941.npy,0.006716132164001465,2,149,28,ok
6-6-20 全部_z640_y891_x1005.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z640_y891_x1005.npy,0.03821241855621338,2,149,28,ok
6-6-20 全部_z640_y891_x1069.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z640_y891_x1069.npy,0.033824801445007324,2,149,28,ok
6-6-20 全部_z640_y891_x813.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z640_y891_x813.npy,0.00763314962387085,7,149,28,ok
6-6-20 全部_z640_y891_x877.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z640_y891_x877.npy,0.015193760395050049,7,149,28,ok
6-6-20 全部_z640_y891_x941.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z640_y891_x941.npy,0.02515733242034912,7,149,28,ok
6-6-20 全部_z640_y955_x1005.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z640_y955_x1005.npy,0.05024665594100952,2,149,28,ok
6-6-20 全部_z640_y955_x1069.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z640_y955_x1069.npy,0.043224990367889404,-1,149,28,ok
6-6-20 全部_z640_y955_x813.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z640_y955_x813.npy,0.016349077224731445,7,149,28,ok
6-6-20 全部_z640_y955_x877.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z640_y955_x877.npy,0.026596665382385254,7,149,28,ok
6-6-20 全部_z640_y955_x941.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z640_y955_x941.npy,0.037769854068756104,7,149,28,ok
6-6-20 全部_z6528_y1021_x737.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z6528_y1021_x737.npy,0.06931138038635254,-48,149,28,ok
6-6-20 全部_z6528_y1021_x801.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z6528_y1021_x801.npy,0.04090827703475952,-33,149,28,ok
6-6-20 全部_z6528_y1021_x865.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z6528_y1021_x865.npy,0.08479851484298706,-31,149,28,ok
6-6-20 全部_z6528_y1085_x801.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z6528_y1085_x801.npy,0.10135447978973389,-49,149,28,ok
6-6-20 全部_z6528_y957_x673.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z6528_y957_x673.npy,0.054506123065948486,-48,149,28,ok
6-6-20 全部_z6528_y957_x737.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z6528_y957_x737.npy,0.07875001430511475,-46,149,28,ok
6-6-20 全部_z6592_y1056_x781.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z6592_y1056_x781.npy,0.03257197141647339,-32,149,28,ok
6-6-20 全部_z6592_y1056_x845.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z6592_y1056_x845.npy,0.05588895082473755,-29,149,28,ok
6-6-20 全部_z6592_y864_x717.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z6592_y864_x717.npy,0.03387176990509033,-33,149,28,ok
6-6-20 全部_z6592_y928_x717.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z6592_y928_x717.npy,0.03599506616592407,-33,149,28,ok
6-6-20 全部_z6592_y928_x781.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z6592_y928_x781.npy,0.03925555944442749,-32,149,28,ok
6-6-20 全部_z6592_y992_x717.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z6592_y992_x717.npy,0.030244767665863037,-32,149,28,ok
6-6-20 全部_z6592_y992_x781.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z6592_y992_x781.npy,0.034848928451538086,-31,149,28,ok
6-6-20 全部_z6592_y992_x845.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z6592_y992_x845.npy,0.059551239013671875,-29,149,28,ok
6-6-20 全部_z6656_y1032_x721.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z6656_y1032_x721.npy,0.033107101917266846,-32,149,28,ok
6-6-20 全部_z6656_y1032_x785.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z6656_y1032_x785.npy,0.03195977210998535,-30,149,28,ok
6-6-20 全部_z6656_y1032_x849.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z6656_y1032_x849.npy,0.049227237701416016,-27,149,28,ok
6-6-20 全部_z6656_y1096_x785.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z6656_y1096_x785.npy,0.024126291275024414,-31,149,28,ok
6-6-20 全部_z6656_y840_x721.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z6656_y840_x721.npy,0.028946101665496826,-32,149,28,ok
6-6-20 全部_z6656_y840_x785.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z6656_y840_x785.npy,0.04072582721710205,-32,149,28,ok
6-6-20 全部_z6656_y904_x721.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z6656_y904_x721.npy,0.03689706325531006,-32,149,28,ok
6-6-20 全部_z6656_y904_x785.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z6656_y904_x785.npy,0.039460062980651855,-31,149,28,ok
6-6-20 全部_z6656_y904_x849.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z6656_y904_x849.npy,0.049733877182006836,-27,149,28,ok
6-6-20 全部_z6656_y968_x721.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z6656_y968_x721.npy,0.034974098205566406,-31,149,28,ok
6-6-20 全部_z6656_y968_x785.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z6656_y968_x785.npy,0.0334087610244751,-30,149,28,ok
6-6-20 全部_z6656_y968_x849.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z6656_y968_x849.npy,0.0501900315284729,-27,149,28,ok
6-6-20 全部_z6720_y1033_x1043.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z6720_y1033_x1043.npy,0.0859803557395935,-21,149,28,ok
6-6-20 全部_z6720_y1033_x723.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z6720_y1033_x723.npy,0.043359577655792236,-31,149,28,ok
6-6-20 全部_z6720_y1033_x787.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z6720_y1033_x787.npy,0.0406646728515625,-29,149,28,ok
6-6-20 全部_z6720_y1033_x851.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z6720_y1033_x851.npy,0.04657745361328125,-27,149,28,ok
6-6-20 全部_z6720_y1033_x915.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z6720_y1033_x915.npy,0.06481385231018066,-25,149,28,ok
6-6-20 全部_z6720_y1033_x979.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z6720_y1033_x979.npy,0.056831300258636475,-21,149,28,ok
6-6-20 全部_z6720_y1097_x787.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z6720_y1097_x787.npy,0.03067600727081299,-30,149,28,ok
6-6-20 全部_z6720_y1097_x851.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z6720_y1097_x851.npy,0.04525351524353027,-29,149,28,ok
6-6-20 全部_z6720_y1097_x915.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z6720_y1097_x915.npy,0.06109219789505005,-27,149,28,ok
6-6-20 全部_z6720_y1097_x979.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z6720_y1097_x979.npy,0.06720083951950073,-24,149,28,ok
6-6-20 全部_z6720_y777_x787.npy,Cleaned_NPY_Dataset_20\6-6-20 全部_z6720_y777_x787.npy,0.04822510480880737,-32,149,28,ok
