Epoch,Step,Loss,LR
1,1,1.108481,0.00005000
1,2,1.076059,0.00005000
1,3,1.033853,0.00005000
1,4,0.987273,0.00005000
1,5,1.018802,0.00005000
1,6,1.001647,0.00005000
1,7,0.962469,0.00005000
1,8,0.943646,0.00005000
1,9,0.958953,0.00005000
1,10,0.922780,0.00005000
1,11,0.938887,0.00005000
1,12,0.889850,0.00005000
1,13,0.835724,0.00005000
1,14,0.854324,0.00005000
1,15,0.860048,0.00005000
1,16,0.844265,0.00005000
1,17,0.768836,0.00005000
1,18,0.849574,0.00005000
1,19,0.754756,0.00005000
1,20,0.775462,0.00005000
1,21,0.783713,0.00005000
1,22,0.824245,0.00005000
1,23,0.844665,0.00005000
1,24,0.778255,0.00005000
1,25,0.760663,0.00005000
1,26,0.844741,0.00005000
1,27,0.776232,0.00005000
1,28,0.782257,0.00005000
1,29,0.748791,0.00005000
1,30,0.739553,0.00005000
1,31,0.702370,0.00005000
1,32,0.758153,0.00005000
1,33,0.813234,0.00005000
1,34,0.776800,0.00005000
1,35,0.655467,0.00005000
1,36,0.732868,0.00005000
1,37,0.678891,0.00005000
1,38,0.735659,0.00005000
1,39,0.697604,0.00005000
1,40,0.678031,0.00005000
1,41,0.682938,0.00005000
1,42,0.716701,0.00005000
1,43,0.591159,0.00005000
1,44,0.738572,0.00005000
1,45,0.800599,0.00005000
1,46,0.776197,0.00005000
1,47,0.687091,0.00005000
1,48,0.730109,0.00005000
1,49,0.651773,0.00005000
1,50,0.677393,0.00005000
1,51,0.687287,0.00005000
1,52,0.670511,0.00005000
1,53,0.702616,0.00005000
1,54,0.662428,0.00005000
1,55,0.695529,0.00005000
1,56,0.798744,0.00005000
1,57,0.675229,0.00005000
1,58,0.631690,0.00005000
1,59,0.750192,0.00005000
1,60,0.707402,0.00005000
1,61,0.653462,0.00005000
1,62,0.821699,0.00005000
1,63,0.646741,0.00005000
1,64,0.645413,0.00005000
1,65,0.786251,0.00005000
1,66,0.723265,0.00005000
1,67,0.693622,0.00005000
1,68,0.841809,0.00005000
1,69,0.719619,0.00005000
1,70,0.722936,0.00005000
1,71,0.671260,0.00005000
1,72,0.749889,0.00005000
1,73,0.647024,0.00005000
1,74,0.752988,0.00005000
1,75,0.701422,0.00005000
1,76,0.592860,0.00005000
1,77,0.814063,0.00005000
1,78,0.697936,0.00005000
1,79,0.636831,0.00005000
1,80,0.766245,0.00005000
1,81,0.698430,0.00005000
1,82,0.760856,0.00005000
1,83,0.622608,0.00005000
1,84,0.695715,0.00005000
1,85,0.618343,0.00005000
1,86,0.621888,0.00005000
1,87,0.760845,0.00005000
1,88,0.617287,0.00005000
1,89,0.736747,0.00005000
1,90,0.717627,0.00005000
1,91,0.601764,0.00005000
1,92,0.708237,0.00005000
1,93,0.621756,0.00005000
1,94,0.702589,0.00005000
1,95,0.658286,0.00005000
1,96,0.686438,0.00005000
1,97,0.576754,0.00005000
1,98,0.719355,0.00005000
1,99,0.663577,0.00005000
1,100,0.669084,0.00005000
1,101,0.729742,0.00005000
1,102,0.699903,0.00005000
1,103,0.757753,0.00005000
1,104,0.704057,0.00005000
1,105,0.709845,0.00005000
1,106,0.685649,0.00005000
1,107,0.684873,0.00005000
1,108,0.695028,0.00005000
1,109,0.673166,0.00005000
1,110,0.642586,0.00005000
1,111,0.705759,0.00005000
1,112,0.734786,0.00005000
1,113,0.736688,0.00005000
1,114,0.690015,0.00005000
1,115,0.656539,0.00005000
1,116,0.694967,0.00005000
1,117,0.640063,0.00005000
1,118,0.596132,0.00005000
1,119,0.597194,0.00005000
1,120,0.787688,0.00005000
1,121,0.726585,0.00005000
1,122,0.577909,0.00005000
1,123,0.671604,0.00005000
1,124,0.733614,0.00005000
1,125,0.671557,0.00005000
1,126,0.695417,0.00005000
1,127,0.683626,0.00005000
1,128,0.704081,0.00005000
1,129,0.737452,0.00005000
2,130,0.696157,0.00005000
2,131,0.680149,0.00005000
2,132,0.598760,0.00005000
2,133,0.716440,0.00005000
2,134,0.671722,0.00005000
2,135,0.663824,0.00005000
2,136,0.643238,0.00005000
2,137,0.706703,0.00005000
2,138,0.626784,0.00005000
2,139,0.563455,0.00005000
2,140,0.645005,0.00005000
2,141,0.585659,0.00005000
2,142,0.638669,0.00005000
2,143,0.695058,0.00005000
2,144,0.611785,0.00005000
2,145,0.666492,0.00005000
2,146,0.627121,0.00005000
2,147,0.555877,0.00005000
2,148,0.673311,0.00005000
2,149,0.671317,0.00005000
2,150,0.774775,0.00005000
2,151,0.604468,0.00005000
2,152,0.691010,0.00005000
2,153,0.660903,0.00005000
2,154,0.665342,0.00005000
2,155,0.660548,0.00005000
2,156,0.614245,0.00005000
2,157,0.645686,0.00005000
2,158,0.652002,0.00005000
2,159,0.644809,0.00005000
2,160,0.619643,0.00005000
2,161,0.631873,0.00005000
2,162,0.752179,0.00005000
2,163,0.593461,0.00005000
2,164,0.578669,0.00005000
2,165,0.531141,0.00005000
2,166,0.707815,0.00005000
2,167,0.706752,0.00005000
2,168,0.728113,0.00005000
2,169,0.744675,0.00005000
2,170,0.594464,0.00005000
2,171,0.646127,0.00005000
2,172,0.646094,0.00005000
2,173,0.632365,0.00005000
2,174,0.550285,0.00005000
2,175,0.632340,0.00005000
2,176,0.615271,0.00005000
2,177,0.639218,0.00005000
2,178,0.720558,0.00005000
2,179,0.671311,0.00005000
2,180,0.713516,0.00005000
2,181,0.425709,0.00005000
2,182,0.666535,0.00005000
2,183,0.677737,0.00005000
2,184,0.675264,0.00005000
2,185,0.658853,0.00005000
2,186,0.653357,0.00005000
2,187,0.629609,0.00005000
2,188,0.742513,0.00005000
2,189,0.625193,0.00005000
2,190,0.661371,0.00005000
2,191,0.605095,0.00005000
2,192,0.604141,0.00005000
2,193,0.595123,0.00005000
2,194,0.628370,0.00005000
2,195,0.619835,0.00005000
2,196,0.673248,0.00005000
2,197,0.633478,0.00005000
2,198,0.730170,0.00005000
2,199,0.689876,0.00005000
2,200,0.729261,0.00005000
2,201,0.635817,0.00005000
2,202,0.708961,0.00005000
2,203,0.642632,0.00005000
2,204,0.637454,0.00005000
2,205,0.588964,0.00005000
2,206,0.727176,0.00005000
2,207,0.646896,0.00005000
2,208,0.645902,0.00005000
2,209,0.633342,0.00005000
2,210,0.619313,0.00005000
2,211,0.706823,0.00005000
2,212,0.653641,0.00005000
2,213,0.723462,0.00005000
2,214,0.671397,0.00005000
2,215,0.660797,0.00005000
2,216,0.617223,0.00005000
2,217,0.665315,0.00005000
2,218,0.714007,0.00005000
2,219,0.625490,0.00005000
2,220,0.674971,0.00005000
2,221,0.691636,0.00005000
2,222,0.557678,0.00005000
2,223,0.684758,0.00005000
2,224,0.689062,0.00005000
2,225,0.600519,0.00005000
2,226,0.566257,0.00005000
2,227,0.670514,0.00005000
2,228,0.631907,0.00005000
2,229,0.679336,0.00005000
2,230,0.651205,0.00005000
2,231,0.626892,0.00005000
2,232,0.647825,0.00005000
2,233,0.716728,0.00005000
2,234,0.713356,0.00005000
2,235,0.556015,0.00005000
2,236,0.601202,0.00005000
2,237,0.637878,0.00005000
2,238,0.661674,0.00005000
2,239,0.625842,0.00005000
2,240,0.593349,0.00005000
2,241,0.673991,0.00005000
2,242,0.633312,0.00005000
2,243,0.682931,0.00005000
2,244,0.615031,0.00005000
2,245,0.602710,0.00005000
2,246,0.695535,0.00005000
2,247,0.655192,0.00005000
2,248,0.586374,0.00005000
2,249,0.619633,0.00005000
2,250,0.649569,0.00005000
2,251,0.679123,0.00005000
2,252,0.667185,0.00005000
2,253,0.553541,0.00005000
2,254,0.553647,0.00005000
2,255,0.577090,0.00005000
2,256,0.666554,0.00005000
2,257,0.579968,0.00005000
2,258,0.633774,0.00005000
3,259,0.616566,0.00004999
3,260,0.646721,0.00004999
3,261,0.619258,0.00004999
3,262,0.676454,0.00004999
3,263,0.587924,0.00004999
3,264,0.679541,0.00004999
3,265,0.715238,0.00004999
3,266,0.697028,0.00004999
3,267,0.595937,0.00004999
3,268,0.648452,0.00004999
3,269,0.628491,0.00004999
3,270,0.662270,0.00004999
3,271,0.660818,0.00004999
3,272,0.579743,0.00004999
3,273,0.712538,0.00004999
3,274,0.670183,0.00004999
3,275,0.687448,0.00004999
3,276,0.662718,0.00004999
3,277,0.654671,0.00004999
3,278,0.618144,0.00004999
3,279,0.612818,0.00004999
3,280,0.614425,0.00004999
3,281,0.566086,0.00004999
3,282,0.651080,0.00004999
3,283,0.619416,0.00004999
3,284,0.686015,0.00004999
3,285,0.707644,0.00004999
3,286,0.651603,0.00004999
3,287,0.534266,0.00004999
3,288,0.605291,0.00004999
3,289,0.574241,0.00004999
3,290,0.646615,0.00004999
3,291,0.644333,0.00004999
3,292,0.601629,0.00004999
3,293,0.521237,0.00004999
3,294,0.722357,0.00004999
3,295,0.533937,0.00004999
3,296,0.660932,0.00004999
3,297,0.612999,0.00004999
3,298,0.676764,0.00004999
3,299,0.560419,0.00004999
3,300,0.599259,0.00004999
3,301,0.692756,0.00004999
3,302,0.589077,0.00004999
3,303,0.584666,0.00004999
3,304,0.653186,0.00004999
3,305,0.633217,0.00004999
3,306,0.566734,0.00004999
3,307,0.632072,0.00004999
3,308,0.648872,0.00004999
3,309,0.623946,0.00004999
3,310,0.585440,0.00004999
3,311,0.619645,0.00004999
3,312,0.651383,0.00004999
3,313,0.604573,0.00004999
3,314,0.602932,0.00004999
3,315,0.540511,0.00004999
3,316,0.548149,0.00004999
3,317,0.604699,0.00004999
3,318,0.593266,0.00004999
3,319,0.655950,0.00004999
3,320,0.714968,0.00004999
3,321,0.618825,0.00004999
3,322,0.651818,0.00004999
3,323,0.643895,0.00004999
3,324,0.713316,0.00004999
3,325,0.757537,0.00004999
3,326,0.738627,0.00004999
3,327,0.624218,0.00004999
3,328,0.650857,0.00004999
3,329,0.617479,0.00004999
3,330,0.647081,0.00004999
3,331,0.687204,0.00004999
3,332,0.575244,0.00004999
3,333,0.539571,0.00004999
3,334,0.704276,0.00004999
3,335,0.548715,0.00004999
3,336,0.569268,0.00004999
3,337,0.594204,0.00004999
3,338,0.598331,0.00004999
3,339,0.570873,0.00004999
3,340,0.628398,0.00004999
3,341,0.631508,0.00004999
3,342,0.674155,0.00004999
3,343,0.580461,0.00004999
3,344,0.562394,0.00004999
3,345,0.642201,0.00004999
3,346,0.690291,0.00004999
3,347,0.685893,0.00004999
3,348,0.589725,0.00004999
3,349,0.646372,0.00004999
3,350,0.628962,0.00004999
3,351,0.636814,0.00004999
3,352,0.666942,0.00004999
3,353,0.580766,0.00004999
3,354,0.713469,0.00004999
3,355,0.657793,0.00004999
3,356,0.589138,0.00004999
3,357,0.609801,0.00004999
3,358,0.632488,0.00004999
3,359,0.583587,0.00004999
3,360,0.611946,0.00004999
3,361,0.599875,0.00004999
3,362,0.628484,0.00004999
3,363,0.606457,0.00004999
3,364,0.620144,0.00004999
3,365,0.626897,0.00004999
3,366,0.697927,0.00004999
3,367,0.626818,0.00004999
3,368,0.599631,0.00004999
3,369,0.623537,0.00004999
3,370,0.751537,0.00004999
3,371,0.648064,0.00004999
3,372,0.675823,0.00004999
3,373,0.732445,0.00004999
3,374,0.572250,0.00004999
3,375,0.584777,0.00004999
3,376,0.616229,0.00004999
3,377,0.709033,0.00004999
3,378,0.641665,0.00004999
3,379,0.653904,0.00004999
3,380,0.608824,0.00004999
3,381,0.636504,0.00004999
3,382,0.630306,0.00004999
3,383,0.573101,0.00004999
3,384,0.631283,0.00004999
3,385,0.596466,0.00004999
3,386,0.686328,0.00004999
3,387,0.715864,0.00004999
4,388,0.664857,0.00004999
4,389,0.660878,0.00004999
4,390,0.613234,0.00004999
4,391,0.596690,0.00004999
4,392,0.692670,0.00004999
4,393,0.617598,0.00004999
4,394,0.675298,0.00004999
4,395,0.658704,0.00004999
4,396,0.622483,0.00004999
4,397,0.642287,0.00004999
4,398,0.538990,0.00004999
4,399,0.622283,0.00004999
4,400,0.613226,0.00004999
4,401,0.598919,0.00004999
4,402,0.664120,0.00004999
4,403,0.641635,0.00004999
4,404,0.702161,0.00004999
4,405,0.572901,0.00004999
4,406,0.687357,0.00004999
4,407,0.634324,0.00004999
4,408,0.661222,0.00004999
4,409,0.642513,0.00004999
4,410,0.626269,0.00004999
4,411,0.612097,0.00004999
4,412,0.578796,0.00004999
4,413,0.555839,0.00004999
4,414,0.651914,0.00004999
4,415,0.682598,0.00004999
4,416,0.613297,0.00004999
4,417,0.573610,0.00004999
4,418,0.638247,0.00004999
4,419,0.730593,0.00004999
4,420,0.544451,0.00004999
4,421,0.586742,0.00004999
4,422,0.647954,0.00004999
4,423,0.528211,0.00004999
4,424,0.499287,0.00004999
4,425,0.618512,0.00004999
4,426,0.669603,0.00004999
4,427,0.603645,0.00004999
4,428,0.575186,0.00004999
4,429,0.521972,0.00004999
4,430,0.576570,0.00004999
4,431,0.631237,0.00004999
4,432,0.693296,0.00004999
4,433,0.556339,0.00004999
4,434,0.575416,0.00004999
4,435,0.608946,0.00004999
4,436,0.657998,0.00004999
4,437,0.567530,0.00004999
4,438,0.615389,0.00004999
4,439,0.636663,0.00004999
4,440,0.667542,0.00004999
4,441,0.652390,0.00004999
4,442,0.622329,0.00004999
4,443,0.567263,0.00004999
4,444,0.662976,0.00004999
4,445,0.625929,0.00004999
4,446,0.666320,0.00004999
4,447,0.566466,0.00004999
4,448,0.572123,0.00004999
4,449,0.641760,0.00004999
4,450,0.688345,0.00004999
4,451,0.622998,0.00004999
4,452,0.625289,0.00004999
4,453,0.551301,0.00004999
4,454,0.494699,0.00004999
4,455,0.583005,0.00004999
4,456,0.666502,0.00004999
4,457,0.532182,0.00004999
4,458,0.602431,0.00004999
4,459,0.652284,0.00004999
4,460,0.597916,0.00004999
4,461,0.685004,0.00004999
4,462,0.611794,0.00004999
4,463,0.693123,0.00004999
4,464,0.645028,0.00004999
4,465,0.610189,0.00004999
4,466,0.680532,0.00004999
4,467,0.604744,0.00004999
4,468,0.639304,0.00004999
4,469,0.672482,0.00004999
4,470,0.650903,0.00004999
4,471,0.596347,0.00004999
4,472,0.588535,0.00004999
4,473,0.698327,0.00004999
4,474,0.576297,0.00004999
4,475,0.607745,0.00004999
4,476,0.717124,0.00004999
4,477,0.610293,0.00004999
4,478,0.586562,0.00004999
4,479,0.708856,0.00004999
4,480,0.606733,0.00004999
4,481,0.597304,0.00004999
4,482,0.692714,0.00004999
4,483,0.659027,0.00004999
4,484,0.653377,0.00004999
4,485,0.641328,0.00004999
4,486,0.615543,0.00004999
4,487,0.620440,0.00004999
4,488,0.688092,0.00004999
4,489,0.607263,0.00004999
4,490,0.674054,0.00004999
4,491,0.658996,0.00004999
4,492,0.609491,0.00004999
4,493,0.601556,0.00004999
4,494,0.627458,0.00004999
4,495,0.634254,0.00004999
4,496,0.672716,0.00004999
4,497,0.610526,0.00004999
4,498,0.669308,0.00004999
4,499,0.553326,0.00004999
4,500,0.603273,0.00004999
4,501,0.555771,0.00004999
4,502,0.590932,0.00004999
4,503,0.529090,0.00004999
4,504,0.695944,0.00004999
4,505,0.540388,0.00004999
4,506,0.657970,0.00004999
4,507,0.617490,0.00004999
4,508,0.657387,0.00004999
4,509,0.689674,0.00004999
4,510,0.570310,0.00004999
4,511,0.596410,0.00004999
4,512,0.575082,0.00004999
4,513,0.686860,0.00004999
4,514,0.749258,0.00004999
4,515,0.630013,0.00004999
4,516,0.610844,0.00004999
5,517,0.535597,0.00004998
5,518,0.618844,0.00004998
5,519,0.669897,0.00004998
5,520,0.680573,0.00004998
5,521,0.549276,0.00004998
5,522,0.639387,0.00004998
5,523,0.671359,0.00004998
5,524,0.564636,0.00004998
5,525,0.625233,0.00004998
5,526,0.622247,0.00004998
5,527,0.566660,0.00004998
5,528,0.621023,0.00004998
5,529,0.692983,0.00004998
5,530,0.568490,0.00004998
5,531,0.662114,0.00004998
5,532,0.554149,0.00004998
5,533,0.606116,0.00004998
5,534,0.697453,0.00004998
5,535,0.653587,0.00004998
5,536,0.621138,0.00004998
5,537,0.552393,0.00004998
5,538,0.596767,0.00004998
5,539,0.659946,0.00004998
5,540,0.677256,0.00004998
5,541,0.666456,0.00004998
5,542,0.618554,0.00004998
5,543,0.602780,0.00004998
5,544,0.600316,0.00004998
5,545,0.658156,0.00004998
5,546,0.579902,0.00004998
5,547,0.607127,0.00004998
5,548,0.652430,0.00004998
5,549,0.652506,0.00004998
5,550,0.634632,0.00004998
5,551,0.653823,0.00004998
5,552,0.654556,0.00004998
5,553,0.595053,0.00004998
5,554,0.634699,0.00004998
5,555,0.624743,0.00004998
5,556,0.606240,0.00004998
5,557,0.585707,0.00004998
5,558,0.550380,0.00004998
5,559,0.632018,0.00004998
5,560,0.593667,0.00004998
5,561,0.549576,0.00004998
5,562,0.636740,0.00004998
5,563,0.565729,0.00004998
5,564,0.631272,0.00004998
5,565,0.681267,0.00004998
5,566,0.605389,0.00004998
5,567,0.638633,0.00004998
5,568,0.556895,0.00004998
5,569,0.511022,0.00004998
5,570,0.621596,0.00004998
5,571,0.638014,0.00004998
5,572,0.674868,0.00004998
5,573,0.615769,0.00004998
5,574,0.607139,0.00004998
5,575,0.694569,0.00004998
5,576,0.597818,0.00004998
5,577,0.601693,0.00004998
5,578,0.567816,0.00004998
5,579,0.674976,0.00004998
5,580,0.600033,0.00004998
5,581,0.613129,0.00004998
5,582,0.620066,0.00004998
5,583,0.581696,0.00004998
5,584,0.656257,0.00004998
5,585,0.616861,0.00004998
5,586,0.619358,0.00004998
5,587,0.650680,0.00004998
5,588,0.567446,0.00004998
5,589,0.610826,0.00004998
5,590,0.617144,0.00004998
5,591,0.683558,0.00004998
5,592,0.494820,0.00004998
5,593,0.674202,0.00004998
5,594,0.611356,0.00004998
5,595,0.578929,0.00004998
5,596,0.688069,0.00004998
5,597,0.638696,0.00004998
5,598,0.546244,0.00004998
5,599,0.635345,0.00004998
5,600,0.574147,0.00004998
5,601,0.602237,0.00004998
5,602,0.607871,0.00004998
5,603,0.581120,0.00004998
5,604,0.602044,0.00004998
5,605,0.585037,0.00004998
5,606,0.573082,0.00004998
5,607,0.468406,0.00004998
5,608,0.641799,0.00004998
5,609,0.610316,0.00004998
5,610,0.620884,0.00004998
5,611,0.585998,0.00004998
5,612,0.624867,0.00004998
5,613,0.608049,0.00004998
5,614,0.558568,0.00004998
5,615,0.607460,0.00004998
5,616,0.649271,0.00004998
5,617,0.615579,0.00004998
5,618,0.597842,0.00004998
5,619,0.679265,0.00004998
5,620,0.715120,0.00004998
5,621,0.631421,0.00004998
5,622,0.528999,0.00004998
5,623,0.625199,0.00004998
5,624,0.632974,0.00004998
5,625,0.605048,0.00004998
