Epoch,Step,Loss,LR,DiffTarget,X0Target
0,1,1.346159,3e-05,0.804391,1.247754
0,2,1.640303,3e-05,0.768516,2.091003
0,3,1.552684,3e-05,0.804477,1.740342
0,4,1.294587,3e-05,0.660577,1.560985
0,5,1.279060,3e-05,0.668754,1.490610
0,6,1.042673,3e-05,0.654914,0.945391
0,7,1.147676,3e-05,0.621969,1.296626
0,8,1.452589,3e-05,0.704324,1.837164
0,9,1.511075,3e-05,0.660976,2.116791
0,10,1.431894,3e-05,0.654725,1.920713
0,11,1.254253,3e-05,0.652509,1.504979
0,12,0.959211,3e-05,0.550541,0.998279
0,13,1.214248,3e-05,0.619261,1.468170
0,14,1.061532,3e-05,0.669956,0.967736
0,15,1.506203,3e-05,0.580194,2.301578
0,16,1.008218,3e-05,0.665095,0.847343
0,17,1.583309,3e-05,0.639609,2.338300
0,18,1.271355,3e-05,0.569029,1.719510
0,19,1.033815,3e-05,0.520925,1.274128
0,20,0.806062,3e-05,0.503819,0.753357
0,21,1.036337,3e-05,0.550561,1.204738
0,22,1.108618,3e-05,0.604832,1.252631
0,23,1.724219,3e-05,0.564546,2.878783
0,24,0.671848,3e-05,0.388067,0.681934
0,25,1.431943,3e-05,0.659362,1.929035
0,26,1.172195,3e-05,0.569798,1.499347
0,27,1.110724,3e-05,0.560625,1.360860
0,28,1.215861,3e-05,0.581415,1.612588
0,29,1.104156,3e-05,0.586520,1.301960
0,30,1.322628,3e-05,0.651898,1.693009
0,31,1.235492,3e-05,0.569973,1.648631
0,32,1.142572,3e-05,0.553116,1.473878
0,33,1.212281,3e-05,0.536563,1.696257
0,34,1.009667,3e-05,0.622828,0.979233
0,35,1.150187,3e-05,0.504780,1.615720
0,36,1.154376,3e-05,0.567007,1.487200
0,37,1.160926,3e-05,0.538887,1.568993
0,38,0.935468,3e-05,0.531889,1.032878
0,39,0.890574,3e-05,0.582150,0.796692
0,40,0.706243,3e-05,0.475169,0.560498
0,41,0.925193,3e-05,0.446250,1.187672
0,42,1.011893,3e-05,0.450333,1.394258
0,43,1.155752,3e-05,0.486072,1.655816
0,44,1.021640,3e-05,0.558474,1.161638
0,45,0.957070,3e-05,0.550950,0.994423
0,46,0.834186,3e-05,0.501243,0.825641
0,47,0.974279,3e-05,0.444575,1.330181
0,48,0.848035,3e-05,0.519818,0.826969
0,49,0.856674,3e-05,0.578016,0.690624
0,50,0.931903,3e-05,0.525740,1.027679
0,51,0.793583,3e-05,0.462787,0.838543
0,52,0.846504,3e-05,0.447780,1.005923
0,53,0.824699,3e-05,0.413603,1.035103
0,54,0.716990,3e-05,0.422762,0.719792
0,55,0.759459,3e-05,0.419692,0.830560
0,56,0.800725,3e-05,0.578483,0.551840
0,57,0.889205,3e-05,0.441020,1.148377
0,58,0.618641,3e-05,0.380473,0.576425
0,59,0.635643,3e-05,0.459551,0.429043
0,60,0.732314,3e-05,0.493257,0.596097
0,61,0.910629,3e-05,0.435697,1.165115
0,62,0.844663,3e-05,0.468105,0.978325
0,63,0.730665,3e-05,0.410979,0.806765
0,64,0.984892,3e-05,0.386822,1.519100
0,65,0.817259,3e-05,0.463511,0.882529
0,66,0.941156,3e-05,0.423967,1.305261
0,67,0.771965,3e-05,0.506542,0.674610
0,68,0.768710,3e-05,0.406781,0.896188
0,69,0.862949,3e-05,0.435059,1.048166
0,70,0.506630,3e-05,0.354732,0.365277
0,71,0.903157,3e-05,0.448304,1.125081
0,72,0.940535,3e-05,0.419714,1.292253
0,73,0.839488,3e-05,0.473401,0.918614
0,74,0.483070,3e-05,0.298254,0.443661
0,75,0.651868,3e-05,0.388447,0.663987
0,76,0.718720,3e-05,0.447054,0.698979
0,77,0.702443,3e-05,0.455975,0.611357
0,78,0.604338,3e-05,0.410044,0.470824
0,79,0.933448,3e-05,0.425335,1.272074
0,80,0.628565,3e-05,0.352251,0.674649
0,81,0.799657,3e-05,0.360461,1.079827
0,82,0.562727,3e-05,0.350020,0.519447
0,83,0.732625,3e-05,0.378343,0.844266
0,84,0.804617,3e-05,0.423633,1.000357
0,85,0.484268,3e-05,0.335520,0.348964
0,86,0.774166,3e-05,0.449604,0.808714
0,87,1.016690,3e-05,0.343758,1.647648
0,88,0.828035,3e-05,0.520068,0.771796
0,89,0.923530,3e-05,0.328947,1.491407
0,90,0.715960,3e-05,0.441740,0.698733
0,91,0.761716,3e-05,0.328166,1.060861
0,92,0.722153,3e-05,0.470925,0.637303
0,93,1.011165,3e-05,0.438195,1.431226
0,94,0.842459,3e-05,0.487002,0.887026
0,95,0.755333,3e-05,0.318559,1.099515
0,96,1.010371,3e-05,0.347696,1.665087
0,97,0.554980,3e-05,0.383251,0.422305
0,98,0.665921,3e-05,0.482605,0.458004
0,99,0.729327,3e-05,0.391173,0.844390
0,100,0.809016,3e-05,0.443472,0.922265
0,101,0.701921,3e-05,0.427284,0.662719
0,102,0.953115,3e-05,0.365420,1.466961
0,103,0.783590,3e-05,0.471191,0.783868
0,104,0.666773,3e-05,0.394343,0.664612
0,105,0.695729,3e-05,0.480494,0.530265
0,106,0.791926,3e-05,0.370147,1.047692
0,107,0.866784,3e-05,0.424729,1.102546
0,108,0.727200,3e-05,0.486403,0.597707
0,109,0.775770,3e-05,0.482960,0.736561
0,110,0.631493,3e-05,0.301160,0.812851
0,111,0.577297,3e-05,0.336370,0.605739
0,112,0.767788,3e-05,0.452459,0.786983
0,113,0.659938,3e-05,0.467891,0.474198
0,114,0.683608,3e-05,0.370348,0.763051
0,115,1.091977,3e-05,0.426361,1.689425
0,116,0.706711,3e-05,0.387593,0.797264
0,117,0.886991,3e-05,0.326593,1.397752
0,118,0.809492,3e-05,0.355540,1.143757
0,119,0.968992,3e-05,0.479896,1.218123
0,120,0.577919,3e-05,0.384454,0.488108
0,121,0.731462,3e-05,0.452602,0.715055
0,122,0.794995,3e-05,0.413091,0.938211
0,123,0.790642,3e-05,0.416989,0.936266
0,124,0.795838,3e-05,0.326894,1.206242
0,125,0.594686,3e-05,0.301466,0.731263
0,126,0.785763,3e-05,0.428100,0.862684
0,127,0.769919,3e-05,0.367685,0.996012
0,128,0.782476,3e-05,0.356017,1.064693
0,129,0.771790,3e-05,0.397029,0.930150
0,130,0.542410,3e-05,0.332017,0.509639
0,131,0.681590,3e-05,0.372117,0.761791
0,132,0.608536,3e-05,0.320892,0.719381
0,133,0.844527,3e-05,0.398604,1.097437
0,134,0.684022,3e-05,0.349465,0.809616
0,135,0.719185,3e-05,0.404499,0.790389
0,136,0.753967,3e-05,0.321276,1.090537
0,137,0.803419,3e-05,0.333099,1.158970
0,138,0.546365,3e-05,0.303383,0.605949
0,139,0.965580,3e-05,0.406348,1.373686
0,140,0.853935,3e-05,0.394660,1.134465
0,141,0.681940,3e-05,0.425380,0.638175
0,142,0.760605,3e-05,0.378034,0.968582
0,143,0.644452,3e-05,0.296536,0.855529
0,144,0.646083,3e-05,0.371808,0.672606
0,145,0.604823,3e-05,0.425150,0.434277
0,146,0.537403,3e-05,0.276041,0.629644
0,147,0.607467,3e-05,0.355111,0.613620
0,148,0.767656,3e-05,0.267038,1.213400
0,149,0.656626,3e-05,0.446199,0.510581
0,150,0.728721,3e-05,0.336512,0.957286
0,151,0.648883,3e-05,0.361025,0.737806
