file,rel_path,porosity,scale_factor,orig_peak,clip_ratio,status
6-6-20 全部_z3840_y595_x528.npy,6-6-20 全部_z3840_y595_x528.npy,0.0003972649574279785,0.9381868868278561,37306,0.0,ok
6-6-20 全部_z3776_y553_x494.npy,6-6-20 全部_z3776_y553_x494.npy,0.0004393458366394043,0.960166794688906,36452,0.0,ok
6-6-20 全部_z3840_y595_x464.npy,6-6-20 全部_z3840_y595_x464.npy,0.0006423592567443848,0.9381868868278561,37306,0.0,ok
6-6-20 全部_z3776_y617_x494.npy,6-6-20 全部_z3776_y617_x494.npy,0.0007058978080749512,0.9282588516111921,37705,0.0,ok
6-6-20 全部_z3776_y617_x430.npy,6-6-20 全部_z3776_y617_x430.npy,0.0010612010955810547,0.8669589556860122,40371,0.0,ok
6-6-20 全部_z3840_y595_x400.npy,6-6-20 全部_z3840_y595_x400.npy,0.0011888742446899414,0.8803481147973942,39757,0.0,ok
6-6-20 全部_z4288_y513_x475.npy,6-6-20 全部_z4288_y513_x475.npy,0.001441657543182373,0.9470978216750101,36955,0.0,ok
6-6-20 全部_z4288_y513_x411.npy,6-6-20 全部_z4288_y513_x411.npy,0.0014529228210449219,0.9449499176543643,37039,0.0,ok
6-6-20 全部_z704_y449_x248.npy,6-6-20 全部_z704_y449_x248.npy,0.001478433609008789,0.9377846846364075,37322,0.0,ok
6-6-20 全部_z4224_y445_x454.npy,6-6-20 全部_z4224_y445_x454.npy,0.0015492439270019531,0.9704968944099379,36064,0.0,ok
6-6-20 全部_z3776_y553_x430.npy,6-6-20 全部_z3776_y553_x430.npy,0.0016385912895202637,0.9153916568588989,38235,0.0,ok
6-6-20 全部_z3840_y595_x592.npy,6-6-20 全部_z3840_y595_x592.npy,0.001972198486328125,0.7898894154818326,44310,0.0,ok
6-6-20 全部_z704_y385_x376.npy,6-6-20 全部_z704_y385_x376.npy,0.002127230167388916,1.0033540693174325,34883,0.0,ok
6-6-20 全部_z3840_y595_x336.npy,6-6-20 全部_z3840_y595_x336.npy,0.0023850202560424805,0.8062844110668295,43409,0.0,ok
6-6-20 全部_z704_y385_x312.npy,6-6-20 全部_z704_y385_x312.npy,0.0024328231811523438,0.9285051067780873,37695,0.0,ok
6-6-20 全部_z704_y385_x440.npy,6-6-20 全部_z704_y385_x440.npy,0.0026129484176635742,1.0033540693174325,34883,0.0,ok
6-6-20 全部_z704_y321_x376.npy,6-6-20 全部_z704_y321_x376.npy,0.002634704113006592,0.9440832951204381,37073,0.0,ok
6-6-20 全部_z4224_y509_x326.npy,6-6-20 全部_z4224_y509_x326.npy,0.002702057361602783,0.9160864785635764,38206,0.0,ok
6-6-20 全部_z704_y385_x248.npy,6-6-20 全部_z704_y385_x248.npy,0.0027501583099365234,0.8887308922858158,39382,0.0,ok
6-6-20 全部_z704_y321_x440.npy,6-6-20 全部_z704_y321_x440.npy,0.002811133861541748,0.9805294859223981,35695,0.0,ok
6-6-20 全部_z1472_y326_x536.npy,6-6-20 全部_z1472_y326_x536.npy,0.0028832554817199707,0.851188015272745,41119,0.0,ok
6-6-20 全部_z1536_y297_x479.npy,6-6-20 全部_z1536_y297_x479.npy,0.0029335618019104004,0.8672811973436416,40356,0.0,ok
6-6-20 全部_z4224_y445_x518.npy,6-6-20 全部_z4224_y445_x518.npy,0.0030843019485473633,0.9666639047697959,36207,0.0,ok
6-6-20 全部_z704_y449_x312.npy,6-6-20 全部_z704_y449_x312.npy,0.00312882661819458,0.9871946747898686,35454,0.0,ok
6-6-20 全部_z3840_y403_x272.npy,6-6-20 全部_z3840_y403_x272.npy,0.003212869167327881,0.9611951775464807,36413,0.0,ok
6-6-20 全部_z4224_y445_x390.npy,6-6-20 全部_z4224_y445_x390.npy,0.0032346248626708984,0.9641076495055505,36303,0.0,ok
6-6-20 全部_z4288_y513_x539.npy,6-6-20 全部_z4288_y513_x539.npy,0.0032387375831604004,0.9178161220957676,38134,0.0,ok
6-6-20 全部_z1024_y319_x444.npy,6-6-20 全部_z1024_y319_x444.npy,0.0034122467041015625,0.9286036454325967,37691,0.0,ok
6-6-20 全部_z4288_y513_x347.npy,6-6-20 全部_z4288_y513_x347.npy,0.0035709738731384277,0.894043118422397,39148,0.0,ok
6-6-20 全部_z4224_y509_x262.npy,6-6-20 全部_z4224_y509_x262.npy,0.0035744905471801758,0.8537210039759007,40997,0.0,ok
6-6-20 全部_z4288_y449_x347.npy,6-6-20 全部_z4288_y449_x347.npy,0.0038782358169555664,0.9525623928367308,36743,0.0,ok
6-6-20 全部_z4224_y509_x390.npy,6-6-20 全部_z4224_y509_x390.npy,0.003880798816680908,0.9408349237923712,37201,0.0,ok
6-6-20 全部_z3904_y311_x333.npy,6-6-20 全部_z3904_y311_x333.npy,0.004001140594482422,0.9602458229306703,36449,0.0,ok
6-6-20 全部_z1088_y319_x317.npy,6-6-20 全部_z1088_y319_x317.npy,0.004050850868225098,0.8801931395231868,39764,0.0,ok
6-6-20 全部_z4288_y577_x475.npy,6-6-20 全部_z4288_y577_x475.npy,0.004072129726409912,0.9272505695967784,37746,0.0,ok
6-6-20 全部_z4288_y577_x411.npy,6-6-20 全部_z4288_y577_x411.npy,0.004244029521942139,0.9018759018759018,38808,0.0,ok
6-6-20 全部_z3840_y467_x272.npy,6-6-20 全部_z3840_y467_x272.npy,0.004338562488555908,0.9108179144872095,38427,0.0,ok
6-6-20 全部_z4160_y508_x260.npy,6-6-20 全部_z4160_y508_x260.npy,0.004354536533355713,0.9009472817133443,38848,0.0,ok
6-6-20 全部_z4160_y508_x324.npy,6-6-20 全部_z4160_y508_x324.npy,0.004364907741546631,0.923141847338714,37914,0.0,ok
6-6-20 全部_z1472_y326_x472.npy,6-6-20 全部_z1472_y326_x472.npy,0.004386484622955322,0.8907892392659896,39291,0.0,ok
6-6-20 全部_z768_y449_x249.npy,6-6-20 全部_z768_y449_x249.npy,0.0044324398040771484,0.9278405174699115,37722,0.0,ok
6-6-20 全部_z640_y338_x449.npy,6-6-20 全部_z640_y338_x449.npy,0.004466831684112549,1.0029802842732691,34896,0.0,ok
6-6-20 全部_z3904_y439_x269.npy,6-6-20 全部_z3904_y439_x269.npy,0.004479885101318359,0.918828100388533,38092,0.0,ok
6-6-20 全部_z3968_y440_x267.npy,6-6-20 全部_z3968_y440_x267.npy,0.004604339599609375,0.9358288770053476,37400,0.0,ok
6-6-20 全部_z1088_y383_x253.npy,6-6-20 全部_z1088_y383_x253.npy,0.004609525203704834,0.8666798732171157,40384,0.0,ok
6-6-20 全部_z3904_y375_x269.npy,6-6-20 全部_z3904_y375_x269.npy,0.004653215408325195,0.918828100388533,38092,0.0,ok
6-6-20 全部_z1024_y383_x444.npy,6-6-20 全部_z1024_y383_x444.npy,0.004748642444610596,0.9542505043895523,36678,0.0,ok
6-6-20 全部_z4288_y449_x411.npy,6-6-20 全部_z4288_y449_x411.npy,0.004751443862915039,0.9673585583593599,36181,0.0,ok
6-6-20 全部_z1088_y383_x381.npy,6-6-20 全部_z1088_y383_x381.npy,0.004782497882843018,0.9570162966203654,36572,0.0,ok
6-6-20 全部_z1088_y319_x381.npy,6-6-20 全部_z1088_y319_x381.npy,0.0047872066497802734,0.8932217231523071,39184,0.0,ok
6-6-20 全部_z4224_y573_x326.npy,6-6-20 全部_z4224_y573_x326.npy,0.004839003086090088,0.7907460123808233,44262,0.0,ok
6-6-20 全部_z1024_y319_x380.npy,6-6-20 全部_z1024_y319_x380.npy,0.004947960376739502,0.8999742864489586,38890,0.0,ok
6-6-20 全部_z3840_y403_x336.npy,6-6-20 全部_z3840_y403_x336.npy,0.0049762725830078125,0.9899309876682882,35356,0.0,ok
6-6-20 全部_z6976_y492_x615.npy,6-6-20 全部_z6976_y492_x615.npy,0.005050241947174072,0.9802823213085369,35704,0.0,ok
6-6-20 全部_z3968_y376_x267.npy,6-6-20 全部_z3968_y376_x267.npy,0.005109548568725586,0.9241656104773975,37872,0.0,ok
6-6-20 全部_z4352_y577_x495.npy,6-6-20 全部_z4352_y577_x495.npy,0.005114853382110596,0.9018759018759018,38808,0.0,ok
6-6-20 全部_z3840_y339_x336.npy,6-6-20 全部_z3840_y339_x336.npy,0.0051462650299072266,0.96931427938407,36108,0.0,ok
6-6-20 全部_z1088_y447_x317.npy,6-6-20 全部_z1088_y447_x317.npy,0.005150139331817627,0.9454859797936139,37018,0.0,ok
6-6-20 全部_z1088_y383_x317.npy,6-6-20 全部_z1088_y383_x317.npy,0.0051569342613220215,0.8801931395231868,39764,0.0,ok
6-6-20 全部_z1408_y700_x403.npy,6-6-20 全部_z1408_y700_x403.npy,0.0052269697189331055,0.858790332474543,40755,0.0,ok
6-6-20 全部_z4224_y445_x326.npy,6-6-20 全部_z4224_y445_x326.npy,0.00524669885635376,0.9469184567934635,36962,0.0,ok
6-6-20 全部_z4224_y573_x390.npy,6-6-20 全部_z4224_y573_x390.npy,0.005288362503051758,0.9254607472434491,37819,0.0,ok
6-6-20 全部_z4288_y577_x347.npy,6-6-20 全部_z4288_y577_x347.npy,0.0052901506423950195,0.8184262831754939,42765,0.0,ok
6-6-20 全部_z1536_y361_x479.npy,6-6-20 全部_z1536_y361_x479.npy,0.00541156530380249,0.8672811973436416,40356,0.0,ok
6-6-20 全部_z3968_y312_x331.npy,6-6-20 全部_z3968_y312_x331.npy,0.005433976650238037,0.9241656104773975,37872,0.0,ok
6-6-20 全部_z640_y338_x385.npy,6-6-20 全部_z640_y338_x385.npy,0.005512237548828125,0.988616783888371,35403,0.0,ok
6-6-20 全部_z768_y321_x441.npy,6-6-20 全部_z768_y321_x441.npy,0.005557715892791748,0.9805294859223981,35695,0.0,ok
6-6-20 全部_z768_y385_x377.npy,6-6-20 全部_z768_y385_x377.npy,0.005565166473388672,0.9871946747898686,35454,0.0,ok
6-6-20 全部_z1088_y447_x253.npy,6-6-20 全部_z1088_y447_x253.npy,0.005565285682678223,0.8937463292561477,39161,0.0,ok
6-6-20 全部_z768_y449_x313.npy,6-6-20 全部_z768_y449_x313.npy,0.005571842193603516,0.9745231797299179,35915,0.0,ok
6-6-20 全部_z896_y320_x443.npy,6-6-20 全部_z896_y320_x443.npy,0.005599796772003174,0.9461249425566999,36993,0.0,ok
6-6-20 全部_z640_y338_x513.npy,6-6-20 全部_z640_y338_x513.npy,0.0056154727935791016,0.988616783888371,35403,0.0,ok
6-6-20 全部_z4096_y508_x263.npy,6-6-20 全部_z4096_y508_x263.npy,0.005619227886199951,0.8993730085311954,38916,0.0,ok
6-6-20 全部_z1088_y575_x573.npy,6-6-20 全部_z1088_y575_x573.npy,0.00563359260559082,0.9464319515426841,36981,0.0,ok
6-6-20 全部_z3840_y467_x336.npy,6-6-20 全部_z3840_y467_x336.npy,0.005670070648193359,0.9611951775464807,36413,0.0,ok
6-6-20 全部_z960_y319_x444.npy,6-6-20 全部_z960_y319_x444.npy,0.005670487880706787,0.9358789240066314,37398,0.0,ok
6-6-20 全部_z1536_y425_x479.npy,6-6-20 全部_z1536_y425_x479.npy,0.005747377872467041,0.9163023274079116,38197,0.0,ok
6-6-20 全部_z1536_y425_x543.npy,6-6-20 全部_z1536_y425_x543.npy,0.005760908126831055,0.8907892392659896,39291,0.0,ok
6-6-20 全部_z3968_y504_x331.npy,6-6-20 全部_z3968_y504_x331.npy,0.005804538726806641,0.961327180839376,36408,0.0,ok
6-6-20 全部_z4544_y321_x332.npy,6-6-20 全部_z4544_y321_x332.npy,0.005868732929229736,0.848073661255149,41270,0.0,ok
6-6-20 全部_z1472_y390_x600.npy,6-6-20 全部_z1472_y390_x600.npy,0.0059051513671875,0.8795074758135444,39795,0.0,ok
6-6-20 全部_z768_y385_x313.npy,6-6-20 全部_z768_y385_x313.npy,0.005906283855438232,0.9428879310344828,37120,0.0,ok
6-6-20 全部_z3840_y531_x272.npy,6-6-20 全部_z3840_y531_x272.npy,0.005906343460083008,0.8468834688346883,41328,0.0,ok
6-6-20 全部_z1088_y575_x509.npy,6-6-20 全部_z1088_y575_x509.npy,0.00590747594833374,0.9648784253184098,36274,0.0,ok
6-6-20 全部_z4544_y385_x332.npy,6-6-20 全部_z4544_y385_x332.npy,0.005997002124786377,0.8862330033170436,39493,0.0,ok
6-6-20 全部_z1024_y575_x572.npy,6-6-20 全部_z1024_y575_x572.npy,0.006018221378326416,0.949976929131721,36843,0.0,ok
6-6-20 全部_z3904_y247_x397.npy,6-6-20 全部_z3904_y247_x397.npy,0.0061070919036865234,0.9602458229306703,36449,0.0,ok
6-6-20 全部_z832_y321_x442.npy,6-6-20 全部_z832_y321_x442.npy,0.006132066249847412,0.9461249425566999,36993,0.0,ok
6-6-20 全部_z768_y385_x441.npy,6-6-20 全部_z768_y385_x441.npy,0.006147265434265137,0.9983740765039792,35057,0.0,ok
6-6-20 全部_z1088_y319_x445.npy,6-6-20 全部_z1088_y319_x445.npy,0.0061678290367126465,0.9274225602162219,37739,0.0,ok
6-6-20 全部_z768_y321_x377.npy,6-6-20 全部_z768_y321_x377.npy,0.006225228309631348,0.9381868868278561,37306,0.0,ok
6-6-20 全部_z4352_y641_x495.npy,6-6-20 全部_z4352_y641_x495.npy,0.006250917911529541,0.827736259578091,42284,0.0,ok
6-6-20 全部_z4224_y445_x262.npy,6-6-20 全部_z4224_y445_x262.npy,0.006289124488830566,0.8899738093421822,39327,0.0,ok
6-6-20 全部_z3904_y567_x333.npy,6-6-20 全部_z3904_y567_x333.npy,0.0063021183013916016,0.8332936526832055,42002,0.0,ok
6-6-20 全部_z4096_y508_x327.npy,6-6-20 全部_z4096_y508_x327.npy,0.006345212459564209,0.9314951828391973,37574,0.0,ok
6-6-20 全部_z4288_y449_x475.npy,6-6-20 全部_z4288_y449_x475.npy,0.006346464157104492,0.9673585583593599,36181,0.0,ok
6-6-20 全部_z1472_y390_x408.npy,6-6-20 全部_z1472_y390_x408.npy,0.006363570690155029,0.9357538165387803,37403,0.0,ok
6-6-20 全部_z3904_y439_x333.npy,6-6-20 全部_z3904_y439_x333.npy,0.00636667013168335,0.9721682128770623,36002,0.0,ok
6-6-20 全部_z3904_y503_x269.npy,6-6-20 全部_z3904_y503_x269.npy,0.006410419940948486,0.8468834688346883,41328,0.0,ok
6-6-20 全部_z4160_y572_x324.npy,6-6-20 全部_z4160_y572_x324.npy,0.006422936916351318,0.7824726134585289,44730,0.0,ok
6-6-20 全部_z1536_y361_x543.npy,6-6-20 全部_z1536_y361_x543.npy,0.006440997123718262,0.7865522045934649,44498,0.0,ok
6-6-20 全部_z2944_y653_x377.npy,6-6-20 全部_z2944_y653_x377.npy,0.00647282600402832,0.7456644935872854,46938,0.0,ok
6-6-20 全部_z1088_y383_x445.npy,6-6-20 全部_z1088_y383_x445.npy,0.006506443023681641,0.9570162966203654,36572,0.0,ok
6-6-20 全部_z4160_y444_x388.npy,6-6-20 全部_z4160_y444_x388.npy,0.006602466106414795,0.9704968944099379,36064,0.0,ok
6-6-20 全部_z1408_y444_x659.npy,6-6-20 全部_z1408_y444_x659.npy,0.006608247756958008,0.8723611076493607,40121,0.0,ok
6-6-20 全部_z1152_y382_x253.npy,6-6-20 全部_z1152_y382_x253.npy,0.006754398345947266,0.8530135751017524,41031,0.0,ok
6-6-20 全部_z4160_y444_x452.npy,6-6-20 全部_z4160_y444_x452.npy,0.006831943988800049,0.9704968944099379,36064,0.0,ok
6-6-20 全部_z3968_y440_x331.npy,6-6-20 全部_z3968_y440_x331.npy,0.006884336471557617,0.9721682128770623,36002,0.0,ok
6-6-20 全部_z3904_y503_x333.npy,6-6-20 全部_z3904_y503_x333.npy,0.006928801536560059,0.9317679631552326,37563,0.0,ok
6-6-20 全部_z4032_y506_x329.npy,6-6-20 全部_z4032_y506_x329.npy,0.00694805383682251,0.9460737937559129,36995,0.0,ok
6-6-20 全部_z1088_y447_x381.npy,6-6-20 全部_z1088_y447_x381.npy,0.006956994533538818,0.9538084207657719,36695,0.0,ok
6-6-20 全部_z4288_y641_x475.npy,6-6-20 全部_z4288_y641_x475.npy,0.006973087787628174,0.8639842014317453,40510,0.0,ok
6-6-20 全部_z4352_y577_x431.npy,6-6-20 全部_z4352_y577_x431.npy,0.006983578205108643,0.9018759018759018,38808,0.0,ok
6-6-20 全部_z4224_y509_x454.npy,6-6-20 全部_z4224_y509_x454.npy,0.007050037384033203,0.941315690387822,37182,0.0,ok
6-6-20 全部_z768_y385_x249.npy,6-6-20 全部_z768_y385_x249.npy,0.0070860981941223145,0.8887308922858158,39382,0.0,ok
6-6-20 全部_z3904_y375_x333.npy,6-6-20 全部_z3904_y375_x333.npy,0.007111847400665283,0.9721682128770623,36002,0.0,ok
6-6-20 全部_z6848_y596_x389.npy,6-6-20 全部_z6848_y596_x389.npy,0.007116079330444336,0.9469440761884148,36961,0.0,ok
6-6-20 全部_z6976_y492_x551.npy,6-6-20 全部_z6976_y492_x551.npy,0.007135748863220215,0.9802823213085369,35704,0.0,ok
6-6-20 全部_z6976_y556_x551.npy,6-6-20 全部_z6976_y556_x551.npy,0.007170617580413818,0.9539384028345598,36690,0.0,ok
6-6-20 全部_z3968_y568_x331.npy,6-6-20 全部_z3968_y568_x331.npy,0.0071724653244018555,0.8332936526832055,42002,0.0,ok
6-6-20 全部_z704_y513_x248.npy,6-6-20 全部_z704_y513_x248.npy,0.007191181182861328,0.9449754306388034,37038,0.0,ok
6-6-20 全部_z1472_y390_x536.npy,6-6-20 全部_z1472_y390_x536.npy,0.007227301597595215,0.8907892392659896,39291,0.0,ok
6-6-20 全部_z832_y385_x442.npy,6-6-20 全部_z832_y385_x442.npy,0.007235169410705566,0.9848612752546569,35538,0.0,ok
6-6-20 全部_z896_y384_x443.npy,6-6-20 全部_z896_y384_x443.npy,0.007266879081726074,0.9736827463417348,35946,0.0,ok
6-6-20 全部_z640_y402_x385.npy,6-6-20 全部_z640_y402_x385.npy,0.007285773754119873,1.0244402165959314,34165,0.0,ok
6-6-20 全部_z3840_y531_x336.npy,6-6-20 全部_z3840_y531_x336.npy,0.0073004961013793945,0.8468834688346883,41328,0.0,ok
6-6-20 全部_z4288_y449_x539.npy,6-6-20 全部_z4288_y449_x539.npy,0.00730586051940918,0.9637890678782872,36315,0.0,ok
6-6-20 全部_z1088_y575_x445.npy,6-6-20 全部_z1088_y575_x445.npy,0.007337749004364014,0.9574875526618154,36554,0.0,ok
6-6-20 全部_z960_y383_x444.npy,6-6-20 全部_z960_y383_x444.npy,0.007340788841247559,0.9677865339416563,36165,0.0,ok
6-6-20 全部_z1472_y390_x472.npy,6-6-20 全部_z1472_y390_x472.npy,0.007359206676483154,0.930999627600149,37594,0.0,ok
6-6-20 全部_z768_y513_x249.npy,6-6-20 全部_z768_y513_x249.npy,0.007370054721832275,0.9517076354144007,36776,0.0,ok
6-6-20 全部_z4160_y444_x324.npy,6-6-20 全部_z4160_y444_x324.npy,0.007384002208709717,0.96140640021975,36405,0.0,ok
6-6-20 全部_z1152_y446_x253.npy,6-6-20 全部_z1152_y446_x253.npy,0.007435739040374756,0.8822343214357733,39672,0.0,ok
6-6-20 全部_z704_y321_x504.npy,6-6-20 全部_z704_y321_x504.npy,0.0075765252113342285,0.9537564378559555,36697,0.0,ok
6-6-20 全部_z4288_y449_x283.npy,6-6-20 全部_z4288_y449_x283.npy,0.007641851902008057,0.8899738093421822,39327,0.0,ok
6-6-20 全部_z4160_y508_x388.npy,6-6-20 全部_z4160_y508_x388.npy,0.0076544880867004395,0.9572780482468136,36562,0.0,ok
6-6-20 全部_z3840_y275_x400.npy,6-6-20 全部_z3840_y275_x400.npy,0.00768589973449707,0.9843903810997047,35555,0.0,ok
6-6-20 全部_z1408_y316_x531.npy,6-6-20 全部_z1408_y316_x531.npy,0.0076920390129089355,0.8854706909201305,39527,0.0,ok
6-6-20 全部_z1088_y511_x317.npy,6-6-20 全部_z1088_y511_x317.npy,0.007706165313720703,0.9450519778587823,37035,0.0,ok
6-6-20 全部_z1024_y639_x572.npy,6-6-20 全部_z1024_y639_x572.npy,0.007737517356872559,0.8281475522324492,42263,0.0,ok
6-6-20 全部_z1472_y582_x408.npy,6-6-20 全部_z1472_y582_x408.npy,0.007744550704956055,0.9141722822964008,38286,0.0,ok
6-6-20 全部_z4288_y577_x539.npy,6-6-20 全部_z4288_y577_x539.npy,0.007808089256286621,0.8385844694156265,41737,0.0,ok
6-6-20 全部_z1024_y383_x380.npy,6-6-20 全部_z1024_y383_x380.npy,0.007843434810638428,0.9650114422785299,36269,0.0,ok
6-6-20 全部_z1408_y380_x595.npy,6-6-20 全部_z1408_y380_x595.npy,0.007844030857086182,0.8854706909201305,39527,0.0,ok
6-6-20 全部_z3968_y504_x267.npy,6-6-20 全部_z3968_y504_x267.npy,0.007862746715545654,0.8163836536667288,42872,0.0,ok
6-6-20 全部_z1088_y575_x381.npy,6-6-20 全部_z1088_y575_x381.npy,0.007906556129455566,0.9450519778587823,37035,0.0,ok
6-6-20 全部_z1472_y454_x408.npy,6-6-20 全部_z1472_y454_x408.npy,0.00790870189666748,0.9371569336225132,37347,0.0,ok
6-6-20 全部_z4288_y513_x283.npy,6-6-20 全部_z4288_y513_x283.npy,0.007936418056488037,0.8578010881819519,40802,0.0,ok
6-6-20 全部_z1152_y574_x573.npy,6-6-20 全部_z1152_y574_x573.npy,0.00802522897720337,0.9216589861751152,37975,0.0,ok
6-6-20 全部_z4352_y641_x559.npy,6-6-20 全部_z4352_y641_x559.npy,0.008186280727386475,0.7844719383180921,44616,0.0,ok
6-6-20 全部_z1088_y447_x445.npy,6-6-20 全部_z1088_y447_x445.npy,0.008192956447601318,0.9538084207657719,36695,0.0,ok
6-6-20 全部_z640_y402_x321.npy,6-6-20 全部_z640_y402_x321.npy,0.008228659629821777,0.99672504627652,35115,0.0,ok
6-6-20 全部_z4160_y444_x260.npy,6-6-20 全部_z4160_y444_x260.npy,0.00823056697845459,0.9081945093154808,38538,0.0,ok
6-6-20 全部_z1152_y382_x317.npy,6-6-20 全部_z1152_y382_x317.npy,0.00831747055053711,0.8801931395231868,39764,0.0,ok
6-6-20 全部_z896_y320_x379.npy,6-6-20 全部_z896_y320_x379.npy,0.008325040340423584,0.9281603861147206,37709,0.0,ok
6-6-20 全部_z6848_y596_x453.npy,6-6-20 全部_z6848_y596_x453.npy,0.008336961269378662,0.9558662879615468,36616,0.0,ok
6-6-20 全部_z1536_y489_x479.npy,6-6-20 全部_z1536_y489_x479.npy,0.008364617824554443,0.9215861814734847,37978,0.0,ok
6-6-20 全部_z1344_y636_x577.npy,6-6-20 全部_z1344_y636_x577.npy,0.008448183536529541,0.8396909937143131,41682,0.0,ok
6-6-20 全部_z1024_y447_x444.npy,6-6-20 全部_z1024_y447_x444.npy,0.008462309837341309,0.9538084207657719,36695,0.0,ok
6-6-20 全部_z1408_y636_x467.npy,6-6-20 全部_z1408_y636_x467.npy,0.008470416069030762,0.9111735915859627,38412,0.0,ok
6-6-20 全部_z4672_y541_x307.npy,6-6-20 全部_z4672_y541_x307.npy,0.0084725022315979,0.7993605115907274,43785,0.0,ok
6-6-20 全部_z832_y321_x378.npy,6-6-20 全部_z832_y321_x378.npy,0.008475959300994873,0.9490238611713666,36880,0.0,ok
6-6-20 全部_z3968_y376_x331.npy,6-6-20 全部_z3968_y376_x331.npy,0.008535146713256836,0.9721682128770623,36002,0.0,ok
6-6-20 全部_z960_y319_x380.npy,6-6-20 全部_z960_y319_x380.npy,0.00855553150177002,0.8999742864489586,38890,0.0,ok
6-6-20 全部_z6848_y532_x389.npy,6-6-20 全部_z6848_y532_x389.npy,0.00855720043182373,0.9698246002937183,36089,0.0,ok
6-6-20 全部_z1024_y575_x636.npy,6-6-20 全部_z1024_y575_x636.npy,0.008584380149841309,0.8180628272251309,42784,0.0,ok
6-6-20 全部_z6912_y532_x587.npy,6-6-20 全部_z6912_y532_x587.npy,0.008665025234222412,0.9699052264035914,36086,0.0,ok
6-6-20 全部_z4224_y381_x518.npy,6-6-20 全部_z4224_y381_x518.npy,0.008694231510162354,0.9669576748812023,36196,0.0,ok
6-6-20 全部_z4096_y444_x263.npy,6-6-20 全部_z4096_y444_x263.npy,0.008703351020812988,0.9167103195390257,38180,0.0,ok
6-6-20 全部_z4032_y442_x265.npy,6-6-20 全部_z4032_y442_x265.npy,0.00871896743774414,0.9142678021002038,38282,0.0,ok
6-6-20 全部_z1472_y518_x408.npy,6-6-20 全部_z1472_y518_x408.npy,0.00874471664428711,0.940506261084538,37214,0.0,ok
6-6-20 全部_z4352_y449_x367.npy,6-6-20 全部_z4352_y449_x367.npy,0.008781731128692627,0.9242388233119438,37869,0.0,ok
6-6-20 全部_z1152_y318_x317.npy,6-6-20 全部_z1152_y318_x317.npy,0.008816540241241455,0.8722306676302739,40127,0.0,ok
6-6-20 全部_z1088_y511_x253.npy,6-6-20 全部_z1088_y511_x253.npy,0.008817493915557861,0.8841509624614763,39586,0.0,ok
6-6-20 全部_z960_y575_x636.npy,6-6-20 全部_z960_y575_x636.npy,0.008829295635223389,0.8388055409097446,41726,0.0,ok
6-6-20 全部_z4352_y513_x495.npy,6-6-20 全部_z4352_y513_x495.npy,0.008854031562805176,0.9121709669012249,38370,0.0,ok
6-6-20 全部_z4032_y506_x265.npy,6-6-20 全部_z4032_y506_x265.npy,0.008875012397766113,0.8154896432815303,42919,0.0,ok
6-6-20 全部_z768_y321_x505.npy,6-6-20 全部_z768_y321_x505.npy,0.008981883525848389,0.9805294859223981,35695,0.0,ok
6-6-20 全部_z4352_y577_x559.npy,6-6-20 全部_z4352_y577_x559.npy,0.00898212194442749,0.8227357137819985,42541,0.0,ok
6-6-20 全部_z4288_y385_x475.npy,6-6-20 全部_z4288_y385_x475.npy,0.009018361568450928,0.9601931359907822,36451,0.0,ok
6-6-20 全部_z1088_y639_x509.npy,6-6-20 全部_z1088_y639_x509.npy,0.009020209312438965,0.8643469241597314,40493,0.0,ok
6-6-20 全部_z3904_y631_x397.npy,6-6-20 全部_z3904_y631_x397.npy,0.00904393196105957,0.8282847406285498,42256,0.0,ok
6-6-20 全部_z4352_y513_x431.npy,6-6-20 全部_z4352_y513_x431.npy,0.00906282663345337,0.9201808812703755,38036,0.0,ok
6-6-20 全部_z4096_y444_x327.npy,6-6-20 全部_z4096_y444_x327.npy,0.009084582328796387,0.9622257656567879,36374,0.0,ok
6-6-20 全部_z1152_y574_x509.npy,6-6-20 全部_z1152_y574_x509.npy,0.00910729169845581,0.9554487879449661,36632,0.0,ok
6-6-20 全部_z4096_y572_x327.npy,6-6-20 全部_z4096_y572_x327.npy,0.009109973907470703,0.7824726134585289,44730,0.0,ok
6-6-20 全部_z1344_y636_x513.npy,6-6-20 全部_z1344_y636_x513.npy,0.009125292301177979,0.9090200763576864,38503,0.0,ok
6-6-20 全部_z1088_y511_x381.npy,6-6-20 全部_z1088_y511_x381.npy,0.009238123893737793,0.9570162966203654,36572,0.0,ok
6-6-20 全部_z4480_y384_x323.npy,6-6-20 全部_z4480_y384_x323.npy,0.009371519088745117,0.8727526618956187,40103,0.0,ok
6-6-20 全部_z4160_y572_x388.npy,6-6-20 全部_z4160_y572_x388.npy,0.00944143533706665,0.923141847338714,37914,0.0,ok
6-6-20 全部_z1408_y636_x339.npy,6-6-20 全部_z1408_y636_x339.npy,0.009480178356170654,0.8734060339879719,40073,0.0,ok
6-6-20 全部_z1152_y382_x381.npy,6-6-20 全部_z1152_y382_x381.npy,0.009497344493865967,0.9582215408202377,36526,0.0,ok
6-6-20 全部_z1024_y319_x316.npy,6-6-20 全部_z1024_y319_x316.npy,0.00952821969985962,0.8448188467015858,41429,0.0,ok
6-6-20 全部_z1152_y446_x317.npy,6-6-20 全部_z1152_y446_x317.npy,0.009565293788909912,0.9257544899092761,37807,0.0,ok
