Time,Epoch,Step,Loss_Total,Loss_Recon,Loss_KL,KL_Weight,Loss_KL_weighted,KL_avg_per_latent,KL_contrib_ratio,Loss_G_Adv,Loss_D,GradNorm_VAE,GradNorm_Disc,LR_VAE,LR_Disc,KL_trend_flag
2026-02-12 20:52:34,0,0,0.17100375890731812,0.17100375890731812,65.93203735351562,0.0,0.0,0.0643867552280426,0.0,0.0,0.0,1.082629919052124,0.0,0.00012,0.00012,
2026-02-12 20:52:38,0,1,0.277058869600296,0.27705880999565125,118.75128173828125,5e-10,5.9375640869140626e-08,0.11596804857254028,2.1430699449643306e-07,0.0,0.0,0.7464481592178345,0.0,0.00012,0.00012,KL �������죨���ڴ��� >25%��
2026-02-12 20:52:42,0,2,0.19337701797485352,0.1933768391609192,177.83914184570312,1e-09,1.7783914184570315e-07,0.17367103695869446,9.196506811076483e-07,0.0,0.0,0.784839391708374,0.0,0.00012,0.00012,KL �������죨���ڴ��� >25%��
2026-02-12 20:52:45,0,3,0.27667200565338135,0.27667155861854553,288.7806091308594,1.5e-09,4.3317091369628907e-07,0.28201231360435486,1.5656503178628049e-06,0.0,0.0,0.31119227409362793,0.0,0.00012,0.00012,KL �������죨���ڴ��� >25%��
2026-02-12 20:52:49,0,4,0.2494909167289734,0.24949026107788086,330.4564208984375,2e-09,6.60912841796875e-07,0.32271134853363037,2.649052668183771e-06,0.0,0.0,0.23778565227985382,0.0,0.00012,0.00012,
2026-02-12 20:52:53,0,5,0.4161379337310791,0.41613703966140747,354.80389404296875,2.5e-09,8.870097351074219e-07,0.34648817777633667,2.1315327658095793e-06,0.0,0.0,0.9067801237106323,0.0,0.00012,0.00012,
2026-02-12 20:52:57,0,6,0.18871499598026276,0.1887139081954956,360.1510009765625,3e-09,1.0804530029296875e-06,0.3517099618911743,5.725349091942294e-06,0.0,0.0,0.7558983564376831,0.0,0.00012,0.00012,
2026-02-12 20:53:01,0,7,0.6015679836273193,0.6015666127204895,396.31463623046875,3.5000000000000003e-09,1.3871012268066407e-06,0.38702601194381714,2.3058148465577067e-06,0.0,0.0,1.556296467781067,0.0,0.00012,0.00012,
2026-02-12 20:53:05,0,8,0.27035290002822876,0.270351380109787,381.50164794921875,4e-09,1.526006591796875e-06,0.37256020307540894,5.644530429885487e-06,0.0,0.0,0.5470602512359619,0.0,0.00012,0.00012,
2026-02-12 20:53:09,0,9,0.4829409718513489,0.482939213514328,389.53656005859375,4.500000000000001e-09,1.7529145202636722e-06,0.38040679693222046,3.629679411419418e-06,0.0,0.0,0.6436460614204407,0.0,0.00012,0.00012,
2026-02-12 20:53:13,0,10,0.34972140192985535,0.34971925616264343,431.83984375,5e-09,2.15919921875e-06,0.4217185974121094,6.174093020887733e-06,0.0,0.0,1.046388864517212,0.0,0.00012,0.00012,
2026-02-12 20:53:17,0,11,0.20412062108516693,0.20411844551563263,394.3944091796875,5.5000000000000004e-09,2.1691692504882814e-06,0.3851507902145386,1.0627012394681039e-05,0.0,0.0,0.5451571345329285,0.0,0.00012,0.00012,
2026-02-12 20:53:21,0,12,0.19778378307819366,0.19778171181678772,345.4103698730469,6e-09,2.0724622192382813e-06,0.33731481432914734,1.0478533127206415e-05,0.0,0.0,0.812407910823822,0.0,0.00012,0.00012,
2026-02-12 20:53:25,0,13,0.24035294353961945,0.2403508722782135,318.19439697265625,6.5e-09,2.0682635803222657e-06,0.3107367157936096,8.605184415222683e-06,0.0,0.0,0.301955908536911,0.0,0.00012,0.00012,
2026-02-12 20:53:29,0,14,0.18479812145233154,0.1847960352897644,298.17767333984375,7.000000000000001e-09,2.0872437133789064e-06,0.29118913412094116,1.129485115898058e-05,0.0,0.0,0.3863106071949005,0.0,0.00012,0.00012,
2026-02-12 20:53:33,0,15,0.10726688802242279,0.10726477205753326,282.5527038574219,7.500000000000001e-09,2.119145278930664e-06,0.27593037486076355,1.9756209221926736e-05,0.0,0.0,0.6277322769165039,0.0,0.00012,0.00012,
2026-02-12 20:53:37,0,16,0.23598453402519226,0.23598229885101318,279.5323486328125,8e-09,2.2362587890625e-06,0.27298080921173096,9.47638360987779e-06,0.0,0.0,0.32544827461242676,0.0,0.00012,0.00012,
2026-02-12 20:53:41,0,17,0.20041976869106293,0.20041735470294952,284.73345947265625,8.5e-09,2.420234405517578e-06,0.27806001901626587,1.2075972208557863e-05,0.0,0.0,0.1295504868030548,0.0,0.00012,0.00012,
2026-02-12 20:53:45,0,18,0.11681657284498215,0.11681412160396576,271.9515380859375,9.000000000000001e-09,2.4475638427734376e-06,0.26557767391204834,2.095263662599327e-05,0.0,0.0,0.4284513294696808,0.0,0.00012,0.00012,
2026-02-12 20:53:49,0,19,0.21065498888492584,0.21065232157707214,280.1436462402344,9.5e-09,2.661364639282227e-06,0.2735777795314789,1.2633920287917974e-05,0.0,0.0,0.30816975235939026,0.0,0.00012,0.00012,
2026-02-12 20:53:53,0,20,0.13275264203548431,0.13274993002414703,271.18731689453125,1e-08,2.7118731689453124e-06,0.2648313641548157,2.042843388641785e-05,0.0,0.0,0.25771504640579224,0.0,0.00012,0.00012,
2026-02-12 20:53:56,0,21,0.4352937936782837,0.43529075384140015,288.4937744140625,1.05e-08,3.029184631347656e-06,0.2817322015762329,6.958991443324781e-06,0.0,0.0,1.6259493827819824,0.0,0.00012,0.00012,
2026-02-12 20:54:00,0,22,0.3077820837497711,0.3077789843082428,282.10418701171875,1.1000000000000001e-08,3.1031460571289066e-06,0.2754923701286316,1.0082384487990258e-05,0.0,0.0,0.6548156142234802,0.0,0.00012,0.00012,
2026-02-12 20:54:04,0,23,0.13062293827533722,0.13062003254890442,252.50927734375,1.15e-08,2.903856689453125e-06,0.24659109115600586,2.2231327253296186e-05,0.0,0.0,0.5408310294151306,0.0,0.00012,0.00012,
2026-02-12 20:54:08,0,24,0.3144701421260834,0.3144667148590088,286.3410339355469,1.2e-08,3.4360924072265624e-06,0.2796299159526825,1.0926728473492683e-05,0.0,0.0,0.5165119171142578,0.0,0.00012,0.00012,
2026-02-12 20:54:12,0,25,0.25901639461517334,0.25901323556900024,253.34124755859375,1.2500000000000001e-08,3.1667655944824224e-06,0.2474035620689392,1.2226269393197016e-05,0.0,0.0,0.14175300300121307,0.0,0.00012,0.00012,
2026-02-12 20:54:16,0,26,0.32721513509750366,0.32721155881881714,274.554931640625,1.3e-08,3.569214111328125e-06,0.26812005043029785,1.0907970745903736e-05,0.0,0.0,0.3567301034927368,0.0,0.00012,0.00012,
2026-02-12 20:54:20,0,27,0.30562251806259155,0.30561888217926025,270.244140625,1.3500000000000002e-08,3.6482958984375006e-06,0.26391029357910156,1.1937403449717683e-05,0.0,0.0,0.07963684946298599,0.0,0.00012,0.00012,
2026-02-12 20:54:24,0,28,0.371217280626297,0.37121307849884033,299.92572021484375,1.4000000000000001e-08,4.198960083007813e-06,0.29289621114730835,1.1311455135085225e-05,0.0,0.0,0.2739322781562805,0.0,0.00012,0.00012,
2026-02-12 20:54:28,0,29,0.20915530622005463,0.20915156602859497,258.1697998046875,1.45e-08,3.743462097167969e-06,0.25211894512176514,1.7898322103111907e-05,0.0,0.0,0.6744732856750488,0.0,0.00012,0.00012,
2026-02-12 20:54:32,0,30,0.25440019369125366,0.2543954849243164,314.119140625,1.5000000000000002e-08,4.711787109375e-06,0.30675697326660156,1.8521504462857322e-05,0.0,0.0,0.25097447633743286,0.0,0.00012,0.00012,
2026-02-12 20:54:36,0,31,0.21971452236175537,0.21970848739147186,389.38250732421875,1.55e-08,6.035428863525391e-06,0.3802563548088074,2.7470167107127377e-05,0.0,0.0,0.27917101979255676,0.0,0.00012,0.00012,
2026-02-12 20:54:40,0,32,0.23001272976398468,0.23000478744506836,496.80096435546875,1.6e-08,7.9488154296875e-06,0.48515719175338745,3.455934773336552e-05,0.0,0.0,0.13190387189388275,0.0,0.00012,0.00012,KL �������죨���ڴ��� >25%��
2026-02-12 20:54:44,0,33,0.11266378313302994,0.11265067756175995,794.105712890625,1.6500000000000002e-08,1.3102744262695315e-05,0.775493860244751,0.00011631305329162812,0.0,0.0,0.6304049491882324,0.0,0.00012,0.00012,KL �������죨���ڴ��� >25%��
2026-02-12 20:54:48,0,34,0.3234078288078308,0.32339489459991455,761.1513671875,1.7e-08,1.29395732421875e-05,0.743311882019043,4.0011680636317964e-05,0.0,0.0,0.7580059766769409,0.0,0.00012,0.00012,
2026-02-12 20:54:52,0,35,0.1922377496957779,0.1922282725572586,541.8989868164062,1.75e-08,9.48323226928711e-06,0.5291982293128967,4.933318155066408e-05,0.0,0.0,0.30974316596984863,0.0,0.00012,0.00012,
2026-02-12 20:54:56,0,36,0.31574201583862305,0.31573355197906494,470.3830261230469,1.8000000000000002e-08,8.466894470214846e-06,0.45935842394828796,2.681658131394739e-05,0.0,0.0,0.7419108152389526,0.0,0.00012,0.00012,
2026-02-12 20:55:00,0,37,0.46395179629325867,0.46394091844558716,588.15966796875,1.8500000000000004e-08,1.0880953857421877e-05,0.5743746757507324,2.3453317922149575e-05,0.0,0.0,1.2043379545211792,0.0,0.00012,0.00012,KL �������죨���ڴ��� >25%��
2026-02-12 20:55:04,0,38,0.17207267880439758,0.17205935716629028,700.9060668945312,1.9e-08,1.3317215270996095e-05,0.6844785809516907,7.739895981389726e-05,0.0,0.0,0.6122303605079651,0.0,0.00012,0.00012,
2026-02-12 20:55:08,0,39,0.40314847230911255,0.4031321406364441,837.569580078125,1.95e-08,1.6332606811523435e-05,0.817939043045044,4.0514276003143414e-05,0.0,0.0,0.7486507892608643,0.0,0.00012,0.00012,
2026-02-12 20:55:12,0,40,0.1112375408411026,0.11122502386569977,625.828369140625,2e-08,1.25165673828125e-05,0.6111605167388916,0.00011253373519445832,0.0,0.0,0.8806013464927673,0.0,0.00012,0.00012,
2026-02-12 20:55:16,0,41,0.3183094561100006,0.31829461455345154,723.9834594726562,2.0500000000000005e-08,1.4841660919189457e-05,0.7070150971412659,4.662869002658056e-05,0.0,0.0,0.2136368602514267,0.0,0.00012,0.00012,
2026-02-12 20:55:19,0,42,0.21251800656318665,0.21250306069850922,711.6568603515625,2.1e-08,1.4944794067382813e-05,0.6949774026870728,7.032742972354434e-05,0.0,0.0,0.29371213912963867,0.0,0.00012,0.00012,
2026-02-12 20:55:23,0,43,0.2271479219198227,0.22712883353233337,887.9348754882812,2.15e-08,1.909059982299805e-05,0.8671239018440247,8.405185517846777e-05,0.0,0.0,0.23883496224880219,0.0,0.00012,0.00012,
2026-02-12 20:55:27,0,44,0.15586204826831818,0.1558445692062378,794.8385009765625,2.2000000000000002e-08,1.7486447021484375e-05,0.7762094736099243,0.00011220440410875904,0.0,0.0,0.48306456208229065,0.0,0.00012,0.00012,
2026-02-12 20:55:31,0,45,0.2850043475627899,0.28498318791389465,939.8724365234375,2.25e-08,2.1147129821777344e-05,0.9178441762924194,7.420483284120106e-05,0.0,0.0,0.33113786578178406,0.0,0.00012,0.00012,
2026-02-12 20:55:35,0,46,0.17209577560424805,0.1720731556415558,983.5814208984375,2.3e-08,2.2622372680664064e-05,0.9605287313461304,0.0001314695054913567,0.0,0.0,0.4312644302845001,0.0,0.00012,0.00012,
