Epoch,Step,Loss,LR,LossUnknown,LossKnown,LossBoundary
1,92,0.150368,0.00020000,0.086355,0.051515,0.058861
1,93,0.163425,0.00020000,0.096327,0.053496,0.061748
1,94,0.151004,0.00020000,0.089258,0.045789,0.057167
1,95,0.147001,0.00020000,0.083268,0.050907,0.058642
1,96,0.168762,0.00020000,0.098873,0.053853,0.064503
1,97,0.165360,0.00020000,0.097641,0.045103,0.063209
1,98,0.162075,0.00020000,0.104547,0.042933,0.053235
1,99,0.187293,0.00020000,0.109408,0.054838,0.072401
1,100,0.178031,0.00020000,0.109359,0.054873,0.063185
2,101,0.149573,0.00019999,0.090300,0.043408,0.054932
2,102,0.141440,0.00019999,0.085111,0.041329,0.052197
2,103,0.154020,0.00019999,0.088419,0.057230,0.059877
2,104,0.174077,0.00019999,0.106353,0.057215,0.062003
2,105,0.156491,0.00019999,0.095486,0.042006,0.056804
2,106,0.164703,0.00019999,0.103269,0.044715,0.056962
2,107,0.167703,0.00019999,0.098235,0.048340,0.064635
2,108,0.172193,0.00019999,0.103414,0.049758,0.063803
2,109,0.165051,0.00019999,0.096999,0.055106,0.062542
2,110,0.156821,0.00019999,0.096320,0.048375,0.055664
2,111,0.166138,0.00019999,0.099297,0.049524,0.061888
2,112,0.174122,0.00019999,0.105733,0.046181,0.063771
2,113,0.143272,0.00019999,0.085094,0.049564,0.053221
2,114,0.172336,0.00019999,0.100909,0.050311,0.066396
2,115,0.157374,0.00019999,0.093926,0.043695,0.059079
2,116,0.153435,0.00019999,0.093214,0.041699,0.056051
2,117,0.165337,0.00019999,0.099152,0.050074,0.061177
2,118,0.170581,0.00019999,0.101537,0.054704,0.063573
2,119,0.145893,0.00019999,0.087638,0.047017,0.053554
2,120,0.148723,0.00019999,0.090064,0.040337,0.054625
2,121,0.160442,0.00019999,0.095688,0.045792,0.060175
2,122,0.145473,0.00019999,0.086206,0.042811,0.054986
2,123,0.155510,0.00019999,0.093980,0.047423,0.056788
2,124,0.166298,0.00019999,0.105591,0.051872,0.055520
2,125,0.170362,0.00019999,0.102854,0.048538,0.062653
2,126,0.160093,0.00019999,0.096395,0.044230,0.059275
2,127,0.148361,0.00019999,0.087102,0.043447,0.056914
2,128,0.150736,0.00019999,0.090238,0.042867,0.056211
2,129,0.181896,0.00019999,0.111305,0.047766,0.065814
2,130,0.152729,0.00019999,0.091130,0.050059,0.056593
2,131,0.182480,0.00019999,0.109102,0.046119,0.068766
2,132,0.146683,0.00019999,0.085263,0.055404,0.055880
2,133,0.177076,0.00019999,0.100530,0.066101,0.069936
2,134,0.158112,0.00019999,0.091055,0.044406,0.062616
2,135,0.152098,0.00019999,0.088619,0.050360,0.058443
2,136,0.172216,0.00019999,0.103824,0.051469,0.063244
2,137,0.172696,0.00019999,0.109162,0.038748,0.059659
2,138,0.153321,0.00019999,0.094688,0.038340,0.054799
2,139,0.139908,0.00019999,0.084376,0.037495,0.051783
2,140,0.146223,0.00019999,0.087682,0.043132,0.054229
2,141,0.128321,0.00019999,0.077120,0.037415,0.047459
2,142,0.177722,0.00019999,0.101305,0.063561,0.070061
2,143,0.177835,0.00019999,0.098458,0.067777,0.072599
2,144,0.169833,0.00019999,0.103814,0.044665,0.061553
2,145,0.162014,0.00019999,0.094973,0.058785,0.061163
2,146,0.180941,0.00019999,0.104684,0.065731,0.069684
2,147,0.165717,0.00019999,0.103408,0.048032,0.057506
2,148,0.145954,0.00019999,0.087672,0.042222,0.054060
2,149,0.177203,0.00019999,0.110173,0.048022,0.062227
2,150,0.149413,0.00019999,0.088006,0.055078,0.055900
2,151,0.176633,0.00019999,0.108417,0.052822,0.062934
2,152,0.152787,0.00019999,0.095164,0.038695,0.053753
2,153,0.167014,0.00019999,0.097467,0.060983,0.063449
2,154,0.168162,0.00019999,0.092721,0.057323,0.069708
2,155,0.139262,0.00019999,0.081032,0.041585,0.054071
2,156,0.176802,0.00019999,0.096042,0.073657,0.073394
2,157,0.174925,0.00019999,0.083065,0.093324,0.082528
2,158,0.162244,0.00019999,0.082903,0.076197,0.071721
2,159,0.140204,0.00019999,0.085328,0.040243,0.050851
2,160,0.152685,0.00019999,0.078932,0.074257,0.066327
2,161,0.185183,0.00019999,0.095889,0.098438,0.079450
2,162,0.161722,0.00019999,0.083934,0.086043,0.069184
2,163,0.159975,0.00019999,0.100016,0.045941,0.055365
2,164,0.156857,0.00019999,0.091579,0.045258,0.060752
2,165,0.168775,0.00019999,0.103140,0.045406,0.061095
2,166,0.174880,0.00019999,0.110947,0.038974,0.060036
2,167,0.151428,0.00019999,0.092344,0.039198,0.055165
2,168,0.157706,0.00019999,0.094014,0.044164,0.059276
2,169,0.152933,0.00019999,0.097558,0.035800,0.051795
2,170,0.161466,0.00019999,0.097392,0.051279,0.058946
2,171,0.159198,0.00019999,0.088528,0.056627,0.065007
2,172,0.148568,0.00019999,0.088043,0.045281,0.055996
2,173,0.155265,0.00019999,0.087018,0.059172,0.062330
2,174,0.180871,0.00019999,0.101401,0.071118,0.072359
2,175,0.172917,0.00019999,0.098488,0.057199,0.068709
2,176,0.165654,0.00019999,0.100368,0.039958,0.061290
2,177,0.165825,0.00019999,0.096694,0.042818,0.064850
2,178,0.156292,0.00019999,0.095445,0.036111,0.057235
2,179,0.165134,0.00019999,0.091973,0.057347,0.067426
2,180,0.188362,0.00019999,0.106176,0.065338,0.075652
2,181,0.208597,0.00019999,0.129843,0.047844,0.073970
2,182,0.179172,0.00019999,0.109080,0.046615,0.065430
2,183,0.158675,0.00019999,0.089241,0.064086,0.063024
2,184,0.157062,0.00019999,0.089284,0.056466,0.062131
2,185,0.159608,0.00019999,0.101996,0.035738,0.054038
2,186,0.170090,0.00019999,0.100970,0.051150,0.064004
2,187,0.163771,0.00019999,0.095998,0.056203,0.062152
2,188,0.151548,0.00019999,0.090680,0.049925,0.055876
2,189,0.170025,0.00019999,0.107839,0.046309,0.057555
2,190,0.165370,0.00019999,0.103796,0.039474,0.057626
2,191,0.147009,0.00019999,0.093043,0.036697,0.050296
2,192,0.170040,0.00019999,0.104862,0.036413,0.061536
2,193,0.165659,0.00019999,0.103271,0.044730,0.057915
2,194,0.139509,0.00019999,0.079757,0.045941,0.055158
2,195,0.133493,0.00019999,0.077686,0.037635,0.052043
2,196,0.136239,0.00019999,0.081226,0.039695,0.051044
2,197,0.159861,0.00019999,0.102950,0.037437,0.053168
2,198,0.175865,0.00019999,0.107440,0.048885,0.063537
2,199,0.153524,0.00019999,0.088900,0.052374,0.059387
2,200,0.151469,0.00019999,0.089320,0.044582,0.057690
3,201,0.158709,0.00019995,0.093054,0.045225,0.061132
3,202,0.159235,0.00019995,0.093633,0.053563,0.060246
3,203,0.160901,0.00019995,0.095269,0.044902,0.061141
3,204,0.148831,0.00019995,0.087419,0.045101,0.056902
3,205,0.154191,0.00019995,0.095032,0.039600,0.055199
3,206,0.138299,0.00019995,0.081092,0.040103,0.053197
3,207,0.162854,0.00019995,0.094487,0.043254,0.064042
3,208,0.138956,0.00019995,0.085098,0.034806,0.050378
3,209,0.145362,0.00019995,0.090158,0.035720,0.051632
3,210,0.160320,0.00019995,0.094798,0.039798,0.061543
3,211,0.145007,0.00019995,0.090944,0.035572,0.050507
3,212,0.150782,0.00019995,0.089993,0.048052,0.055984
3,213,0.178797,0.00019995,0.106277,0.053800,0.067140
3,214,0.151190,0.00019995,0.090918,0.037773,0.056494
3,215,0.170837,0.00019995,0.100269,0.054376,0.065130
3,216,0.165311,0.00019995,0.088976,0.071232,0.069211
3,217,0.156799,0.00019995,0.090063,0.058668,0.060870
3,218,0.166056,0.00019995,0.101364,0.042548,0.060437
3,219,0.162120,0.00019995,0.102145,0.042051,0.055770
3,220,0.148978,0.00019995,0.088809,0.038283,0.056341
3,221,0.136967,0.00019995,0.085827,0.033935,0.047746
3,222,0.167668,0.00019995,0.102759,0.037968,0.061113
3,223,0.144500,0.00019995,0.086594,0.037370,0.054169
3,224,0.145784,0.00019995,0.088156,0.040345,0.053594
3,225,0.149702,0.00019995,0.089657,0.039923,0.056052
3,226,0.142578,0.00019995,0.086045,0.033163,0.053217
3,227,0.140992,0.00019995,0.076606,0.057021,0.058684
3,228,0.178240,0.00019995,0.100987,0.064522,0.070801
3,229,0.153860,0.00019995,0.089061,0.046273,0.060172
3,230,0.141512,0.00019995,0.085771,0.038241,0.051917
3,231,0.167631,0.00019995,0.099661,0.048398,0.063130
3,232,0.136177,0.00019995,0.082843,0.039091,0.049425
3,233,0.125490,0.00019995,0.073442,0.040117,0.048036
3,234,0.145519,0.00019995,0.080908,0.048666,0.059745
3,235,0.138522,0.00019995,0.081823,0.035923,0.053107
3,236,0.161987,0.00019995,0.097432,0.047558,0.059799
3,237,0.150071,0.00019995,0.083297,0.057415,0.061033
3,238,0.145754,0.00019995,0.084471,0.047869,0.056496
3,239,0.140997,0.00019995,0.087271,0.033579,0.050368
3,240,0.155965,0.00019995,0.094771,0.038235,0.057371
3,241,0.138164,0.00019995,0.082334,0.033684,0.052462
3,242,0.141847,0.00019995,0.075585,0.055388,0.060724
3,243,0.181225,0.00019995,0.101300,0.066468,0.073278
3,244,0.137032,0.00019995,0.078865,0.047787,0.053387
3,245,0.141523,0.00019995,0.088368,0.035591,0.049597
3,246,0.148618,0.00019995,0.087904,0.041201,0.056594
3,247,0.142052,0.00019995,0.089895,0.033560,0.048801
3,248,0.156056,0.00019995,0.096106,0.046331,0.055317
3,249,0.173540,0.00019995,0.104282,0.057355,0.063522
3,250,0.138857,0.00019995,0.085476,0.038293,0.049551
3,251,0.135173,0.00019995,0.082360,0.037745,0.049039
3,252,0.150281,0.00019995,0.087146,0.047291,0.058405
3,253,0.171037,0.00019995,0.105319,0.040799,0.061638
3,254,0.142735,0.00019995,0.087643,0.034075,0.051685
3,255,0.141883,0.00019995,0.088230,0.034904,0.050163
3,256,0.156499,0.00019995,0.099582,0.032877,0.053629
3,257,0.156378,0.00019995,0.096561,0.036065,0.056210
3,258,0.154612,0.00019995,0.095956,0.038911,0.054765
3,259,0.134296,0.00019995,0.081349,0.038231,0.049124
3,260,0.141173,0.00019995,0.086572,0.033833,0.051218
3,261,0.135629,0.00019995,0.080799,0.046363,0.050194
3,262,0.142521,0.00019995,0.079487,0.054100,0.057624
3,263,0.137350,0.00019995,0.081817,0.036693,0.051864
3,264,0.138649,0.00019995,0.081575,0.040494,0.053025
3,265,0.154581,0.00019995,0.087149,0.052674,0.062165
3,266,0.166283,0.00019995,0.097547,0.044064,0.064330
3,267,0.161778,0.00019995,0.099975,0.034505,0.058353
3,268,0.142724,0.00019995,0.088709,0.037328,0.050283
3,269,0.144293,0.00019995,0.089353,0.031727,0.051768
3,270,0.146685,0.00019995,0.093003,0.033401,0.050342
3,271,0.143372,0.00019995,0.090945,0.032575,0.049169
3,272,0.135743,0.00019995,0.081867,0.035164,0.050359
3,273,0.139078,0.00019995,0.086194,0.036140,0.049270
3,274,0.136739,0.00019995,0.085840,0.030769,0.047822
3,275,0.136720,0.00019995,0.084613,0.032547,0.048851
3,276,0.137080,0.00019995,0.084083,0.029681,0.050029
3,277,0.124424,0.00019995,0.078561,0.031156,0.042747
3,278,0.159983,0.00019995,0.102035,0.034419,0.054506
3,279,0.154108,0.00019995,0.093350,0.042527,0.056506
3,280,0.150318,0.00019995,0.090622,0.041335,0.055563
3,281,0.154646,0.00019995,0.094833,0.037601,0.056053
3,282,0.117656,0.00019995,0.069109,0.035572,0.044990
3,283,0.148282,0.00019995,0.093537,0.032987,0.051446
3,284,0.155272,0.00019995,0.101758,0.030398,0.050475
3,285,0.132054,0.00019995,0.083832,0.031475,0.045074
3,286,0.139612,0.00019995,0.089548,0.033923,0.046673
3,287,0.159281,0.00019995,0.102113,0.030468,0.054121
3,288,0.139820,0.00019995,0.085925,0.034119,0.050484
3,289,0.128194,0.00019995,0.077100,0.032676,0.047826
3,290,0.150796,0.00019995,0.096482,0.030579,0.051256
3,291,0.124383,0.00019995,0.074602,0.032219,0.046559
3,292,0.147055,0.00019995,0.087775,0.030910,0.056189
3,293,0.153578,0.00019995,0.094280,0.037882,0.055510
3,294,0.132172,0.00019995,0.079088,0.032446,0.049839
3,295,0.149709,0.00019995,0.092535,0.037017,0.053472
3,296,0.145063,0.00019995,0.089275,0.040441,0.051744
3,297,0.132639,0.00019995,0.084098,0.030420,0.045499
3,298,0.139789,0.00019995,0.086053,0.028608,0.050875
3,299,0.134186,0.00019995,0.081448,0.030480,0.049691
3,300,0.142338,0.00019995,0.090411,0.030061,0.048921
4,301,0.153402,0.00019989,0.089636,0.037460,0.060020
4,302,0.155769,0.00019989,0.094240,0.037415,0.057788
4,303,0.139397,0.00019989,0.089734,0.028551,0.046808
4,304,0.141497,0.00019989,0.076202,0.052239,0.060071
4,305,0.196252,0.00019989,0.111607,0.065794,0.078065
4,306,0.172440,0.00019989,0.102220,0.047089,0.065511
4,307,0.142185,0.00019989,0.085713,0.032312,0.053241
4,308,0.165982,0.00019989,0.094074,0.060922,0.065816
4,309,0.211477,0.00019989,0.113505,0.077685,0.090204
4,310,0.205901,0.00019989,0.110748,0.076453,0.087508
4,311,0.196498,0.00019989,0.107906,0.067795,0.081813
4,312,0.157063,0.00019989,0.094877,0.037156,0.058470
4,313,0.140966,0.00019989,0.081419,0.053465,0.054201
4,314,0.162585,0.00019989,0.087369,0.074678,0.067748
4,315,0.167796,0.00019989,0.093286,0.068485,0.067662
4,316,0.147929,0.00019989,0.088413,0.041882,0.055328
4,317,0.129202,0.00019989,0.076720,0.035819,0.048900
4,318,0.153601,0.00019989,0.089522,0.054876,0.058591
4,319,0.172901,0.00019989,0.102714,0.051574,0.065030
4,320,0.140682,0.00019989,0.085327,0.029757,0.052379
4,321,0.129474,0.00019989,0.074338,0.046471,0.050490
4,322,0.168940,0.00019989,0.098258,0.053406,0.065341
4,323,0.157385,0.00019989,0.098054,0.040313,0.055300
4,324,0.141017,0.00019989,0.090381,0.028519,0.047784
4,325,0.133260,0.00019989,0.081632,0.035416,0.048086
4,326,0.116666,0.00019989,0.071808,0.030584,0.041800
4,327,0.118095,0.00019989,0.068938,0.036843,0.045472
4,328,0.145353,0.00019989,0.084958,0.043069,0.056088
4,329,0.120226,0.00019989,0.072791,0.029836,0.044451
4,330,0.147957,0.00019989,0.086493,0.043319,0.057133
4,331,0.134383,0.00019989,0.074362,0.051839,0.054837
4,332,0.135474,0.00019989,0.081669,0.040930,0.049712
4,333,0.143562,0.00019989,0.091754,0.032400,0.048568
4,334,0.146844,0.00019989,0.087970,0.039511,0.054923
4,335,0.131027,0.00019989,0.082782,0.032351,0.045010
4,336,0.137853,0.00019989,0.080476,0.037686,0.053608
4,337,0.152735,0.00019989,0.087894,0.041053,0.060736
4,338,0.134105,0.00019989,0.081352,0.031430,0.049610
4,339,0.174882,0.00019989,0.109260,0.036797,0.061943
4,340,0.148277,0.00019989,0.081368,0.049821,0.061927
4,341,0.155411,0.00019989,0.090178,0.043846,0.060848
4,342,0.153181,0.00019989,0.096197,0.028717,0.054112
4,343,0.149998,0.00019989,0.086179,0.051175,0.058702
4,344,0.158981,0.00019989,0.087961,0.065446,0.064476
4,345,0.157614,0.00019989,0.091640,0.056030,0.060371
4,346,0.143194,0.00019989,0.088400,0.034949,0.051299
4,347,0.151614,0.00019989,0.082222,0.056150,0.063777
4,348,0.169872,0.00019989,0.092186,0.079709,0.069715
4,349,0.180179,0.00019989,0.099206,0.076676,0.073306
4,350,0.142970,0.00019989,0.080832,0.052753,0.056863
4,351,0.145130,0.00019989,0.090213,0.030925,0.051825
4,352,0.175258,0.00019989,0.107212,0.046279,0.063417
4,353,0.148710,0.00019989,0.088391,0.047581,0.055561
4,354,0.154734,0.00019989,0.096957,0.036286,0.054148
4,355,0.146071,0.00019989,0.088108,0.037570,0.054207
4,356,0.152214,0.00019989,0.092820,0.039226,0.055472
4,357,0.148571,0.00019989,0.088773,0.039205,0.055877
4,358,0.156066,0.00019989,0.095578,0.037569,0.056731
4,359,0.137174,0.00019989,0.083751,0.029260,0.050497
4,360,0.159682,0.00019989,0.097095,0.036916,0.058895
4,361,0.150355,0.00019989,0.090361,0.035646,0.056429
4,362,0.154000,0.00019989,0.096163,0.032590,0.054578
4,363,0.147983,0.00019989,0.091746,0.030856,0.053152
4,364,0.136735,0.00019989,0.087457,0.031308,0.046147
4,365,0.162637,0.00019989,0.104942,0.032536,0.054441
4,366,0.139313,0.00019989,0.084809,0.032660,0.051237
4,367,0.144650,0.00019989,0.090201,0.031185,0.051330
4,368,0.140864,0.00019989,0.091083,0.027844,0.046996
4,369,0.132168,0.00019989,0.087647,0.025421,0.041979
4,370,0.130076,0.00019989,0.079113,0.027490,0.048213
4,371,0.128304,0.00019989,0.081567,0.025412,0.044196
4,372,0.141185,0.00019989,0.088200,0.029011,0.050084
4,373,0.149626,0.00019989,0.094677,0.029038,0.052045
4,374,0.143646,0.00019989,0.088222,0.029203,0.052504
4,375,0.151048,0.00019989,0.090857,0.047298,0.055461
4,376,0.138807,0.00019989,0.079874,0.047803,0.054152
4,377,0.134211,0.00019989,0.082652,0.031281,0.048432
4,378,0.135347,0.00019989,0.079963,0.035938,0.051790
4,379,0.157402,0.00019989,0.094454,0.047263,0.058221
4,380,0.159045,0.00019989,0.096396,0.036654,0.058983
4,381,0.160309,0.00019989,0.107943,0.026147,0.049752
4,382,0.149620,0.00019989,0.093562,0.031704,0.052888
4,383,0.131853,0.00019989,0.083411,0.026293,0.045813
4,384,0.130961,0.00019989,0.082961,0.027426,0.045258
4,385,0.126175,0.00019989,0.078980,0.025816,0.044613
4,386,0.156078,0.00019989,0.098243,0.032755,0.054560
4,387,0.140835,0.00019989,0.088447,0.030807,0.049307
4,388,0.137684,0.00019989,0.084952,0.030343,0.049697
4,389,0.141773,0.00019989,0.083329,0.047321,0.053712
4,390,0.160343,0.00019989,0.092046,0.054414,0.062855
4,391,0.164666,0.00019989,0.103182,0.038192,0.057665
4,392,0.132285,0.00019989,0.082274,0.029215,0.047090
4,393,0.140476,0.00019989,0.084873,0.037211,0.051882
4,394,0.135345,0.00019989,0.084773,0.029866,0.047586
4,395,0.149907,0.00019989,0.096057,0.032543,0.050596
4,396,0.148998,0.00019989,0.093969,0.034347,0.051594
4,397,0.136648,0.00019989,0.088874,0.024852,0.045289
4,398,0.134428,0.00019989,0.084912,0.031793,0.046336
4,399,0.140610,0.00019989,0.087715,0.034642,0.049430
4,400,0.144651,0.00019989,0.091620,0.029364,0.050094
5,401,0.133520,0.00019980,0.084503,0.026605,0.046356
5,402,0.151137,0.00019980,0.093077,0.033619,0.054698
5,403,0.149633,0.00019980,0.088903,0.032493,0.057481
5,404,0.135175,0.00019980,0.085404,0.025611,0.047210
5,405,0.140393,0.00019980,0.083609,0.039237,0.052860
5,406,0.156194,0.00019980,0.096122,0.037279,0.056344
5,407,0.145367,0.00019980,0.093193,0.028450,0.049329
5,408,0.123082,0.00019980,0.076264,0.028929,0.043925
5,409,0.136025,0.00019980,0.082132,0.031885,0.050705
5,410,0.154571,0.00019980,0.096077,0.034924,0.055001
5,411,0.154499,0.00019980,0.101765,0.029358,0.049798
5,412,0.149047,0.00019980,0.099712,0.028143,0.046521
5,413,0.159116,0.00019980,0.099971,0.034875,0.055658
5,414,0.166110,0.00019980,0.108032,0.032016,0.054876
5,415,0.134014,0.00019980,0.080659,0.032253,0.050129
5,416,0.128527,0.00019980,0.081073,0.028271,0.044627
5,417,0.148839,0.00019980,0.096081,0.030040,0.049755
5,418,0.135560,0.00019980,0.082648,0.030456,0.049867
5,419,0.145258,0.00019980,0.090913,0.027317,0.051613
5,420,0.158724,0.00019980,0.098884,0.042857,0.055554
5,421,0.142475,0.00019980,0.083537,0.045262,0.054412
5,422,0.139252,0.00019980,0.085690,0.032269,0.050335
5,423,0.148479,0.00019980,0.091866,0.036674,0.052946
5,424,0.165753,0.00019980,0.101971,0.048804,0.058902
5,425,0.129261,0.00019980,0.074792,0.038528,0.050616
5,426,0.122658,0.00019980,0.078065,0.025063,0.042087
5,427,0.141711,0.00019980,0.091154,0.029839,0.047573
5,428,0.124616,0.00019980,0.080084,0.024793,0.042053
5,429,0.135818,0.00019980,0.089643,0.025599,0.043615
5,430,0.126421,0.00019980,0.080129,0.023318,0.043960
5,431,0.130823,0.00019980,0.079638,0.033325,0.047852
5,432,0.164038,0.00019980,0.101047,0.033344,0.059656
5,433,0.143237,0.00019980,0.090489,0.031440,0.049604
5,434,0.143106,0.00019980,0.090844,0.029719,0.049290
5,435,0.129266,0.00019980,0.080257,0.027432,0.046266
5,436,0.118949,0.00019980,0.077336,0.022816,0.039331
5,437,0.143583,0.00019980,0.091918,0.030201,0.048645
5,438,0.129686,0.00019980,0.083357,0.029328,0.043396
5,439,0.130960,0.00019980,0.083987,0.023852,0.044587
5,440,0.138600,0.00019980,0.090799,0.024551,0.045346
5,441,0.137156,0.00019980,0.091151,0.025280,0.043477
5,442,0.147543,0.00019980,0.094132,0.026508,0.050760
5,443,0.123906,0.00019980,0.082598,0.021416,0.039165
5,444,0.126198,0.00019980,0.081057,0.024031,0.042738
5,445,0.140226,0.00019980,0.089042,0.025704,0.048614
5,446,0.134235,0.00019980,0.086548,0.023603,0.045326
5,447,0.135249,0.00019980,0.086114,0.028092,0.046326
5,448,0.119309,0.00019980,0.074504,0.024993,0.042306
5,449,0.146570,0.00019980,0.089262,0.037139,0.053594
5,450,0.144565,0.00019980,0.088730,0.038887,0.051946
5,451,0.141165,0.00019980,0.092149,0.024191,0.046597
5,452,0.149184,0.00019980,0.091713,0.039016,0.053569
5,453,0.136169,0.00019980,0.075416,0.051652,0.055588
5,454,0.142389,0.00019980,0.082591,0.040933,0.055705
5,455,0.137876,0.00019980,0.086563,0.031269,0.048186
5,456,0.143561,0.00019980,0.088474,0.033687,0.051718
5,457,0.130108,0.00019980,0.081455,0.026648,0.045988
5,458,0.124432,0.00019980,0.075265,0.027986,0.046369
5,459,0.127419,0.00019980,0.075530,0.032889,0.048600
5,460,0.140651,0.00019980,0.086573,0.033213,0.050757
5,461,0.110750,0.00019980,0.068552,0.028969,0.039301
5,462,0.145251,0.00019980,0.097548,0.027088,0.044994
5,463,0.143112,0.00019980,0.091660,0.026335,0.048818
5,464,0.139756,0.00019980,0.090327,0.026633,0.046766
