Epoch,Step,Total_Loss,Recon_Loss,VQ_Loss,Perplexity
1,69,0.021071,0.018804,0.002267,7.467619
1,70,0.024723,0.022329,0.002394,7.121631
1,71,0.019473,0.017283,0.002190,7.500721
1,72,0.019866,0.017780,0.002086,7.233086
1,73,0.022836,0.020350,0.002486,7.614669
1,74,0.021592,0.019444,0.002148,7.281670
1,75,0.028222,0.025363,0.002859,8.018990
1,76,0.028607,0.025654,0.002954,8.178359
1,77,0.018980,0.017100,0.001880,7.021953
1,78,0.024941,0.022535,0.002406,7.466578
1,79,0.019953,0.017856,0.002097,7.247987
1,80,0.019832,0.017787,0.002046,7.393698
1,81,0.029200,0.026246,0.002954,8.296423
1,82,0.027523,0.024654,0.002869,7.376037
1,83,0.027158,0.024835,0.002323,7.541615
1,84,0.027218,0.024261,0.002957,8.374726
1,85,0.026867,0.024206,0.002660,7.853538
1,86,0.026434,0.024312,0.002122,7.615301
1,87,0.025991,0.023459,0.002532,7.452256
1,88,0.022690,0.020754,0.001936,7.333213
1,89,0.020763,0.018323,0.002441,7.374040
1,90,0.022527,0.019913,0.002614,8.261596
1,91,0.018154,0.015973,0.002181,7.393187
1,92,0.015836,0.014112,0.001724,6.495833
1,93,0.019397,0.017562,0.001835,6.643243
1,94,0.023840,0.021605,0.002235,7.414951
1,95,0.021014,0.018738,0.002277,7.193761
1,96,0.023731,0.021118,0.002613,7.710128
1,97,0.022425,0.020377,0.002048,6.752462
1,98,0.018619,0.016451,0.002169,7.272761
1,99,0.019561,0.017305,0.002256,7.198758
1,100,0.032717,0.029051,0.003666,8.102822
1,101,0.019674,0.017929,0.001744,6.509390
1,102,0.019907,0.018074,0.001833,6.509115
1,103,0.016499,0.014280,0.002219,7.252854
1,104,0.020314,0.018488,0.001826,6.597389
1,105,0.019332,0.017077,0.002255,7.147894
1,106,0.021127,0.018447,0.002680,7.612044
1,107,0.019305,0.016628,0.002678,7.493056
1,108,0.017976,0.015887,0.002088,6.613296
1,109,0.022585,0.020382,0.002203,7.299396
1,110,0.018297,0.016302,0.001995,6.769315
1,111,0.015367,0.013241,0.002126,7.065663
1,112,0.015192,0.013593,0.001599,7.150884
1,113,0.021926,0.019241,0.002685,7.992905
1,114,0.022218,0.020134,0.002084,6.951429
1,115,0.014805,0.012738,0.002068,7.323658
1,116,0.016016,0.014010,0.002006,6.743651
1,117,0.016820,0.014844,0.001977,6.575661
1,118,0.016058,0.014494,0.001563,6.454518
1,119,0.019249,0.016826,0.002423,7.310067
1,120,0.018155,0.016064,0.002091,7.120522
1,121,0.015194,0.013503,0.001691,6.714959
1,122,0.021773,0.019512,0.002260,7.742365
1,123,0.014046,0.012110,0.001936,7.363329
1,124,0.019398,0.016989,0.002409,7.485556
1,125,0.018174,0.015823,0.002351,6.880653
1,126,0.019667,0.017165,0.002502,7.095378
1,127,0.016917,0.014434,0.002483,7.111243
1,128,0.021347,0.018924,0.002423,6.914701
1,129,0.014412,0.012245,0.002167,7.022169
1,130,0.019061,0.016815,0.002247,7.499380
1,131,0.013952,0.012377,0.001575,6.599338
1,132,0.015233,0.013230,0.002002,7.277424
1,133,0.017208,0.014722,0.002486,8.182989
1,134,0.018034,0.016013,0.002021,7.812341
1,135,0.015522,0.013269,0.002253,7.560138
1,136,0.013231,0.011318,0.001913,6.798976
1,137,0.017343,0.014861,0.002482,7.187107
1,138,0.014950,0.012943,0.002007,6.900789
1,139,0.019177,0.016759,0.002419,7.186523
1,140,0.016546,0.014842,0.001704,6.646122
1,141,0.018124,0.015247,0.002877,7.687238
1,142,0.015464,0.013769,0.001695,7.215726
1,143,0.020551,0.018044,0.002507,7.976418
1,144,0.013655,0.012079,0.001576,6.881924
1,145,0.017101,0.015112,0.001989,7.321650
1,146,0.015363,0.013583,0.001780,6.998327
1,147,0.015165,0.012992,0.002173,7.094934
1,148,0.019039,0.016650,0.002389,7.022390
1,149,0.013785,0.011778,0.002007,6.822439
1,150,0.017661,0.015583,0.002078,6.988277
1,151,0.013231,0.011365,0.001866,7.004001
1,152,0.016509,0.014732,0.001777,6.693561
1,153,0.016672,0.014678,0.001994,7.565312
1,154,0.014174,0.012396,0.001778,7.092607
1,155,0.019840,0.017731,0.002110,6.684727
1,156,0.018006,0.015659,0.002347,7.020528
1,157,0.015886,0.013815,0.002071,6.524059
1,158,0.014891,0.012880,0.002011,6.763257
1,159,0.018705,0.016821,0.001884,6.840250
1,160,0.015192,0.012832,0.002360,6.968158
1,161,0.012731,0.010970,0.001761,6.499413
1,162,0.014519,0.012568,0.001951,7.428252
1,163,0.018188,0.016178,0.002010,7.929383
1,164,0.020421,0.017727,0.002694,8.495407
1,165,0.014255,0.012597,0.001658,7.706019
1,166,0.022415,0.019732,0.002683,8.489954
1,167,0.020741,0.017952,0.002789,8.286082
1,168,0.015966,0.013805,0.002160,7.642141
1,169,0.013619,0.011771,0.001848,7.441844
1,170,0.019058,0.017316,0.001741,7.758431
1,171,0.016153,0.014305,0.001848,7.753252
1,172,0.015744,0.013975,0.001768,6.800642
1,173,0.014719,0.012782,0.001937,7.856689
1,174,0.016117,0.014165,0.001952,7.557316
1,175,0.014904,0.013119,0.001784,7.399655
1,176,0.014271,0.012348,0.001923,7.539947
1,177,0.014338,0.012986,0.001352,7.080166
1,178,0.019635,0.017692,0.001944,7.013741
1,179,0.013596,0.011673,0.001924,7.579039
1,180,0.015878,0.013529,0.002349,7.457627
1,181,0.015218,0.013440,0.001777,7.491837
1,182,0.018302,0.015891,0.002412,7.956506
1,183,0.016002,0.013613,0.002389,8.230353
1,184,0.012989,0.011073,0.001916,8.318014
1,185,0.012367,0.009909,0.002458,8.222246
1,186,0.013928,0.012010,0.001919,7.658855
1,187,0.016467,0.013622,0.002846,8.683125
1,188,0.012018,0.009896,0.002123,7.767193
1,189,0.017951,0.015313,0.002637,8.087259
1,190,0.019444,0.017648,0.001796,7.649945
1,191,0.012414,0.010855,0.001560,7.624981
1,192,0.016232,0.014226,0.002007,8.224411
1,193,0.018906,0.016306,0.002600,8.429109
1,194,0.018834,0.016419,0.002415,8.245277
1,195,0.021170,0.018643,0.002527,7.424952
1,196,0.020622,0.017089,0.003533,8.257120
1,197,0.012473,0.010715,0.001758,7.021621
1,198,0.019941,0.017857,0.002083,7.391019
1,199,0.013658,0.011895,0.001763,7.451870
1,200,0.016453,0.014736,0.001717,7.770085
1,201,0.014503,0.012570,0.001933,8.082290
1,202,0.018666,0.016330,0.002336,9.018688
1,203,0.017180,0.015004,0.002177,8.654684
1,204,0.016846,0.014926,0.001920,8.641982
1,205,0.014329,0.012507,0.001822,8.316899
1,206,0.012572,0.010689,0.001883,8.245520
1,207,0.016798,0.014215,0.002583,8.967300
1,208,0.016504,0.014076,0.002428,8.864415
1,209,0.015644,0.013883,0.001761,8.271707
1,210,0.015916,0.013800,0.002117,7.915043
1,211,0.015800,0.013810,0.001991,7.496246
1,212,0.018226,0.015653,0.002573,8.553160
1,213,0.013947,0.012059,0.001887,7.643790
1,214,0.011873,0.010022,0.001851,7.586926
1,215,0.010402,0.008517,0.001886,7.617480
1,216,0.015498,0.013265,0.002234,8.349940
1,217,0.014638,0.012715,0.001923,8.143723
1,218,0.013316,0.011331,0.001984,7.798315
1,219,0.016925,0.014528,0.002398,8.302444
1,220,0.011970,0.010518,0.001452,7.301902
1,221,0.011974,0.010510,0.001464,7.158054
1,222,0.015430,0.013404,0.002025,7.361144
1,223,0.013042,0.011446,0.001596,7.169505
1,224,0.013095,0.011643,0.001451,6.752127
1,225,0.011758,0.010498,0.001260,7.189937
1,226,0.011192,0.009494,0.001698,7.623249
1,227,0.016261,0.014529,0.001732,7.719250
1,228,0.013564,0.012046,0.001518,6.939703
1,229,0.014621,0.012896,0.001725,7.727724
1,230,0.014072,0.012348,0.001724,7.421114
1,231,0.017382,0.015374,0.002008,8.296377
1,232,0.012157,0.010908,0.001249,7.041996
1,233,0.014943,0.013007,0.001936,7.190238
1,234,0.012507,0.010804,0.001704,6.813281
1,235,0.013718,0.011702,0.002016,7.202575
1,236,0.012781,0.010984,0.001797,7.193461
1,237,0.013277,0.011476,0.001801,7.283327
1,238,0.014258,0.012031,0.002227,7.597564
1,239,0.009437,0.008123,0.001314,7.204693
1,240,0.016179,0.013840,0.002339,7.340532
1,241,0.014727,0.012519,0.002208,8.247974
1,242,0.015518,0.014093,0.001425,6.954582
1,243,0.014104,0.012106,0.001999,8.076916
1,244,0.010860,0.009239,0.001621,7.231217
1,245,0.011500,0.009778,0.001722,7.390638
1,246,0.011290,0.009899,0.001391,7.162005
1,247,0.016798,0.014528,0.002270,7.694618
1,248,0.011449,0.009811,0.001638,7.436206
1,249,0.012889,0.011078,0.001811,7.773679
1,250,0.013141,0.011239,0.001902,7.331831
1,251,0.012796,0.010980,0.001816,7.594450
1,252,0.012234,0.010557,0.001676,7.579234
1,253,0.011511,0.009851,0.001660,7.403647
1,254,0.011085,0.009201,0.001884,7.511581
1,255,0.009621,0.008325,0.001297,6.392546
1,256,0.008534,0.007305,0.001230,6.573495
1,257,0.011241,0.009564,0.001678,7.634622
1,258,0.011548,0.010021,0.001527,7.048577
1,259,0.011287,0.009714,0.001574,7.263822
1,260,0.010306,0.008906,0.001401,7.402330
1,261,0.008572,0.007332,0.001240,6.608726
1,262,0.012624,0.011116,0.001508,7.070210
1,263,0.011411,0.010120,0.001291,6.863760
1,264,0.010675,0.009268,0.001407,6.396049
1,265,0.008899,0.007656,0.001243,6.696870
1,266,0.010713,0.009116,0.001596,6.898058
1,267,0.008726,0.007483,0.001243,6.399038
1,268,0.011266,0.009757,0.001509,7.507941
1,269,0.010552,0.009001,0.001552,7.584753
1,270,0.011842,0.010478,0.001364,7.509446
1,271,0.010061,0.008297,0.001764,7.832287
1,272,0.013295,0.011698,0.001597,7.768895
1,273,0.011054,0.009453,0.001601,7.851332
1,274,0.011078,0.009558,0.001520,8.229548
1,275,0.008781,0.007482,0.001298,7.641775
1,276,0.010143,0.008511,0.001631,7.333855
1,277,0.009284,0.007989,0.001295,6.974303
1,278,0.011347,0.009838,0.001509,7.620088
1,279,0.010376,0.008608,0.001769,8.009392
1,280,0.014262,0.012250,0.002012,8.097777
1,281,0.007700,0.006538,0.001162,7.405702
1,282,0.011986,0.010392,0.001594,6.906107
1,283,0.008989,0.007569,0.001420,7.614807
1,284,0.009090,0.007581,0.001509,7.103708
1,285,0.012821,0.011558,0.001262,7.364631
1,286,0.009182,0.007819,0.001363,7.290619
1,287,0.010038,0.008601,0.001437,7.224784
1,288,0.012476,0.010942,0.001534,8.094988
1,289,0.010111,0.008685,0.001426,8.024687
1,290,0.011791,0.010342,0.001449,8.356638
1,291,0.012245,0.010872,0.001372,8.000942
1,292,0.014413,0.011964,0.002449,8.810159
1,293,0.013505,0.011742,0.001764,7.478124
1,294,0.009013,0.007559,0.001453,7.403071
1,295,0.012366,0.010624,0.001741,7.913302
1,296,0.011699,0.010215,0.001483,7.548408
1,297,0.011765,0.010086,0.001679,8.455570
1,298,0.011627,0.010135,0.001493,8.211501
1,299,0.013646,0.012134,0.001512,9.204967
1,300,0.010869,0.009507,0.001362,8.839375
1,301,0.011233,0.009427,0.001806,8.568781
1,302,0.012820,0.010674,0.002146,8.891965
1,303,0.013403,0.011273,0.002130,9.276320
1,304,0.010038,0.008189,0.001849,8.268834
1,305,0.011757,0.010369,0.001388,8.016332
1,306,0.009255,0.007647,0.001608,8.173162
1,307,0.014409,0.012046,0.002363,8.883289
1,308,0.009499,0.008088,0.001412,8.158481
1,309,0.009340,0.007799,0.001541,8.065856
1,310,0.011977,0.009973,0.002004,8.950294
1,311,0.012419,0.010756,0.001662,8.593328
1,312,0.011234,0.009511,0.001722,7.627075
1,313,0.011635,0.010224,0.001411,6.934078
1,314,0.009232,0.008004,0.001228,7.181996
1,315,0.009925,0.008728,0.001196,7.941855
1,316,0.010282,0.008743,0.001539,8.047059
1,317,0.011089,0.009830,0.001259,8.028524
1,318,0.011529,0.009809,0.001719,8.310334
1,319,0.011002,0.009727,0.001276,8.335672
1,320,0.018749,0.016241,0.002509,8.490311
1,321,0.009265,0.007506,0.001759,8.099861
1,322,0.013716,0.011721,0.001995,7.966117
1,323,0.009905,0.008530,0.001374,8.186470
1,324,0.010299,0.008772,0.001527,8.109546
1,325,0.010746,0.009094,0.001652,9.184059
1,326,0.009054,0.007611,0.001443,9.042846
1,327,0.012790,0.010543,0.002247,7.820592
1,328,0.010937,0.009177,0.001760,9.317255
1,329,0.011425,0.009977,0.001449,8.168638
1,330,0.011074,0.009507,0.001568,7.916699
1,331,0.013229,0.011358,0.001871,8.708902
1,332,0.010108,0.008286,0.001822,8.863534
1,333,0.010849,0.009435,0.001414,7.529441
1,334,0.010050,0.008548,0.001502,7.853836
1,335,0.009657,0.008482,0.001175,6.719046
1,336,0.010700,0.008915,0.001785,8.057230
1,337,0.012635,0.010396,0.002239,8.541519
1,338,0.010159,0.008898,0.001262,7.558582
1,339,0.009139,0.007743,0.001396,7.632874
1,340,0.012276,0.010451,0.001825,8.052784
1,341,0.011732,0.010059,0.001673,8.101658
1,342,0.008639,0.007299,0.001339,7.718681
1,343,0.008096,0.006988,0.001108,6.700779
1,344,0.012914,0.010569,0.002344,9.186708
1,345,0.008541,0.007343,0.001198,7.497836
1,346,0.011918,0.010385,0.001533,7.798826
1,347,0.010767,0.009543,0.001224,8.051788
1,348,0.010056,0.008667,0.001389,7.765983
1,349,0.009246,0.007773,0.001472,8.684072
1,350,0.007676,0.006397,0.001279,8.696215
1,351,0.007351,0.006125,0.001227,8.954289
1,352,0.010004,0.008637,0.001367,9.397565
1,353,0.011563,0.010164,0.001399,8.390749
1,354,0.009789,0.008366,0.001423,9.675293
1,355,0.008763,0.007434,0.001328,8.818227
1,356,0.010044,0.008649,0.001395,8.383952
1,357,0.012298,0.010372,0.001926,9.018365
1,358,0.009615,0.008216,0.001399,8.600090
1,359,0.012120,0.010521,0.001598,7.438066
1,360,0.008264,0.007157,0.001107,7.914677
1,361,0.007591,0.006557,0.001034,7.666861
1,362,0.011064,0.009406,0.001658,8.822167
1,363,0.009366,0.008469,0.000898,7.386312
1,364,0.009666,0.008376,0.001289,8.537218
1,365,0.010401,0.008837,0.001564,8.814666
1,366,0.008517,0.007287,0.001230,7.853311
1,367,0.010355,0.008717,0.001638,8.725336
1,368,0.011210,0.009432,0.001778,8.720533
1,369,0.009949,0.008814,0.001135,8.523179
1,370,0.010126,0.008501,0.001625,8.937868
1,371,0.012842,0.011393,0.001449,7.156211
1,372,0.010904,0.009763,0.001141,7.903119
1,373,0.010277,0.008812,0.001465,8.319755
1,374,0.009903,0.008470,0.001432,6.993178
1,375,0.010855,0.009443,0.001412,8.054044
1,376,0.010177,0.008728,0.001449,8.101669
1,377,0.012095,0.011007,0.001089,8.228795
1,378,0.011770,0.009992,0.001777,8.296795
1,379,0.008272,0.006907,0.001365,8.683122
1,380,0.014834,0.012809,0.002025,10.059810
1,381,0.009416,0.008196,0.001221,8.170062
1,382,0.009523,0.008097,0.001426,8.736995
1,383,0.010621,0.009337,0.001284,8.769921
1,384,0.010594,0.008746,0.001848,9.407758
1,385,0.008583,0.007339,0.001244,8.556119
1,386,0.009297,0.008059,0.001238,8.489331
1,387,0.009882,0.008432,0.001449,8.960677
1,388,0.010941,0.009486,0.001454,8.716066
1,389,0.008847,0.007534,0.001313,8.686109
1,390,0.012056,0.010001,0.002055,8.306211
1,391,0.010664,0.009081,0.001583,8.564801
1,392,0.012357,0.010374,0.001983,9.195443
1,393,0.007474,0.006491,0.000983,6.897146
1,394,0.009308,0.007979,0.001329,8.282916
1,395,0.008376,0.007297,0.001079,8.336330
1,396,0.010045,0.008552,0.001493,7.902380
1,397,0.010133,0.008409,0.001724,8.621108
1,398,0.009749,0.008272,0.001478,8.554844
1,399,0.010161,0.008475,0.001686,8.873476
1,400,0.009629,0.008246,0.001383,8.620667
1,401,0.010213,0.008683,0.001531,8.092581
1,402,0.008451,0.007212,0.001239,8.294312
1,403,0.008761,0.007462,0.001299,8.286703
1,404,0.009929,0.008256,0.001673,8.239718
1,405,0.009851,0.008749,0.001101,8.687646
1,406,0.006313,0.005273,0.001041,7.975247
1,407,0.009730,0.008005,0.001725,7.764137
1,408,0.009346,0.008162,0.001184,7.536411
1,409,0.008824,0.007475,0.001349,7.736397
1,410,0.010833,0.009298,0.001535,7.619794
1,411,0.008962,0.007716,0.001246,8.149116
1,412,0.008036,0.006882,0.001153,7.780232
1,413,0.006520,0.005611,0.000909,7.631306
1,414,0.009821,0.008252,0.001569,8.560031
1,415,0.007899,0.006942,0.000957,7.536330
1,416,0.010127,0.008581,0.001546,7.903965
1,417,0.006663,0.005676,0.000987,7.282124
1,418,0.008981,0.007584,0.001397,8.040918
1,419,0.010694,0.009194,0.001500,8.938222
1,420,0.006491,0.005581,0.000909,7.913908
1,421,0.008493,0.007388,0.001104,8.548967
1,422,0.008732,0.007511,0.001221,8.683119
1,423,0.008571,0.007360,0.001212,8.587684
1,424,0.008382,0.007236,0.001146,8.695987
1,425,0.009048,0.007795,0.001253,7.952993
1,426,0.008971,0.007700,0.001271,8.699534
1,427,0.009147,0.007795,0.001351,9.198956
1,428,0.008132,0.006928,0.001204,8.539439
1,429,0.006851,0.005739,0.001112,8.543911
1,430,0.008655,0.007713,0.000942,7.890349
1,431,0.009495,0.007896,0.001599,8.579920
1,432,0.008070,0.006904,0.001165,7.836663
1,433,0.006953,0.005890,0.001063,7.338418
1,434,0.007596,0.006485,0.001111,8.019279
1,435,0.011346,0.009771,0.001575,8.173482
1,436,0.012372,0.010348,0.002024,9.018044
1,437,0.008872,0.007752,0.001121,8.999438
1,438,0.013127,0.011663,0.001464,9.012306
1,439,0.006952,0.005853,0.001099,8.570456
1,440,0.007163,0.006217,0.000947,8.555568
1,441,0.008856,0.007208,0.001648,8.742311
1,442,0.009416,0.007980,0.001436,9.423704
1,443,0.008927,0.007615,0.001313,9.295828
1,444,0.006214,0.005200,0.001014,8.683943
1,445,0.008689,0.007447,0.001242,8.827204
1,446,0.007959,0.006798,0.001161,8.632085
1,447,0.007581,0.006500,0.001081,8.173404
1,448,0.007575,0.006485,0.001090,8.456210
1,449,0.007371,0.006095,0.001276,8.952511
1,450,0.008125,0.006812,0.001314,8.601541
1,451,0.006911,0.005593,0.001318,8.078053
1,452,0.009325,0.008038,0.001286,8.367744
1,453,0.008508,0.007155,0.001354,8.798213
1,454,0.009650,0.008069,0.001582,8.726474
1,455,0.009087,0.007709,0.001378,7.966598
1,456,0.007925,0.006571,0.001354,8.201705
1,457,0.008310,0.006966,0.001344,8.143417
1,458,0.009239,0.007897,0.001342,8.570519
1,459,0.008738,0.007267,0.001472,8.636390
1,460,0.008313,0.007033,0.001280,9.107433
1,461,0.007325,0.006076,0.001248,9.298097
1,462,0.007524,0.006297,0.001227,8.635393
1,463,0.008441,0.007312,0.001129,8.950326
1,464,0.008767,0.007343,0.001424,9.082430
1,465,0.008534,0.007107,0.001427,8.229126
1,466,0.007798,0.006561,0.001237,8.323362
1,467,0.009448,0.008119,0.001329,8.211429
1,468,0.010704,0.008801,0.001903,8.592411
1,469,0.009888,0.008144,0.001745,6.967777
1,470,0.008552,0.007335,0.001217,8.425620
1,471,0.008137,0.007005,0.001133,8.746118
1,472,0.008572,0.006852,0.001720,8.492682
1,473,0.007472,0.006401,0.001071,8.732916
1,474,0.006343,0.005354,0.000989,8.283108
1,475,0.006450,0.005460,0.000990,7.891603
1,476,0.007476,0.006464,0.001011,9.076169
1,477,0.009768,0.008225,0.001543,9.460472
1,478,0.009693,0.008326,0.001367,8.241313
1,479,0.010130,0.008821,0.001309,8.593929
1,480,0.008185,0.007047,0.001137,7.169748
1,481,0.009491,0.008158,0.001333,9.029316
1,482,0.009281,0.007895,0.001386,9.012397
1,483,0.006813,0.005559,0.001253,8.458103
1,484,0.007809,0.006853,0.000957,8.443683
1,485,0.008765,0.007381,0.001385,9.855552
1,486,0.009128,0.007597,0.001531,10.148714
1,487,0.009146,0.007724,0.001422,10.550403
1,488,0.006682,0.005607,0.001075,9.651504
1,489,0.006133,0.005007,0.001126,8.142988
1,490,0.008660,0.007040,0.001620,9.021148
1,491,0.005906,0.004920,0.000985,7.885622
1,492,0.008091,0.006853,0.001238,8.943347
1,493,0.008104,0.006749,0.001355,8.984878
1,494,0.005581,0.004496,0.001086,8.275353
1,495,0.008154,0.006822,0.001331,8.270931
1,496,0.007218,0.006054,0.001165,7.956975
1,497,0.007560,0.006597,0.000963,7.464572
1,498,0.008237,0.007085,0.001151,8.714210
1,499,0.007560,0.006183,0.001377,8.561815
1,500,0.006491,0.005506,0.000985,9.169627
1,501,0.010164,0.008519,0.001645,9.931670
1,502,0.007886,0.006681,0.001206,8.533020
1,503,0.008289,0.006949,0.001340,8.984106
1,504,0.008189,0.006981,0.001208,8.835163
1,505,0.007457,0.006518,0.000939,7.820807
1,506,0.007211,0.006302,0.000909,8.823469
1,507,0.009021,0.007499,0.001522,9.501110
1,508,0.006868,0.005668,0.001200,9.125612
1,509,0.008049,0.006773,0.001275,9.330742
1,510,0.008590,0.007304,0.001286,9.251188
1,511,0.006740,0.005613,0.001127,7.691603
1,512,0.006731,0.005722,0.001009,7.658510
1,513,0.006526,0.005563,0.000964,8.506305
1,514,0.007859,0.006703,0.001157,9.410489
1,515,0.009410,0.007952,0.001459,10.215644
1,516,0.006990,0.005873,0.001117,9.220327
1,517,0.008468,0.006921,0.001547,9.589273
1,518,0.008597,0.007249,0.001348,9.423960
1,519,0.007911,0.006562,0.001349,8.987637
1,520,0.007885,0.006621,0.001264,9.706136
1,521,0.006566,0.005436,0.001130,9.254355
1,522,0.009500,0.008007,0.001493,9.886987
1,523,0.007143,0.006143,0.001000,9.015790
1,524,0.005531,0.004670,0.000862,7.342703
1,525,0.006753,0.005743,0.001010,8.234559
1,526,0.007414,0.006446,0.000968,9.166005
1,527,0.010198,0.008759,0.001439,9.448969
1,528,0.007327,0.006100,0.001227,9.119232
1,529,0.006068,0.005176,0.000892,8.547360
1,530,0.006524,0.005351,0.001172,8.296255
1,531,0.006662,0.005510,0.001153,8.209021
1,532,0.006548,0.005589,0.000958,7.292342
1,533,0.007043,0.005761,0.001282,9.061990
1,534,0.007680,0.006507,0.001173,8.321080
1,535,0.007147,0.006060,0.001087,9.036289
1,536,0.006490,0.005638,0.000853,8.247124
1,537,0.007547,0.006230,0.001317,10.074780
1,538,0.007511,0.006292,0.001220,9.083788
1,539,0.006018,0.005091,0.000926,9.606009
1,540,0.007882,0.006715,0.001167,11.299129
1,541,0.005990,0.004993,0.000996,9.548125
1,542,0.006839,0.005782,0.001057,10.317627
1,543,0.006841,0.005795,0.001046,10.320709
1,544,0.007078,0.005889,0.001189,11.159403
1,545,0.006275,0.005207,0.001067,11.223240
1,546,0.008033,0.006850,0.001182,11.764683
1,547,0.006457,0.005592,0.000865,10.270827
1,548,0.005893,0.005028,0.000866,9.828032
1,549,0.007427,0.006169,0.001258,10.934668
1,550,0.007342,0.006308,0.001034,11.455256
1,551,0.005616,0.004748,0.000868,10.722814
1,552,0.006332,0.005249,0.001082,10.682808
1,553,0.007735,0.006426,0.001309,11.093224
1,554,0.007135,0.006053,0.001081,11.149013
1,555,0.006826,0.005535,0.001291,10.271226
1,556,0.005312,0.004459,0.000853,10.441467
1,557,0.007380,0.006033,0.001348,11.040537
1,558,0.008978,0.007555,0.001423,12.012825
1,559,0.005100,0.004131,0.000969,10.042623
1,560,0.005908,0.004992,0.000916,11.294980
1,561,0.007234,0.006207,0.001027,12.143212
1,562,0.007514,0.006461,0.001053,10.328283
1,563,0.005940,0.005103,0.000837,10.136544
1,564,0.007570,0.006409,0.001161,10.477753
1,565,0.006710,0.005517,0.001192,10.353668
1,566,0.006521,0.005522,0.000999,10.906716
1,567,0.007020,0.006019,0.001001,10.722226
1,568,0.005142,0.004339,0.000803,10.565597
1,569,0.007308,0.006356,0.000952,11.184595
1,570,0.007295,0.006122,0.001173,10.865478
1,571,0.007946,0.006965,0.000981,10.784645
1,572,0.006809,0.005626,0.001183,10.630473
1,573,0.008088,0.007014,0.001074,11.283304
1,574,0.006581,0.005589,0.000992,10.785020
1,575,0.008526,0.007439,0.001087,11.025937
1,576,0.007618,0.006432,0.001185,10.981521
1,577,0.005692,0.004757,0.000935,11.090497
1,578,0.007297,0.006157,0.001140,11.336242
1,579,0.010071,0.008984,0.001087,9.796324
1,580,0.012030,0.011305,0.000725,9.767039
