label,num_samples,voxel_dice_mean,voxel_iou_mean,voxel_precision_mean,voxel_recall_mean,porosity_abs_err_mean,bin_phi_corr_mean,bin_phi_mae_mean,latent_mae_mean,z_head_porosity_gap_mean,z_tail_porosity_gap_mean,time_sec_mean
e44_fixed_s2026,20,0.9158995406290934,0.8491207976918668,0.8772672128210586,0.9606913507039483,0.08267477530020254,0.3512612627518402,0.10068983836099506,0.6855275213718415,0.034318627251519095,0.112375979953342,86.78487142324448
e44_randdir_s1234,20,0.9252047887975353,0.8639922257019601,0.9033566284711971,0.9497899306108575,0.05012072810420283,0.40860324015303384,0.07871489329263567,0.6544145286083222,-0.043681589762369785,0.06830486721462674,68.05804076194764
e44_randdir_s2026,20,0.9155016864917129,0.8478709085832306,0.8786439708075443,0.9584574410607372,0.08128851431387443,0.33031654585724096,0.10107961669564247,0.7170861661434174,0.03259150187174478,0.10017327202690973,67.83635902404785
