Sample Group,Mean Porosity(%),Std Dev,Min,Max,REV Count
Cleaned_NPY_Dataset_20,4.880947122632395,4.872185225973433,0.06606578826904,26.36411190032959,1466
Cleaned_NPY_Dataset_21,9.197832706073916,5.279069305264864,1.1869251728057801,38.18167448043823,2208
Cleaned_NPY_Dataset_22,15.202393896180803,8.273632880308712,2.19185948371887,43.96538138389587,1518
