Epoch,Step,Loss,LR,DiffTarget,X0Target
0,1,1.751819,3e-05,0.804347,2.388093
0,2,1.643836,3e-05,0.750073,2.213179
0,3,1.494686,3e-05,0.746408,1.871001
0,4,1.108211,3e-05,0.570216,1.342178
0,5,1.194773,3e-05,0.660684,1.336306
0,6,1.337942,3e-05,0.660969,1.712993
0,7,1.055459,3e-05,0.543544,1.286084
0,8,1.116769,3e-05,0.609099,1.278966
0,9,0.993263,3e-05,0.526954,1.186172
0,10,1.448559,3e-05,0.682800,1.925353
0,11,0.931016,3e-05,0.650458,0.726799
0,12,1.081844,3e-05,0.574348,1.282780
0,13,1.208295,3e-05,0.587085,1.575669
0,14,1.052767,3e-05,0.621845,1.106937
0,15,1.054295,3e-05,0.541506,1.305380
0,16,1.175299,3e-05,0.607588,1.446161
0,17,1.178849,3e-05,0.569730,1.543004
0,18,0.849070,3e-05,0.456638,1.003517
0,19,0.910088,3e-05,0.519611,1.003058
0,20,1.063600,3e-05,0.550439,1.313339
0,21,0.978846,3e-05,0.488164,1.252440
0,22,1.098132,3e-05,0.587344,1.296422
0,23,1.154739,3e-05,0.544535,1.548769
0,24,0.982335,3e-05,0.547585,1.122523
0,25,0.857129,3e-05,0.504782,0.913597
0,26,0.902614,3e-05,0.475748,1.097856
0,27,0.878970,3e-05,0.473850,1.038018
0,28,0.712824,3e-05,0.446301,0.703457
0,29,1.136500,3e-05,0.579247,1.435299
0,30,0.776779,3e-05,0.465160,0.819037
0,31,0.940826,3e-05,0.491672,1.162022
0,32,0.800220,3e-05,0.473561,0.852804
0,33,0.782194,3e-05,0.500437,0.747066
0,34,0.872360,3e-05,0.465757,1.039588
0,35,0.863614,3e-05,0.485742,0.986447
0,36,0.679026,3e-05,0.420352,0.678892
0,37,0.806867,3e-05,0.461062,0.905602
0,38,0.950126,3e-05,0.433933,1.303471
0,39,1.033799,3e-05,0.451812,1.478879
0,40,1.013620,3e-05,0.370632,1.635991
0,41,0.846958,3e-05,0.485179,0.939358
0,42,0.975562,3e-05,0.424193,1.407477
0,43,0.625420,3e-05,0.346763,0.725283
0,44,0.692836,3e-05,0.473836,0.574779
0,45,0.737486,3e-05,0.450958,0.743929
0,46,0.639623,3e-05,0.407869,0.616197
0,47,0.814721,3e-05,0.324867,1.253485
0,48,0.820708,3e-05,0.370421,1.157151
0,49,0.669047,3e-05,0.411013,0.682032
0,50,0.800707,3e-05,0.393573,1.061185
0,51,0.800572,3e-05,0.484810,0.814057
0,52,0.919021,3e-05,0.452016,1.187442
0,53,0.943728,3e-05,0.357327,1.486042
0,54,0.595037,3e-05,0.304146,0.745624
0,55,0.672934,3e-05,0.420486,0.662486
0,56,0.656863,3e-05,0.409006,0.650155
0,57,0.761557,3e-05,0.417240,0.886529
0,58,0.674240,3e-05,0.373678,0.775727
0,59,0.680307,3e-05,0.344078,0.867704
0,60,0.677518,3e-05,0.399975,0.725424
0,61,0.639517,3e-05,0.423769,0.567412
0,62,0.809808,3e-05,0.389827,1.069797
0,63,0.734892,3e-05,0.433264,0.787019
0,64,0.796959,3e-05,0.397448,1.015415
0,65,0.592126,3e-05,0.309153,0.729068
0,66,0.562167,3e-05,0.365830,0.515356
0,67,0.739842,3e-05,0.363340,0.973849
0,68,0.553831,3e-05,0.369849,0.486602
0,69,0.813793,3e-05,0.430563,0.977774
0,70,0.828094,3e-05,0.382129,1.138771
0,71,0.662733,3e-05,0.396377,0.684151
