Epoch,Global_Step,Time,LR,VAE_Total_Loss,Rec_Loss(L1),P_Loss(LPIPS),KL_Loss,G_Loss(Adv),D_Weight,D_Loss(Disc),Logits_Real,Logits_Fake
1,78,2026-01-25 10:10:56,4.50e-06,0.696862,0.132257,0.558594,6010.734863,0.003937,0.0000,0.000000,0.0000,0.0000
1,79,2026-01-25 10:10:59,4.50e-06,0.725083,0.133175,0.585938,5970.650879,-0.003784,0.0000,0.000000,0.0000,0.0000
1,80,2026-01-25 10:11:02,4.50e-06,0.746401,0.163019,0.578125,5256.786133,-0.025024,0.0000,0.000000,0.0000,0.0000
1,81,2026-01-25 10:11:05,4.50e-06,0.689792,0.101988,0.582031,5772.703613,-0.025513,0.0000,0.000000,0.0000,0.0000
1,82,2026-01-25 10:11:08,4.50e-06,0.740730,0.140696,0.593750,6283.579102,-0.059326,0.0000,0.000000,0.0000,0.0000
1,83,2026-01-25 10:11:11,4.50e-06,0.739063,0.146665,0.585938,6460.121094,-0.037109,0.0000,0.000000,0.0000,0.0000
1,84,2026-01-25 10:11:14,4.50e-06,0.757939,0.151020,0.601562,5356.815430,-0.032959,0.0000,0.000000,0.0000,0.0000
1,85,2026-01-25 10:11:17,4.50e-06,0.697831,0.134400,0.558594,4837.601074,-0.004608,0.0000,0.000000,0.0000,0.0000
1,86,2026-01-25 10:11:21,4.50e-06,0.685475,0.102338,0.578125,5012.031250,0.006805,0.0000,0.000000,0.0000,0.0000
1,87,2026-01-25 10:11:24,4.50e-06,0.742199,0.142799,0.593750,5649.055664,-0.031982,0.0000,0.000000,0.0000,0.0000
1,88,2026-01-25 10:11:27,4.50e-06,0.761872,0.154600,0.601562,5710.107422,-0.015137,0.0000,0.000000,0.0000,0.0000
