Epoch,Global_Step,Time,LR,VAE_Total_Loss,Rec_Loss(L1),P_Loss(LPIPS),KL_Loss,G_Loss(Adv),D_Weight,D_Loss(Disc),Logits_Real,Logits_Fake
1,724,2026-01-25 10:43:41,4.50e-06,0.408032,0.057223,0.326172,24636.878906,-0.086914,0.0000,0.000000,0.0000,0.0000
1,725,2026-01-25 10:43:44,4.50e-06,0.442513,0.083715,0.333984,24813.773438,-0.081055,0.0000,0.000000,0.0000,0.0000
1,726,2026-01-25 10:43:47,4.50e-06,0.457695,0.083816,0.349609,24268.769531,-0.070801,0.0000,0.000000,0.0000,0.0000
1,727,2026-01-25 10:43:50,4.50e-06,0.452032,0.081193,0.343750,27088.384766,-0.072754,0.0000,0.000000,0.0000,0.0000
1,728,2026-01-25 10:43:53,4.50e-06,0.434978,0.072664,0.335938,26375.853516,-0.100586,0.0000,0.000000,0.0000,0.0000
1,729,2026-01-25 10:43:56,4.50e-06,0.445992,0.065952,0.355469,24572.154297,-0.104492,0.0000,0.000000,0.0000,0.0000
1,730,2026-01-25 10:43:59,4.50e-06,0.467023,0.090376,0.349609,27037.732422,-0.091797,0.0000,0.000000,0.0000,0.0000
1,731,2026-01-25 10:44:02,4.50e-06,0.565608,0.173263,0.369141,23204.683594,-0.098633,0.0000,0.000000,0.0000,0.0000
1,732,2026-01-25 10:44:05,4.50e-06,0.435908,0.080802,0.330078,25028.250000,-0.097656,0.0000,0.000000,0.0000,0.0000
1,733,2026-01-25 10:44:08,4.50e-06,0.472514,0.101926,0.341797,28790.574219,-0.099609,0.0000,0.000000,0.0000,0.0000
1,734,2026-01-25 10:44:11,4.50e-06,0.465714,0.104771,0.333984,26958.367188,-0.075684,0.0000,0.000000,0.0000,0.0000
1,735,2026-01-25 10:44:14,4.50e-06,0.524336,0.121375,0.375000,27960.738281,-0.095703,0.0000,0.000000,0.0000,0.0000
1,736,2026-01-25 10:44:17,4.50e-06,0.439954,0.089443,0.324219,26292.115234,-0.087402,0.0000,0.000000,0.0000,0.0000
1,737,2026-01-25 10:44:20,4.50e-06,0.484104,0.105417,0.351562,27124.455078,-0.075684,0.0000,0.000000,0.0000,0.0000
1,738,2026-01-25 10:44:23,4.50e-06,0.476624,0.077358,0.375000,24266.062500,-0.108398,0.0000,0.000000,0.0000,0.0000
1,739,2026-01-25 10:44:26,4.50e-06,0.423847,0.073871,0.322266,27710.212891,-0.098145,0.0000,0.000000,0.0000,0.0000
1,740,2026-01-25 10:44:29,4.50e-06,0.464086,0.098996,0.339844,25246.007812,-0.070801,0.0000,0.000000,0.0000,0.0000
1,741,2026-01-25 10:44:33,4.50e-06,0.442941,0.070659,0.345703,26579.294922,-0.096191,0.0000,0.000000,0.0000,0.0000
1,742,2026-01-25 10:44:36,4.50e-06,0.448690,0.074083,0.347656,26950.710938,-0.104004,0.0000,0.000000,0.0000,0.0000
1,743,2026-01-25 10:44:39,4.50e-06,0.461791,0.087499,0.347656,26635.726562,-0.090820,0.0000,0.000000,0.0000,0.0000
1,744,2026-01-25 10:44:42,4.50e-06,0.503243,0.130773,0.341797,30673.103516,-0.093750,0.0000,0.000000,0.0000,0.0000
1,745,2026-01-25 10:44:45,4.50e-06,0.439465,0.087110,0.326172,26182.845703,-0.072754,0.0000,0.000000,0.0000,0.0000
1,746,2026-01-25 10:44:48,4.50e-06,0.460078,0.097975,0.333984,28118.605469,-0.084961,0.0000,0.000000,0.0000,0.0000
1,747,2026-01-25 10:44:51,4.50e-06,0.464208,0.101678,0.333984,28545.468750,-0.096680,0.0000,0.000000,0.0000,0.0000
1,748,2026-01-25 10:44:54,4.50e-06,0.435767,0.070218,0.337891,27658.718750,-0.090820,0.0000,0.000000,0.0000,0.0000
1,749,2026-01-25 10:44:57,4.50e-06,0.431213,0.071229,0.333984,25999.636719,-0.082520,0.0000,0.000000,0.0000,0.0000
1,750,2026-01-25 10:45:00,4.50e-06,0.428873,0.074810,0.328125,25938.367188,-0.107910,0.0000,0.000000,0.0000,0.0000
1,751,2026-01-25 10:45:03,4.50e-06,0.457639,0.096483,0.333984,27172.105469,-0.082520,0.0000,0.000000,0.0000,0.0000
1,752,2026-01-25 10:45:06,4.50e-06,0.409326,0.072102,0.308594,28630.400391,-0.043457,0.0000,0.000000,0.0000,0.0000
1,753,2026-01-25 10:45:09,4.50e-06,0.463200,0.093297,0.343750,26152.902344,-0.087891,0.0000,0.000000,0.0000,0.0000
1,754,2026-01-25 10:45:12,4.50e-06,0.450721,0.098719,0.322266,29736.548828,-0.086914,0.0000,0.000000,0.0000,0.0000
1,755,2026-01-25 10:45:15,4.50e-06,0.455087,0.087364,0.341797,25926.041016,-0.107910,0.0000,0.000000,0.0000,0.0000
1,756,2026-01-25 10:45:18,4.50e-06,0.533967,0.121167,0.384766,28033.697266,-0.072754,0.0000,0.000000,0.0000,0.0000
1,757,2026-01-25 10:45:21,4.50e-06,0.482580,0.103338,0.349609,29632.621094,-0.081543,0.0000,0.000000,0.0000,0.0000
1,758,2026-01-25 10:45:24,4.50e-06,0.550755,0.168821,0.355469,26464.921875,-0.085449,0.0000,0.000000,0.0000,0.0000
1,759,2026-01-25 10:45:27,4.50e-06,0.463021,0.110301,0.328125,24595.261719,-0.064453,0.0000,0.000000,0.0000,0.0000
1,760,2026-01-25 10:45:30,4.50e-06,0.565439,0.176225,0.363281,25932.261719,-0.103516,0.0000,0.000000,0.0000,0.0000
1,761,2026-01-25 10:45:33,4.50e-06,0.482334,0.087286,0.369141,25907.425781,-0.073730,0.0000,0.000000,0.0000,0.0000
1,762,2026-01-25 10:45:36,4.50e-06,0.508562,0.129889,0.351562,27110.021484,-0.094727,0.0000,0.000000,0.0000,0.0000
1,763,2026-01-25 10:45:39,4.50e-06,0.456456,0.096155,0.335938,24363.306641,-0.086914,0.0000,0.000000,0.0000,0.0000
1,764,2026-01-25 10:45:42,4.50e-06,0.447049,0.079764,0.339844,27441.894531,-0.100098,0.0000,0.000000,0.0000,0.0000
1,765,2026-01-25 10:45:46,4.50e-06,0.469135,0.095799,0.345703,27632.722656,-0.084473,0.0000,0.000000,0.0000,0.0000
1,766,2026-01-25 10:45:49,4.50e-06,0.476352,0.105078,0.345703,25571.234375,-0.090820,0.0000,0.000000,0.0000,0.0000
1,767,2026-01-25 10:45:52,4.50e-06,0.454383,0.085729,0.341797,26856.988281,-0.113281,0.0000,0.000000,0.0000,0.0000
1,768,2026-01-25 10:45:55,4.50e-06,0.432882,0.065998,0.339844,27040.507812,-0.067383,0.0000,0.000000,0.0000,0.0000
1,769,2026-01-25 10:45:58,4.50e-06,0.428347,0.072162,0.330078,26106.728516,-0.074707,0.0000,0.000000,0.0000,0.0000
1,770,2026-01-25 10:46:01,4.50e-06,0.473944,0.095647,0.349609,28687.265625,-0.078613,0.0000,0.000000,0.0000,0.0000
1,771,2026-01-25 10:46:04,4.50e-06,0.439773,0.073188,0.339844,26741.863281,-0.057617,0.0000,0.000000,0.0000,0.0000
1,772,2026-01-25 10:46:07,4.50e-06,0.482639,0.121953,0.333984,26702.337891,-0.060303,0.0000,0.000000,0.0000,0.0000
1,773,2026-01-25 10:46:10,4.50e-06,0.439115,0.074960,0.339844,24311.080078,-0.101074,0.0000,0.000000,0.0000,0.0000
1,774,2026-01-25 10:46:13,4.50e-06,0.517869,0.147598,0.345703,24568.042969,-0.073242,0.0000,0.000000,0.0000,0.0000
1,775,2026-01-25 10:46:16,4.50e-06,0.410444,0.068634,0.312500,29309.789062,-0.089844,0.0000,0.000000,0.0000,0.0000
1,776,2026-01-25 10:46:19,4.50e-06,0.493681,0.107724,0.359375,26581.773438,-0.094238,0.0000,0.000000,0.0000,0.0000
1,777,2026-01-25 10:46:22,4.50e-06,0.415471,0.056008,0.332031,27431.150391,-0.079102,0.0000,0.000000,0.0000,0.0000
1,778,2026-01-25 10:46:25,4.50e-06,0.540791,0.157632,0.355469,27689.988281,-0.084961,0.0000,0.000000,0.0000,0.0000
1,779,2026-01-25 10:46:28,4.50e-06,0.417941,0.064527,0.326172,27242.609375,-0.071289,0.0000,0.000000,0.0000,0.0000
1,780,2026-01-25 10:46:31,4.50e-06,0.407394,0.086016,0.292969,28409.291016,-0.077148,0.0000,0.000000,0.0000,0.0000
1,781,2026-01-25 10:46:34,4.50e-06,0.481166,0.116547,0.337891,26728.035156,-0.100586,0.0000,0.000000,0.0000,0.0000
1,782,2026-01-25 10:46:37,4.50e-06,0.511858,0.137659,0.345703,28495.736328,-0.088867,0.0000,0.000000,0.0000,0.0000
1,783,2026-01-25 10:46:40,4.50e-06,0.419914,0.066450,0.326172,27291.607422,-0.083984,0.0000,0.000000,0.0000,0.0000
1,784,2026-01-25 10:46:43,4.50e-06,0.544035,0.145067,0.369141,29827.511719,-0.078613,0.0000,0.000000,0.0000,0.0000
1,785,2026-01-25 10:46:46,4.50e-06,0.454868,0.082192,0.343750,28925.748047,-0.083984,0.0000,0.000000,0.0000,0.0000
1,786,2026-01-25 10:46:49,4.50e-06,0.528284,0.160752,0.341797,25735.332031,-0.081055,0.0000,0.000000,0.0000,0.0000
1,787,2026-01-25 10:46:52,4.50e-06,0.462961,0.104591,0.328125,30244.888672,-0.097168,0.0000,0.000000,0.0000,0.0000
1,788,2026-01-25 10:46:55,4.50e-06,0.441029,0.078189,0.335938,26901.832031,-0.091309,0.0000,0.000000,0.0000,0.0000
1,789,2026-01-25 10:46:59,4.50e-06,0.747622,0.274170,0.443359,30092.714844,-0.109863,0.0000,0.000000,0.0000,0.0000
1,790,2026-01-25 10:47:02,4.50e-06,0.437987,0.086120,0.324219,27648.917969,-0.088867,0.0000,0.000000,0.0000,0.0000
1,791,2026-01-25 10:47:05,4.50e-06,0.476765,0.097712,0.351562,27490.714844,-0.098145,0.0000,0.000000,0.0000,0.0000
1,792,2026-01-25 10:47:08,4.50e-06,0.464556,0.096913,0.339844,27798.968750,-0.093262,0.0000,0.000000,0.0000,0.0000
1,793,2026-01-25 10:47:11,4.50e-06,0.541516,0.177504,0.335938,28075.076172,-0.087402,0.0000,0.000000,0.0000,0.0000
1,794,2026-01-25 10:47:14,4.50e-06,0.451108,0.093346,0.330078,27684.191406,-0.088867,0.0000,0.000000,0.0000,0.0000
1,795,2026-01-25 10:47:17,4.50e-06,0.452278,0.086814,0.335938,29526.291016,-0.080078,0.0000,0.000000,0.0000,0.0000
1,796,2026-01-25 10:47:20,4.50e-06,0.438518,0.083370,0.328125,27022.898438,-0.087402,0.0000,0.000000,0.0000,0.0000
1,797,2026-01-25 10:47:23,4.50e-06,0.448468,0.083932,0.335938,28599.093750,-0.084961,0.0000,0.000000,0.0000,0.0000
1,798,2026-01-25 10:47:26,4.50e-06,0.481757,0.120632,0.332031,29093.724609,-0.103027,0.0000,0.000000,0.0000,0.0000
1,799,2026-01-25 10:47:29,4.50e-06,0.496245,0.129018,0.337891,29335.642578,-0.089844,0.0000,0.000000,0.0000,0.0000
1,800,2026-01-25 10:47:32,4.50e-06,0.549544,0.152006,0.371094,26444.171875,-0.071777,0.0000,0.000000,0.0000,0.0000
1,801,2026-01-25 10:47:35,4.50e-06,0.432773,0.076212,0.328125,28436.355469,-0.094727,0.0000,0.000000,0.0000,0.0000
1,802,2026-01-25 10:47:38,4.50e-06,0.444573,0.087711,0.328125,28736.917969,-0.078613,0.0000,0.000000,0.0000,0.0000
1,803,2026-01-25 10:47:41,4.50e-06,0.477889,0.106122,0.343750,28017.123047,-0.089844,0.0000,0.000000,0.0000,0.0000
1,804,2026-01-25 10:47:44,4.50e-06,0.438114,0.085570,0.324219,28325.101562,-0.083984,0.0000,0.000000,0.0000,0.0000
1,805,2026-01-25 10:47:47,4.50e-06,0.485559,0.110961,0.345703,28895.671875,-0.080078,0.0000,0.000000,0.0000,0.0000
1,806,2026-01-25 10:47:50,4.50e-06,0.484110,0.105905,0.349609,28595.722656,-0.105469,0.0000,0.000000,0.0000,0.0000
1,807,2026-01-25 10:47:53,4.50e-06,0.475732,0.110879,0.337891,26962.503906,-0.080078,0.0000,0.000000,0.0000,0.0000
1,808,2026-01-25 10:47:56,4.50e-06,0.476405,0.115546,0.332031,28828.052734,-0.116211,0.0000,0.000000,0.0000,0.0000
1,809,2026-01-25 10:47:59,4.50e-06,0.474346,0.122107,0.324219,28019.886719,-0.080078,0.0000,0.000000,0.0000,0.0000
1,810,2026-01-25 10:48:02,4.50e-06,0.422995,0.068748,0.328125,26122.445312,-0.103516,0.0000,0.000000,0.0000,0.0000
1,811,2026-01-25 10:48:05,4.50e-06,0.489040,0.120366,0.341797,26877.019531,-0.060303,0.0000,0.000000,0.0000,0.0000
1,812,2026-01-25 10:48:08,4.50e-06,0.547216,0.182419,0.335938,28859.244141,-0.078613,0.0000,0.000000,0.0000,0.0000
1,813,2026-01-25 10:48:12,4.50e-06,0.482701,0.121241,0.332031,29428.226562,-0.079102,0.0000,0.000000,0.0000,0.0000
1,814,2026-01-25 10:48:15,4.50e-06,0.460077,0.103034,0.326172,30871.000000,-0.096680,0.0000,0.000000,0.0000,0.0000
1,815,2026-01-25 10:48:18,4.50e-06,0.432728,0.084939,0.318359,29429.113281,-0.084961,0.0000,0.000000,0.0000,0.0000
1,816,2026-01-25 10:48:21,4.50e-06,0.468134,0.091166,0.347656,29311.505859,-0.069336,0.0000,0.000000,0.0000,0.0000
1,817,2026-01-25 10:48:24,4.50e-06,0.508307,0.133450,0.347656,27200.640625,-0.071777,0.0000,0.000000,0.0000,0.0000
1,818,2026-01-25 10:48:27,4.50e-06,0.450934,0.075495,0.347656,27782.625000,-0.090820,0.0000,0.000000,0.0000,0.0000
1,819,2026-01-25 10:48:30,4.50e-06,0.482965,0.131466,0.326172,25326.921875,-0.078125,0.0000,0.000000,0.0000,0.0000
1,820,2026-01-25 10:48:33,4.50e-06,0.451746,0.077145,0.343750,30851.375000,-0.083496,0.0000,0.000000,0.0000,0.0000
1,821,2026-01-25 10:48:36,4.50e-06,0.451338,0.094746,0.328125,28467.044922,-0.087891,0.0000,0.000000,0.0000,0.0000
1,822,2026-01-25 10:48:39,4.50e-06,0.514226,0.130631,0.355469,28126.093750,-0.104492,0.0000,0.000000,0.0000,0.0000
1,823,2026-01-25 10:48:42,4.50e-06,0.403646,0.066654,0.310547,26445.320312,-0.082520,0.0000,0.000000,0.0000,0.0000
1,824,2026-01-25 10:48:45,4.50e-06,0.408314,0.075523,0.302734,30057.181641,-0.096680,0.0000,0.000000,0.0000,0.0000
1,825,2026-01-25 10:48:48,4.50e-06,0.458002,0.086583,0.341797,29621.675781,-0.096680,0.0000,0.000000,0.0000,0.0000
1,826,2026-01-25 10:48:51,4.50e-06,0.487780,0.102855,0.353516,31409.347656,-0.115234,0.0000,0.000000,0.0000,0.0000
1,827,2026-01-25 10:48:54,4.50e-06,0.444276,0.072932,0.339844,31500.248047,-0.090332,0.0000,0.000000,0.0000,0.0000
1,828,2026-01-25 10:48:57,4.50e-06,0.447522,0.080706,0.337891,28925.371094,-0.090820,0.0000,0.000000,0.0000,0.0000
1,829,2026-01-25 10:49:00,4.50e-06,0.472648,0.081211,0.363281,28155.367188,-0.106445,0.0000,0.000000,0.0000,0.0000
1,830,2026-01-25 10:49:03,4.50e-06,0.420762,0.085102,0.306641,29019.480469,-0.093750,0.0000,0.000000,0.0000,0.0000
1,831,2026-01-25 10:49:06,4.50e-06,0.421108,0.081791,0.310547,28770.318359,-0.097168,0.0000,0.000000,0.0000,0.0000
1,832,2026-01-25 10:49:09,4.50e-06,0.404002,0.075447,0.298828,29726.416016,-0.095703,0.0000,0.000000,0.0000,0.0000
1,833,2026-01-25 10:49:12,4.50e-06,0.469716,0.104021,0.335938,29758.312500,-0.098633,0.0000,0.000000,0.0000,0.0000
1,834,2026-01-25 10:49:15,4.50e-06,0.485258,0.099175,0.355469,30613.943359,-0.086426,0.0000,0.000000,0.0000,0.0000
1,835,2026-01-25 10:49:18,4.50e-06,0.562944,0.150213,0.380859,31870.769531,-0.082520,0.0000,0.000000,0.0000,0.0000
1,836,2026-01-25 10:49:21,4.50e-06,0.455621,0.094820,0.332031,28770.132812,-0.083984,0.0000,0.000000,0.0000,0.0000
1,837,2026-01-25 10:49:24,4.50e-06,0.472570,0.104091,0.339844,28635.130859,-0.073242,0.0000,0.000000,0.0000,0.0000
1,838,2026-01-25 10:49:28,4.50e-06,0.469223,0.087926,0.353516,27781.777344,-0.087891,0.0000,0.000000,0.0000,0.0000
1,839,2026-01-25 10:49:31,4.50e-06,0.466010,0.107063,0.330078,28869.003906,-0.075195,0.0000,0.000000,0.0000,0.0000
1,840,2026-01-25 10:49:34,4.50e-06,0.467559,0.107401,0.332031,28127.224609,-0.099609,0.0000,0.000000,0.0000,0.0000
1,841,2026-01-25 10:49:37,4.50e-06,0.460409,0.109604,0.322266,28539.347656,-0.100098,0.0000,0.000000,0.0000,0.0000
1,842,2026-01-25 10:49:40,4.50e-06,0.454784,0.096583,0.333984,24216.259766,-0.099609,0.0000,0.000000,0.0000,0.0000
1,843,2026-01-25 10:49:43,4.50e-06,0.431721,0.087022,0.314453,30246.251953,-0.099609,0.0000,0.000000,0.0000,0.0000
1,844,2026-01-25 10:49:46,4.50e-06,0.410160,0.084611,0.296875,28674.828125,-0.086914,0.0000,0.000000,0.0000,0.0000
1,845,2026-01-25 10:49:49,4.50e-06,0.522845,0.162114,0.332031,28699.796875,-0.075684,0.0000,0.000000,0.0000,0.0000
1,846,2026-01-25 10:49:52,4.50e-06,0.458136,0.115680,0.312500,29956.789062,-0.072754,0.0000,0.000000,0.0000,0.0000
1,847,2026-01-25 10:49:55,4.50e-06,0.448093,0.106044,0.314453,27596.373047,-0.101074,0.0000,0.000000,0.0000,0.0000
1,848,2026-01-25 10:49:58,4.50e-06,0.413496,0.081143,0.302734,29618.675781,-0.087891,0.0000,0.000000,0.0000,0.0000
1,849,2026-01-25 10:50:01,4.50e-06,0.455337,0.082509,0.343750,29077.355469,-0.083008,0.0000,0.000000,0.0000,0.0000
1,850,2026-01-25 10:50:04,4.50e-06,0.472987,0.102186,0.341797,29003.996094,-0.083984,0.0000,0.000000,0.0000,0.0000
1,851,2026-01-25 10:50:07,4.50e-06,0.430165,0.091506,0.308594,30064.656250,-0.085938,0.0000,0.000000,0.0000,0.0000
1,852,2026-01-25 10:50:10,4.50e-06,0.453865,0.101775,0.320312,31777.253906,-0.099121,0.0000,0.000000,0.0000,0.0000
1,853,2026-01-25 10:50:13,4.50e-06,0.534051,0.167239,0.337891,28921.609375,-0.056396,0.0000,0.000000,0.0000,0.0000
1,854,2026-01-25 10:50:16,4.50e-06,0.538403,0.133973,0.371094,33337.039062,-0.092285,0.0000,0.000000,0.0000,0.0000
1,855,2026-01-25 10:50:19,4.50e-06,0.410816,0.079036,0.300781,30999.500000,-0.070801,0.0000,0.000000,0.0000,0.0000
1,856,2026-01-25 10:50:22,4.50e-06,0.451428,0.103677,0.316406,31345.074219,-0.093262,0.0000,0.000000,0.0000,0.0000
1,857,2026-01-25 10:50:25,4.50e-06,0.421079,0.074178,0.314453,32447.996094,-0.090820,0.0000,0.000000,0.0000,0.0000
1,858,2026-01-25 10:50:28,4.50e-06,0.461187,0.091881,0.337891,31415.367188,-0.077148,0.0000,0.000000,0.0000,0.0000
1,859,2026-01-25 10:50:31,4.50e-06,0.513862,0.138397,0.345703,29761.236328,-0.049561,0.0000,0.000000,0.0000,0.0000
1,860,2026-01-25 10:50:34,4.50e-06,0.450957,0.086295,0.333984,30677.496094,-0.067871,0.0000,0.000000,0.0000,0.0000
1,861,2026-01-25 10:50:37,4.50e-06,0.545674,0.164037,0.351562,30074.476562,-0.051758,0.0000,0.000000,0.0000,0.0000
1,862,2026-01-25 10:50:41,4.50e-06,0.453981,0.084191,0.337891,31899.955078,-0.092285,0.0000,0.000000,0.0000,0.0000
1,863,2026-01-25 10:50:44,4.50e-06,0.434582,0.080626,0.324219,29736.746094,-0.073242,0.0000,0.000000,0.0000,0.0000
1,864,2026-01-25 10:50:47,4.50e-06,0.471574,0.104061,0.335938,31575.576172,-0.095215,0.0000,0.000000,0.0000,0.0000
1,865,2026-01-25 10:50:50,4.50e-06,0.466521,0.102403,0.333984,30133.773438,-0.088379,0.0000,0.000000,0.0000,0.0000
1,866,2026-01-25 10:50:53,4.50e-06,0.482158,0.114012,0.337891,30255.886719,-0.074219,0.0000,0.000000,0.0000,0.0000
1,867,2026-01-25 10:50:56,4.50e-06,0.433660,0.087202,0.316406,30051.746094,-0.067383,0.0000,0.000000,0.0000,0.0000
1,868,2026-01-25 10:50:59,4.50e-06,0.428877,0.078800,0.318359,31718.048828,-0.063477,0.0000,0.000000,0.0000,0.0000
1,869,2026-01-25 10:51:02,4.50e-06,0.456476,0.110241,0.316406,29828.859375,-0.072266,0.0000,0.000000,0.0000,0.0000
1,870,2026-01-25 10:51:05,4.50e-06,0.440727,0.091331,0.318359,31036.195312,-0.111816,0.0000,0.000000,0.0000,0.0000
1,871,2026-01-25 10:51:08,4.50e-06,0.418585,0.070316,0.318359,29909.884766,-0.099609,0.0000,0.000000,0.0000,0.0000
1,872,2026-01-25 10:51:11,4.50e-06,0.433864,0.096622,0.308594,28648.917969,-0.073730,0.0000,0.000000,0.0000,0.0000
1,873,2026-01-25 10:51:14,4.50e-06,0.498735,0.130351,0.337891,30493.000000,-0.049561,0.0000,0.000000,0.0000,0.0000
1,874,2026-01-25 10:51:17,4.50e-06,0.447003,0.096035,0.320312,30655.349609,-0.084473,0.0000,0.000000,0.0000,0.0000
1,875,2026-01-25 10:51:20,4.50e-06,0.455133,0.089979,0.333984,31169.050781,-0.099121,0.0000,0.000000,0.0000,0.0000
1,876,2026-01-25 10:51:23,4.50e-06,0.434328,0.078940,0.326172,29216.109375,-0.105469,0.0000,0.000000,0.0000,0.0000
1,877,2026-01-25 10:51:26,4.50e-06,0.425876,0.098341,0.296875,30659.837891,-0.121582,0.0000,0.000000,0.0000,0.0000
1,878,2026-01-25 10:51:29,4.50e-06,0.487254,0.119117,0.333984,34152.984375,-0.091309,0.0000,0.000000,0.0000,0.0000
1,879,2026-01-25 10:51:32,4.50e-06,0.423931,0.075027,0.320312,28591.068359,-0.075684,0.0000,0.000000,0.0000,0.0000
1,880,2026-01-25 10:51:35,4.50e-06,0.446410,0.101639,0.312500,32270.699219,-0.091309,0.0000,0.000000,0.0000,0.0000
1,881,2026-01-25 10:51:38,4.50e-06,0.413771,0.059378,0.326172,28221.318359,-0.097656,0.0000,0.000000,0.0000,0.0000
1,882,2026-01-25 10:51:41,4.50e-06,0.441783,0.082388,0.328125,31270.050781,-0.095703,0.0000,0.000000,0.0000,0.0000
1,883,2026-01-25 10:51:44,4.50e-06,0.410340,0.086936,0.292969,30435.265625,-0.070801,0.0000,0.000000,0.0000,0.0000
1,884,2026-01-25 10:51:47,4.50e-06,0.456317,0.097307,0.328125,30885.351562,-0.094238,0.0000,0.000000,0.0000,0.0000
1,885,2026-01-25 10:51:50,4.50e-06,0.443398,0.117968,0.294922,30508.578125,-0.082031,0.0000,0.000000,0.0000,0.0000
1,886,2026-01-25 10:51:54,4.50e-06,0.420614,0.073060,0.316406,31146.970703,-0.101562,0.0000,0.000000,0.0000,0.0000
1,887,2026-01-25 10:51:57,4.50e-06,0.427157,0.070106,0.326172,30879.990234,-0.073730,0.0000,0.000000,0.0000,0.0000
1,888,2026-01-25 10:52:00,4.50e-06,0.462044,0.095713,0.335938,30393.539062,-0.117188,0.0000,0.000000,0.0000,0.0000
1,889,2026-01-25 10:52:03,4.50e-06,0.462979,0.110881,0.322266,29832.574219,-0.088867,0.0000,0.000000,0.0000,0.0000
1,890,2026-01-25 10:52:06,4.50e-06,0.430553,0.079035,0.322266,29251.720703,-0.081543,0.0000,0.000000,0.0000,0.0000
1,891,2026-01-25 10:52:09,4.50e-06,0.471772,0.105663,0.337891,28217.960938,-0.088379,0.0000,0.000000,0.0000,0.0000
1,892,2026-01-25 10:52:12,4.50e-06,0.514753,0.133698,0.349609,31446.136719,-0.091309,0.0000,0.000000,0.0000,0.0000
1,893,2026-01-25 10:52:15,4.50e-06,0.449855,0.095620,0.324219,30016.656250,-0.084961,0.0000,0.000000,0.0000,0.0000
1,894,2026-01-25 10:52:18,4.50e-06,0.515834,0.132308,0.351562,31963.304688,-0.097656,0.0000,0.000000,0.0000,0.0000
1,895,2026-01-25 10:52:21,4.50e-06,0.426308,0.068319,0.328125,29864.041016,-0.113281,0.0000,0.000000,0.0000,0.0000
1,896,2026-01-25 10:52:24,4.50e-06,0.482392,0.127331,0.326172,28888.230469,-0.097656,0.0000,0.000000,0.0000,0.0000
1,897,2026-01-25 10:52:27,4.50e-06,0.441493,0.075402,0.335938,30153.169922,-0.099121,0.0000,0.000000,0.0000,0.0000
1,898,2026-01-25 10:52:30,4.50e-06,0.457502,0.090239,0.337891,29371.996094,-0.094727,0.0000,0.000000,0.0000,0.0000
1,899,2026-01-25 10:52:33,4.50e-06,0.432697,0.096550,0.306641,29505.994141,-0.086914,0.0000,0.000000,0.0000,0.0000
