Epoch,Step,Loss,LR,DiffTarget,X0Target,StatsTarget,PhiDecode,PhiProxy,PhiDecodeWeighted,PhiProxyWeighted,PhiDecodeApplied,PhiConsistencyWeight,PhiProxyWeight,PhiLossEverySteps,PhiLossMaxBatch,PhiTargetMean
0,1,1.499432,3e-05,0.683392,1.852340,2.127432,0.041658,0.407093,0.012498,0.048851,1,0.300000,0.120000,1,0,0.936782
0,2,1.327825,3e-05,0.715015,1.463788,1.718725,0.013519,0.087429,0.004056,0.010492,1,0.300000,0.120000,1,0,0.883967
0,3,1.471929,3e-05,0.730313,1.798993,1.961834,0.043925,0.005823,0.013178,0.000699,1,0.300000,0.120000,1,0,0.786094
0,4,1.395235,3e-05,0.742193,1.584769,1.509598,0.069996,0.015782,0.020999,0.001894,1,0.300000,0.120000,1,0,0.831952
0,5,1.614164,3e-05,0.716845,2.213673,2.294523,0.024317,0.004268,0.007295,0.000512,1,0.300000,0.120000,1,0,0.918587
0,6,1.289395,3e-05,0.691232,1.485477,1.359896,0.030260,0.009778,0.009078,0.001173,1,0.300000,0.120000,1,0,0.809384
0,7,1.230709,3e-05,0.753727,1.143204,1.129129,0.048105,0.049774,0.014432,0.005973,1,0.300000,0.120000,1,0,0.801452
0,8,1.371456,3e-05,0.718405,1.570306,1.525453,0.090141,0.001070,0.027042,0.000128,1,0.300000,0.120000,1,0,0.780191
0,9,1.498890,3e-05,0.533079,2.407262,2.265971,0.028258,0.012449,0.008477,0.001494,1,0.300000,0.120000,1,0,0.786031
0,10,0.793215,3e-05,0.520168,0.659810,0.536178,0.025285,0.064326,0.007586,0.007719,1,0.300000,0.120000,1,0,0.831678
0,11,1.525619,3e-05,0.788776,1.795985,1.663983,0.047355,0.090361,0.014206,0.010843,1,0.300000,0.120000,1,0,0.804272
0,12,1.009685,3e-05,0.626852,0.964429,0.767847,0.021708,0.003150,0.006512,0.000378,1,0.300000,0.120000,1,0,0.825657
0,13,1.040202,3e-05,0.520529,1.291202,1.052354,0.047832,0.006539,0.014350,0.000785,1,0.300000,0.120000,1,0,0.761836
0,14,1.188783,3e-05,0.559396,1.582921,1.375866,0.020116,0.004469,0.006035,0.000536,1,0.300000,0.120000,1,0,0.817869
0,15,1.008990,3e-05,0.686231,0.796265,0.516440,0.057895,0.007293,0.017368,0.000875,1,0.300000,0.120000,1,0,0.825923
0,16,0.949331,3e-05,0.508431,1.112393,0.886936,0.016368,0.019211,0.004910,0.002305,1,0.300000,0.120000,1,0,0.695251
0,17,1.476560,3e-05,0.662024,2.035209,1.797701,0.039715,0.003442,0.011914,0.000413,1,0.300000,0.120000,1,0,0.743221
0,18,1.165909,3e-05,0.723164,1.120241,0.868410,0.016790,0.018366,0.005037,0.002204,1,0.300000,0.120000,1,0,0.773581
0,19,1.550920,3e-05,0.697089,2.134655,2.044840,0.008633,0.015587,0.002590,0.001870,1,0.300000,0.120000,1,0,0.833498
0,20,1.366727,3e-05,0.674201,1.746917,1.444096,0.028233,0.003586,0.008470,0.000430,1,0.300000,0.120000,1,0,0.803877
0,21,1.184055,3e-05,0.648446,1.357469,1.101014,0.017872,0.000692,0.005362,0.000083,1,0.300000,0.120000,1,0,0.923244
0,22,0.802524,3e-05,0.462398,0.864244,0.577905,0.027856,0.003239,0.008357,0.000389,1,0.300000,0.120000,1,0,0.831972
0,23,0.721226,3e-05,0.349364,0.912091,0.804287,0.024896,0.041231,0.007469,0.004948,1,0.300000,0.120000,1,0,0.804190
0,24,0.760777,3e-05,0.522807,0.601277,0.320071,0.022233,0.040414,0.006670,0.004850,1,0.300000,0.120000,1,0,0.799322
0,25,1.459211,3e-05,0.532014,2.307495,2.154170,0.033606,0.014866,0.010082,0.001784,1,0.300000,0.120000,1,0,0.733244
0,26,1.458111,3e-05,0.671564,1.928854,1.925738,0.037342,0.032989,0.011203,0.003959,1,0.300000,0.120000,1,0,0.781824
0,27,0.541638,3e-05,0.393017,0.347963,0.218332,0.045887,0.017926,0.013766,0.002151,1,0.300000,0.120000,1,0,0.834846
0,28,1.235623,3e-05,0.588876,1.646052,1.410652,0.000229,0.000229,0.000069,0.000027,1,0.300000,0.120000,1,0,0.797608
0,29,1.680803,3e-05,0.562499,2.797208,2.581933,0.031132,0.007037,0.009340,0.000844,1,0.300000,0.120000,1,0,0.892496
0,30,0.785427,3e-05,0.537582,0.627317,0.299840,0.043612,0.001736,0.013083,0.000208,1,0.300000,0.120000,1,0,0.876445
0,31,1.179350,3e-05,0.569057,1.555679,1.287810,0.003075,0.004109,0.000922,0.000493,1,0.300000,0.120000,1,0,0.869324
0,32,0.865103,3e-05,0.647346,0.537989,0.168669,0.044519,0.063931,0.013356,0.007672,1,0.300000,0.120000,1,0,0.640870
0,33,0.988221,3e-05,0.481537,1.261929,1.080927,0.030514,0.015064,0.009154,0.001808,1,0.300000,0.120000,1,0,0.759236
0,34,1.109328,3e-05,0.436755,1.657810,1.683360,0.023024,0.010531,0.006907,0.001264,1,0.300000,0.120000,1,0,0.915361
0,35,1.115981,3e-05,0.539450,1.436162,1.229733,0.032143,0.022870,0.009643,0.002744,1,0.300000,0.120000,1,0,0.861728
0,36,0.862708,3e-05,0.555825,0.784453,0.439719,0.026407,0.020132,0.007922,0.002416,1,0.300000,0.120000,1,0,0.875716
0,37,1.592538,3e-05,0.547338,2.580509,2.485343,0.053611,0.013931,0.016083,0.001672,1,0.300000,0.120000,1,0,0.746895
0,38,1.084782,3e-05,0.488498,1.486712,1.179025,0.052801,0.009527,0.015840,0.001143,1,0.300000,0.120000,1,0,0.775640
0,39,1.065878,3e-05,0.634491,1.129099,0.630768,0.012318,0.008075,0.003695,0.000969,1,0.300000,0.120000,1,0,0.852143
0,40,1.239272,3e-05,0.516383,1.798365,1.552446,0.051846,0.002374,0.015554,0.000285,1,0.300000,0.120000,1,0,0.918584
0,41,1.509071,3e-05,0.587897,2.348505,1.936475,0.006214,0.004245,0.001864,0.000509,1,0.300000,0.120000,1,0,0.789569
0,42,0.915965,3e-05,0.620323,0.767448,0.353465,0.024079,0.017824,0.007224,0.002139,1,0.300000,0.120000,1,0,0.860944
0,43,1.510882,3e-05,0.554912,2.373694,2.085031,0.066179,0.008932,0.019854,0.001072,1,0.300000,0.120000,1,0,0.759033
0,44,0.739892,3e-05,0.523408,0.538110,0.166066,0.041397,0.061853,0.012419,0.007422,1,0.300000,0.120000,1,0,0.830302
0,45,0.767675,3e-05,0.426485,0.881655,0.618155,0.005164,0.001279,0.001549,0.000153,1,0.300000,0.120000,1,0,0.938786
0,46,0.706698,3e-05,0.441947,0.690515,0.295111,0.022610,0.012765,0.006783,0.001532,1,0.300000,0.120000,1,0,0.941928
0,47,0.833850,3e-05,0.523464,0.817885,0.440753,0.003460,0.008760,0.001038,0.001051,1,0.300000,0.120000,1,0,0.699477
0,48,0.883335,3e-05,0.523108,0.910403,0.625700,0.029179,0.012898,0.008754,0.001548,1,0.300000,0.120000,1,0,0.935089
0,49,0.852493,3e-05,0.469424,0.949579,0.755193,0.035520,0.019166,0.010656,0.002300,1,0.300000,0.120000,1,0,0.735061
0,50,1.011836,3e-05,0.602781,1.042286,0.548366,0.045818,0.025757,0.013745,0.003091,1,0.300000,0.120000,1,0,0.754529
0,51,0.732403,3e-05,0.474682,0.675979,0.276694,0.024231,0.000209,0.007269,0.000025,1,0.300000,0.120000,1,0,0.789253
0,52,1.110043,3e-05,0.388907,1.801616,1.456586,0.048450,0.026720,0.014535,0.003206,1,0.300000,0.120000,1,0,0.797568
0,53,1.034762,3e-05,0.438677,1.492403,1.166531,0.034573,0.042050,0.010372,0.005046,1,0.300000,0.120000,1,0,0.731229
0,54,0.860265,3e-05,0.509288,0.857777,0.693095,0.022990,0.076692,0.006897,0.009203,1,0.300000,0.120000,1,0,0.901307
0,55,0.662110,3e-05,0.484691,0.448331,0.164083,0.038656,0.005859,0.011597,0.000703,1,0.300000,0.120000,1,0,0.769692
0,56,0.789655,3e-05,0.525957,0.675692,0.365076,0.029252,0.001469,0.008776,0.000176,1,0.300000,0.120000,1,0,0.853259
0,57,0.709750,3e-05,0.460622,0.643875,0.310318,0.020123,0.018490,0.006037,0.002219,1,0.300000,0.120000,1,0,0.896050
0,58,1.356598,3e-05,0.593376,1.896013,1.814190,0.025691,0.010006,0.007707,0.001201,1,0.300000,0.120000,1,0,0.788438
0,59,0.777095,3e-05,0.510393,0.692055,0.383836,0.012165,0.013682,0.003650,0.001642,1,0.300000,0.120000,1,0,0.851720
0,60,1.118276,3e-05,0.413994,1.769213,1.458025,0.037605,0.007289,0.011282,0.000875,1,0.300000,0.120000,1,0,0.785993
0,61,0.654764,3e-05,0.398339,0.634907,0.320802,0.057415,0.007859,0.017225,0.000943,1,0.300000,0.120000,1,0,0.851786
0,62,1.306517,3e-05,0.434764,2.214343,1.933096,0.000187,0.000187,0.000056,0.000022,1,0.300000,0.120000,1,0,0.832914
0,63,0.846371,3e-05,0.593947,0.656296,0.340010,0.013878,0.012974,0.004164,0.001557,1,0.300000,0.120000,1,0,0.878900
0,64,0.890336,3e-05,0.499124,0.966215,0.827501,0.033010,0.014659,0.009903,0.001759,1,0.300000,0.120000,1,0,0.813125
0,65,0.688990,3e-05,0.463710,0.577048,0.194362,0.033902,0.028541,0.010170,0.003425,1,0.300000,0.120000,1,0,0.852146
0,66,1.159556,3e-05,0.499391,1.647458,1.461595,0.031483,0.008584,0.009445,0.001030,1,0.300000,0.120000,1,0,0.879523
0,67,0.496151,3e-05,0.334894,0.400664,0.161207,0.021055,0.055397,0.006317,0.006648,1,0.300000,0.120000,1,0,0.827315
0,68,0.802197,3e-05,0.555393,0.603656,0.311388,0.024006,0.106273,0.007202,0.012753,1,0.300000,0.120000,1,0,0.742093
0,69,1.204043,3e-05,0.473961,1.849694,1.550671,0.015816,0.003425,0.004745,0.000411,1,0.300000,0.120000,1,0,0.558603
0,70,0.664786,3e-05,0.475619,0.471188,0.227870,0.029475,0.033467,0.008842,0.004016,1,0.300000,0.120000,1,0,0.810542
0,71,0.570032,3e-05,0.381312,0.486405,0.235271,0.016507,0.014688,0.004952,0.001763,1,0.300000,0.120000,1,0,0.814538
0,72,0.801505,3e-05,0.431651,0.898233,0.855454,0.037447,0.012215,0.011234,0.001466,1,0.300000,0.120000,1,0,0.823180
0,73,0.700547,3e-05,0.406747,0.711242,0.491014,0.067137,0.001448,0.020141,0.000174,1,0.300000,0.120000,1,0,0.850697
0,74,0.717489,3e-05,0.499187,0.570743,0.297261,0.010615,0.004117,0.003184,0.000494,1,0.300000,0.120000,1,0,0.804946
0,75,0.533916,3e-05,0.401523,0.316152,0.254555,0.020156,0.024717,0.006047,0.002966,1,0.300000,0.120000,1,0,0.683975
0,76,0.480771,3e-05,0.348637,0.322140,0.187204,0.027135,0.015701,0.008141,0.001884,1,0.300000,0.120000,1,0,0.759213
0,77,0.687865,3e-05,0.351620,0.830364,0.594688,0.052479,0.001165,0.015744,0.000140,1,0.300000,0.120000,1,0,0.682902
0,78,0.351372,3e-05,0.240637,0.253578,0.143909,0.045035,0.010640,0.013510,0.001277,1,0.300000,0.120000,1,0,0.865761
0,79,0.701128,3e-05,0.376523,0.824561,0.644937,0.008816,0.009310,0.002645,0.001117,1,0.300000,0.120000,1,0,0.862624
0,80,0.821180,3e-05,0.517871,0.755662,0.429628,0.055576,0.005609,0.016673,0.000673,1,0.300000,0.120000,1,0,0.810804
0,81,0.696374,3e-05,0.475297,0.540045,0.397323,0.029908,0.026855,0.008973,0.003223,1,0.300000,0.120000,1,0,0.746877
0,82,0.611618,3e-05,0.375263,0.629813,0.283254,0.002584,0.008185,0.000775,0.000982,1,0.300000,0.120000,1,0,0.928222
0,83,0.960969,3e-05,0.370387,1.520077,1.099121,0.010673,0.003308,0.003202,0.000397,1,0.300000,0.120000,1,0,0.683512
0,84,0.608803,3e-05,0.440872,0.400760,0.298903,0.036325,0.015184,0.010897,0.001822,1,0.300000,0.120000,1,0,0.797995
0,85,0.774687,3e-05,0.448388,0.834418,0.493669,0.030890,0.002521,0.009267,0.000303,1,0.300000,0.120000,1,0,0.833034
0,86,0.874715,3e-05,0.486567,0.981732,0.768994,0.018779,0.003827,0.005634,0.000459,1,0.300000,0.120000,1,0,0.816103
0,87,0.640023,3e-05,0.405654,0.602298,0.300692,0.023515,0.012293,0.007055,0.001475,1,0.300000,0.120000,1,0,0.822111
0,88,0.878593,3e-05,0.513856,0.912504,0.817515,0.013251,0.004248,0.003975,0.000510,1,0.300000,0.120000,1,0,0.735015
0,89,0.671070,3e-05,0.449645,0.561581,0.295243,0.028681,0.012544,0.008604,0.001505,1,0.300000,0.120000,1,0,0.839569
0,90,0.836954,3e-05,0.510017,0.801451,0.687462,0.037190,0.007492,0.011157,0.000899,1,0.300000,0.120000,1,0,0.918704
0,91,0.807904,3e-05,0.602832,0.513599,0.316937,0.026220,0.013327,0.007866,0.001599,1,0.300000,0.120000,1,0,0.856902
0,92,0.723215,3e-05,0.490445,0.568162,0.440083,0.038195,0.003756,0.011458,0.000451,1,0.300000,0.120000,1,0,0.757852
0,93,0.561882,3e-05,0.343259,0.537715,0.356129,0.041273,0.001951,0.012382,0.000234,1,0.300000,0.120000,1,0,0.918316
0,94,0.772364,3e-05,0.347449,1.059393,0.799800,0.043930,0.007992,0.013179,0.000959,1,0.300000,0.120000,1,0,0.729217
0,95,0.957315,3e-05,0.591295,0.923266,0.725434,0.016466,0.013881,0.004940,0.001666,1,0.300000,0.120000,1,0,0.698759
0,96,0.892137,3e-05,0.379314,1.280596,1.292202,0.000011,0.000008,0.000003,0.000001,1,0.300000,0.120000,1,0,0.963652
0,97,0.576063,3e-05,0.428577,0.353939,0.177838,0.034278,0.036934,0.010283,0.004432,1,0.300000,0.120000,1,0,0.923688
0,98,0.648586,3e-05,0.395905,0.648613,0.353189,0.019984,0.016767,0.005995,0.002012,1,0.300000,0.120000,1,0,0.830003
0,99,0.935643,3e-05,0.499611,1.098716,0.949156,0.009434,0.009944,0.002830,0.001193,1,0.300000,0.120000,1,0,0.854468
0,100,0.839276,3e-05,0.468340,0.947154,0.776775,0.000443,0.003833,0.000133,0.000460,1,0.300000,0.120000,1,0,0.902275
0,101,1.169325,3e-05,0.433947,1.830174,1.521349,0.061535,0.002409,0.018460,0.000289,1,0.300000,0.120000,1,0,0.763514
0,102,0.721928,3e-05,0.491778,0.578240,0.358594,0.029841,0.007370,0.008952,0.000884,1,0.300000,0.120000,1,0,0.839332
0,103,0.844482,3e-05,0.388168,1.132923,1.096099,0.012463,0.010393,0.003739,0.001247,1,0.300000,0.120000,1,0,0.868522
0,104,0.693650,3e-05,0.462476,0.563655,0.519646,0.024512,0.004654,0.007354,0.000559,1,0.300000,0.120000,1,0,0.950025
0,105,0.725455,3e-05,0.510458,0.559678,0.361490,0.001027,0.006062,0.000308,0.000727,1,0.300000,0.120000,1,0,0.843947
0,106,0.864459,3e-05,0.555080,0.789695,0.420577,0.036847,0.007525,0.011054,0.000903,1,0.300000,0.120000,1,0,0.738661
0,107,0.631572,3e-05,0.432054,0.482474,0.327639,0.046729,0.002098,0.014019,0.000252,1,0.300000,0.120000,1,0,0.742275
0,108,0.680030,3e-05,0.394393,0.711938,0.485918,0.030953,0.023975,0.009286,0.002877,1,0.300000,0.120000,1,0,0.875503
0,109,0.936292,3e-05,0.311254,1.604838,1.158414,0.017887,0.000481,0.005366,0.000058,1,0.300000,0.120000,1,0,0.760308
0,110,0.449918,3e-05,0.264716,0.457484,0.212698,0.044017,0.010359,0.013205,0.001243,1,0.300000,0.120000,1,0,0.944454
0,111,0.576474,3e-05,0.395314,0.464633,0.301393,0.010815,0.001869,0.003245,0.000224,1,0.300000,0.120000,1,0,0.878824
0,112,0.898700,3e-05,0.517842,0.957984,0.868266,0.005515,0.004129,0.001654,0.000496,1,0.300000,0.120000,1,0,0.862430
0,113,0.449253,3e-05,0.322887,0.295309,0.176168,0.035390,0.029858,0.010617,0.003583,1,0.300000,0.120000,1,0,0.838025
0,114,1.102606,3e-05,0.362928,1.848417,1.494933,0.058716,0.003095,0.017615,0.000371,1,0.300000,0.120000,1,0,0.858669
0,115,0.748731,3e-05,0.344688,0.975980,0.716841,0.088375,0.000795,0.026513,0.000095,1,0.300000,0.120000,1,0,0.855713
0,116,0.714611,3e-05,0.394765,0.815366,0.502168,0.024296,0.017253,0.007289,0.002070,1,0.300000,0.120000,1,0,0.909148
0,117,0.720827,3e-05,0.355842,0.888097,0.861199,0.036335,0.001590,0.010900,0.000191,1,0.300000,0.120000,1,0,0.904783
0,118,0.507880,3e-05,0.325210,0.471552,0.249449,0.008068,0.022786,0.002420,0.002734,1,0.300000,0.120000,1,0,0.865744
0,119,0.602456,3e-05,0.414046,0.454371,0.313586,0.038900,0.016920,0.011670,0.002030,1,0.300000,0.120000,1,0,0.908625
0,120,0.874056,3e-05,0.317211,1.415057,1.185387,0.007395,0.000729,0.002218,0.000088,1,0.300000,0.120000,1,0,0.824011
0,121,0.635684,3e-05,0.328025,0.772230,0.484436,0.039211,0.011610,0.011763,0.001393,1,0.300000,0.120000,1,0,0.761785
0,122,0.721965,3e-05,0.424396,0.752564,0.517272,0.026819,0.002187,0.008046,0.000262,1,0.300000,0.120000,1,0,0.920357
0,123,0.622700,3e-05,0.360007,0.686439,0.403359,0.006167,0.003513,0.001850,0.000422,1,0.300000,0.120000,1,0,0.938289
0,124,0.547594,3e-05,0.431176,0.280096,0.200187,0.024325,0.008980,0.007298,0.001078,1,0.300000,0.120000,1,0,0.930640
0,125,0.730580,3e-05,0.499366,0.584351,0.412718,0.018551,0.004087,0.005565,0.000490,1,0.300000,0.120000,1,0,0.803870
0,126,0.687515,3e-05,0.413402,0.724408,0.411413,0.000000,0.000000,0.000000,0.000000,0,0.300000,0.120000,1,0,0.753520
0,127,0.460669,3e-05,0.263835,0.477014,0.287802,0.049320,0.005776,0.014796,0.000693,1,0.300000,0.120000,1,0,0.820538
0,128,0.858397,3e-05,0.446029,1.026276,0.838379,0.033756,0.009384,0.010127,0.001126,1,0.300000,0.120000,1,0,0.773048
0,129,0.689654,3e-05,0.279579,1.030720,0.883546,0.014675,0.006195,0.004403,0.000743,1,0.300000,0.120000,1,0,0.928786
0,130,0.634958,3e-05,0.453100,0.439239,0.289216,0.037770,0.019433,0.011331,0.002332,1,0.300000,0.120000,1,0,0.781731
0,131,0.692347,3e-05,0.472125,0.567765,0.308987,0.008948,0.028090,0.002684,0.003371,1,0.300000,0.120000,1,0,0.715710
0,132,0.705385,3e-05,0.400448,0.741005,0.695778,0.028885,0.017758,0.008666,0.002131,1,0.300000,0.120000,1,0,0.905095
0,133,0.569267,3e-05,0.406846,0.387068,0.252934,0.028994,0.046685,0.008698,0.005602,1,0.300000,0.120000,1,0,0.845795
0,134,0.539232,3e-05,0.351092,0.480699,0.259478,0.022261,0.002029,0.006678,0.000244,1,0.300000,0.120000,1,0,0.880842
0,135,1.059777,3e-05,0.357681,1.733903,1.622108,0.037107,0.024938,0.011132,0.002993,1,0.300000,0.120000,1,0,0.913106
0,136,1.077584,3e-05,0.320957,1.856069,2.134960,0.000629,0.000551,0.000189,0.000066,1,0.300000,0.120000,1,0,0.938460
0,137,0.635623,3e-05,0.430616,0.474199,0.439658,0.037075,0.049425,0.011123,0.005931,1,0.300000,0.120000,1,0,0.903648
0,138,0.691206,3e-05,0.431240,0.679563,0.433861,0.001129,0.000733,0.000339,0.000088,1,0.300000,0.120000,1,0,0.913210
0,139,0.837677,3e-05,0.422447,1.038071,1.038115,0.000000,0.000000,0.000000,0.000000,0,0.300000,0.120000,1,0,0.860836
