Epoch,Step,Loss,LR,DiffTarget,X0Target,StatsTarget,PhiDecode,PhiProxy,PhiDecodeWeighted,PhiProxyWeighted,PhiDecodeApplied,PhiConsistencyWeight,PhiProxyWeight,PhiLossEverySteps,PhiLossMaxBatch,PhiTargetMean
0,1,1.035029,3e-05,0.648960,0.953688,0.862397,0.038474,0.037534,0.006156,0.003003,1,0.160000,0.080000,1,0,0.907676
0,2,1.511780,3e-05,0.880283,1.513899,1.736620,0.047656,0.089707,0.007625,0.007177,1,0.160000,0.080000,1,0,0.835686
0,3,1.695845,3e-05,0.844148,2.106694,2.181887,0.024588,0.016574,0.003934,0.001326,1,0.160000,0.080000,1,0,0.858116
0,4,0.912353,3e-05,0.658862,0.638106,0.458340,0.024283,0.041893,0.003885,0.003351,1,0.160000,0.080000,1,0,0.829278
0,5,1.314651,3e-05,0.690293,1.555866,1.402823,0.031236,0.058328,0.004998,0.004666,1,0.160000,0.080000,1,0,0.878638
0,6,1.373733,3e-05,0.633304,1.818207,1.752331,0.073693,0.058117,0.011791,0.004649,1,0.160000,0.080000,1,0,0.883937
0,7,1.071683,3e-05,0.694198,0.930355,0.799266,0.043242,0.062222,0.006919,0.004978,1,0.160000,0.080000,1,0,0.837638
0,8,1.255257,3e-05,0.638848,1.545269,1.295588,0.047181,0.040461,0.007549,0.003237,1,0.160000,0.080000,1,0,0.768675
0,9,1.395005,3e-05,0.713298,1.706017,1.513181,0.048800,0.014177,0.007808,0.001134,1,0.160000,0.080000,1,0,0.819003
0,10,1.375979,3e-05,0.599264,1.919492,1.832748,0.049563,0.066573,0.007930,0.005326,1,0.160000,0.080000,1,0,0.869425
0,11,1.556100,3e-05,0.705269,2.107437,2.110241,0.020703,0.055040,0.003312,0.004403,1,0.160000,0.080000,1,0,0.903559
0,12,1.582492,3e-05,0.758267,2.050633,1.913869,0.064395,0.006341,0.010303,0.000507,1,0.160000,0.080000,1,0,0.883255
0,13,1.242084,3e-05,0.661693,1.476594,1.179064,0.021242,0.015386,0.003399,0.001231,1,0.160000,0.080000,1,0,0.843299
0,14,0.968214,3e-05,0.565385,1.009783,0.834335,0.030534,0.035027,0.004885,0.002802,1,0.160000,0.080000,1,0,0.910851
0,15,0.839806,3e-05,0.496597,0.863974,0.654356,0.031612,0.038027,0.005058,0.003042,1,0.160000,0.080000,1,0,0.869758
0,16,1.325986,3e-05,0.676477,1.628113,1.382467,0.051033,0.029756,0.008165,0.002380,1,0.160000,0.080000,1,0,0.793629
0,17,1.403224,3e-05,0.570716,2.104345,1.807883,0.029137,0.011630,0.004662,0.000930,1,0.160000,0.080000,1,0,0.791444
0,18,1.361857,3e-05,0.638296,1.823606,1.637028,0.020403,0.002286,0.003265,0.000183,1,0.160000,0.080000,1,0,0.923450
0,19,1.026458,3e-05,0.611223,1.061230,0.768945,0.025064,0.016840,0.004010,0.001347,1,0.160000,0.080000,1,0,0.843034
0,20,1.271497,3e-05,0.613498,1.636239,1.562181,0.031409,0.027270,0.005025,0.002182,1,0.160000,0.080000,1,0,0.907893
0,21,1.039758,3e-05,0.514735,1.304857,1.199710,0.022107,0.060002,0.003537,0.004800,1,0.160000,0.080000,1,0,0.924336
0,22,0.891134,3e-05,0.456698,1.093925,0.876117,0.035688,0.025574,0.005710,0.002046,1,0.160000,0.080000,1,0,0.721281
0,23,1.215941,3e-05,0.534998,1.706158,1.523520,0.040128,0.014895,0.006421,0.001192,1,0.160000,0.080000,1,0,0.801532
0,24,1.170813,3e-05,0.553899,1.534554,1.378206,0.054858,0.026653,0.008777,0.002132,1,0.160000,0.080000,1,0,0.869967
0,25,0.982654,3e-05,0.553606,1.091305,0.782301,0.041675,0.016357,0.006668,0.001309,1,0.160000,0.080000,1,0,0.902159
0,26,0.862054,3e-05,0.532216,0.847973,0.508730,0.045074,0.004982,0.007212,0.000399,1,0.160000,0.080000,1,0,0.860095
0,27,1.688990,3e-05,0.559652,2.830731,2.621131,0.033766,0.026533,0.005403,0.002123,1,0.160000,0.080000,1,0,0.801536
0,28,1.107392,3e-05,0.582798,1.325606,0.906105,0.048562,0.094461,0.007770,0.007557,1,0.160000,0.080000,1,0,0.844129
0,29,0.943187,3e-05,0.563619,0.980945,0.579436,0.029359,0.032094,0.004697,0.002568,1,0.160000,0.080000,1,0,0.763772
0,30,0.946984,3e-05,0.512996,1.106210,0.728187,0.037126,0.055821,0.005940,0.004466,1,0.160000,0.080000,1,0,0.848734
0,31,1.137504,3e-05,0.491911,1.643677,1.322519,0.023336,0.005578,0.003734,0.000446,1,0.160000,0.080000,1,0,0.870773
0,32,0.725122,3e-05,0.405227,0.799593,0.613746,0.037275,0.042332,0.005964,0.003387,1,0.160000,0.080000,1,0,0.820501
0,33,0.872849,3e-05,0.549182,0.835797,0.445567,0.050777,0.009195,0.008124,0.000736,1,0.160000,0.080000,1,0,0.876058
0,34,0.855773,3e-05,0.476550,0.980793,0.585134,0.029776,0.024057,0.004764,0.001925,1,0.160000,0.080000,1,0,0.900458
0,35,0.961516,3e-05,0.554804,1.024639,0.779586,0.044167,0.025527,0.007067,0.002042,1,0.160000,0.080000,1,0,0.855471
0,36,1.127095,3e-05,0.608623,1.335255,0.880652,0.042301,0.004155,0.006768,0.000332,1,0.160000,0.080000,1,0,0.835247
0,37,0.834254,3e-05,0.452455,0.973911,0.699791,0.030998,0.012265,0.004960,0.000981,1,0.160000,0.080000,1,0,0.869310
0,38,0.961830,3e-05,0.581193,0.963903,0.656463,0.037533,0.055537,0.006005,0.004443,1,0.160000,0.080000,1,0,0.849647
0,39,1.111603,3e-05,0.503646,1.541363,1.234871,0.034699,0.014812,0.005552,0.001185,1,0.160000,0.080000,1,0,0.892049
0,40,0.824755,3e-05,0.455999,0.940726,0.643955,0.030092,0.031119,0.004815,0.002490,1,0.160000,0.080000,1,0,0.898878
0,41,0.876002,3e-05,0.441534,1.103706,0.853404,0.024459,0.019844,0.003914,0.001588,1,0.160000,0.080000,1,0,0.895792
0,42,1.152442,3e-05,0.528134,1.592850,1.291499,0.004734,0.018478,0.000757,0.001478,1,0.160000,0.080000,1,0,0.826670
0,43,1.098522,3e-05,0.535496,1.429823,1.058205,0.045351,0.030266,0.007256,0.002421,1,0.160000,0.080000,1,0,0.834607
0,44,0.862327,3e-05,0.498039,0.906619,0.738139,0.047052,0.031700,0.007528,0.002536,1,0.160000,0.080000,1,0,0.885192
0,45,1.274977,3e-05,0.495501,1.965151,1.710966,0.025218,0.026130,0.004035,0.002090,1,0.160000,0.080000,1,0,0.768750
0,46,0.800181,3e-05,0.427098,0.928401,0.784442,0.039932,0.031638,0.006389,0.002531,1,0.160000,0.080000,1,0,0.884053
0,47,0.774013,3e-05,0.485611,0.751079,0.313952,0.046163,0.030497,0.007386,0.002440,1,0.160000,0.080000,1,0,0.793734
0,48,0.787837,3e-05,0.419503,0.955693,0.575539,0.027396,0.008512,0.004383,0.000681,1,0.160000,0.080000,1,0,0.880034
0,49,0.815254,3e-05,0.543791,0.670357,0.435729,0.033264,0.121613,0.005322,0.009729,1,0.160000,0.080000,1,0,0.874142
0,50,0.702399,3e-05,0.390643,0.805035,0.490537,0.018756,0.030813,0.003001,0.002465,1,0.160000,0.080000,1,0,0.894300
0,51,0.827324,3e-05,0.441814,0.957541,0.692506,0.034524,0.127772,0.005524,0.010222,1,0.160000,0.080000,1,0,0.884901
0,52,0.724502,3e-05,0.483336,0.620725,0.360581,0.031843,0.009856,0.005095,0.000788,1,0.160000,0.080000,1,0,0.874924
0,53,0.802648,3e-05,0.438207,0.934119,0.605379,0.041719,0.006940,0.006675,0.000555,1,0.160000,0.080000,1,0,0.888037
0,54,0.700264,3e-05,0.403937,0.738177,0.562937,0.045550,0.031625,0.007288,0.002530,1,0.160000,0.080000,1,0,0.859768
0,55,0.570520,3e-05,0.358305,0.544773,0.318635,0.021955,0.026247,0.003513,0.002100,1,0.160000,0.080000,1,0,0.845879
0,56,1.076030,3e-05,0.525614,1.412360,1.023698,0.027256,0.006805,0.004361,0.000544,1,0.160000,0.080000,1,0,0.802829
0,57,0.923991,3e-05,0.526043,1.023957,0.673975,0.032487,0.008335,0.005198,0.000667,1,0.160000,0.080000,1,0,0.880820
0,58,0.721708,3e-05,0.395523,0.831483,0.569534,0.024741,0.034140,0.003959,0.002731,1,0.160000,0.080000,1,0,0.862612
0,59,0.871476,3e-05,0.498778,0.965291,0.589208,0.022044,0.023227,0.003527,0.001858,1,0.160000,0.080000,1,0,0.844539
0,60,0.725848,3e-05,0.332837,0.987527,0.794941,0.031015,0.033337,0.004962,0.002667,1,0.160000,0.080000,1,0,0.918277
0,61,0.852128,3e-05,0.343706,1.287781,1.021852,0.040443,0.001696,0.006471,0.000136,1,0.160000,0.080000,1,0,0.838880
0,62,0.891829,3e-05,0.479331,1.027030,0.926502,0.039851,0.004197,0.006376,0.000336,1,0.160000,0.080000,1,0,0.907110
0,63,0.759175,3e-05,0.422651,0.831339,0.616038,0.029817,0.124781,0.004771,0.009982,1,0.160000,0.080000,1,0,0.844126
0,64,0.667218,3e-05,0.430944,0.591871,0.376078,0.059414,0.010109,0.009506,0.000809,1,0.160000,0.080000,1,0,0.876288
0,65,0.609650,3e-05,0.380301,0.575034,0.373162,0.044194,0.029478,0.007071,0.002358,1,0.160000,0.080000,1,0,0.842524
0,66,0.863643,3e-05,0.433248,1.079414,0.919220,0.029648,0.023698,0.004744,0.001896,1,0.160000,0.080000,1,0,0.869918
0,67,0.697905,3e-05,0.353151,0.878326,0.564687,0.038788,0.036230,0.006206,0.002898,1,0.160000,0.080000,1,0,0.845273
0,68,0.837343,3e-05,0.419781,1.028197,0.920058,0.049267,0.047594,0.007883,0.003808,1,0.160000,0.080000,1,0,0.856689
0,69,0.817500,3e-05,0.482378,0.837947,0.648030,0.042553,0.032883,0.006808,0.002631,1,0.160000,0.080000,1,0,0.865521
0,70,0.731825,3e-05,0.384727,0.867246,0.693494,0.048733,0.013614,0.007797,0.001089,1,0.160000,0.080000,1,0,0.850238
0,71,0.745774,3e-05,0.480623,0.693049,0.312316,0.029835,0.027427,0.004774,0.002194,1,0.160000,0.080000,1,0,0.851843
0,72,0.825072,3e-05,0.486086,0.855469,0.632393,0.035972,0.027462,0.005756,0.002197,1,0.160000,0.080000,1,0,0.840770
0,73,0.719598,3e-05,0.440611,0.707535,0.488857,0.032784,0.020760,0.005245,0.001661,1,0.160000,0.080000,1,0,0.819400
0,74,0.763903,3e-05,0.441743,0.807777,0.611206,0.054554,0.001862,0.008729,0.000149,1,0.160000,0.080000,1,0,0.911451
0,75,0.673046,3e-05,0.418718,0.667698,0.331595,0.024632,0.001403,0.003941,0.000112,1,0.160000,0.080000,1,0,0.887671
0,76,0.850439,3e-05,0.407679,1.120458,0.900226,0.025811,0.018229,0.004130,0.001458,1,0.160000,0.080000,1,0,0.762657
0,77,1.096574,3e-05,0.429642,1.678862,1.488867,0.025507,0.010064,0.004081,0.000805,1,0.160000,0.080000,1,0,0.855519
0,78,0.858913,3e-05,0.416986,1.107559,0.963619,0.029364,0.017514,0.004698,0.001401,1,0.160000,0.080000,1,0,0.917593
0,79,0.691305,3e-05,0.430915,0.651976,0.454916,0.044189,0.029774,0.007070,0.002382,1,0.160000,0.080000,1,0,0.851889
0,80,0.832082,3e-05,0.373777,1.155022,0.893557,0.023192,0.070734,0.003711,0.005659,1,0.160000,0.080000,1,0,0.848922
