Epoch,Step,Total_Loss,Recon_Loss,VQ_Loss,Perplexity,LR
3,460,24.017012,0.019823,23.997189,2.750977,0.00002902
3,461,33.687054,0.030363,33.656689,2.775429,0.00002909
3,462,31.613848,0.026709,31.587139,2.970964,0.00002915
3,463,26.026049,0.023599,26.002449,2.777341,0.00002921
3,464,24.271629,0.019635,24.251993,2.288998,0.00002927
3,465,24.549858,0.024311,24.525547,2.654918,0.00002933
3,466,20.170794,0.020549,20.150246,2.783185,0.00002939
3,467,16.152197,0.021201,16.130997,2.398170,0.00002945
3,468,14.368439,0.014819,14.353620,1.893805,0.00002951
3,469,37.131210,0.032044,37.099167,2.738894,0.00002957
3,470,27.084909,0.019178,27.065731,2.521964,0.00002963
3,471,31.518805,0.023844,31.494961,2.836152,0.00002969
3,472,27.699123,0.014845,27.684278,2.851010,0.00002976
3,473,31.536015,0.018290,31.517725,2.587693,0.00002982
3,474,26.734186,0.016233,26.717953,2.805828,0.00002988
3,475,27.148516,0.020566,27.127949,3.271545,0.00002994
3,476,19.379715,0.016730,19.362986,3.201484,0.00003000
3,477,13.951027,0.014808,13.936219,3.617509,0.00003006
3,478,19.289196,0.019389,19.269808,3.165680,0.00003012
3,479,28.234282,0.034518,28.199764,2.320001,0.00003018
3,480,25.937140,0.029981,25.907158,3.232616,0.00003024
3,481,17.612644,0.019523,17.593121,3.437473,0.00003030
3,482,27.466646,0.029718,27.436928,3.095990,0.00003036
3,483,31.953114,0.022333,31.930780,3.055082,0.00003043
3,484,14.360227,0.012861,14.347366,3.261156,0.00003049
3,485,20.123436,0.018890,20.104546,3.137994,0.00003055
3,486,17.128073,0.020018,17.108055,3.149456,0.00003061
3,487,22.581415,0.024195,22.557220,2.836126,0.00003067
3,488,34.265038,0.030288,34.234749,3.388644,0.00003073
3,489,25.071609,0.013090,25.058519,3.383047,0.00003079
4,490,35.018471,0.026909,34.991562,3.340900,0.00003085
4,491,31.049988,0.029986,31.020002,3.259847,0.00003091
4,492,26.677662,0.023753,26.653910,3.327077,0.00003097
4,493,29.764910,0.021242,29.743668,3.547757,0.00003104
4,494,24.909721,0.021501,24.888220,3.477099,0.00003110
4,495,22.847765,0.017138,22.830627,3.331164,0.00003116
4,496,27.292967,0.020738,27.272228,3.484612,0.00003122
4,497,27.686882,0.021023,27.665859,3.474507,0.00003128
4,498,36.540993,0.018361,36.522633,3.214158,0.00003134
4,499,21.843813,0.013320,21.830494,3.218615,0.00003140
4,500,40.917095,0.023439,40.893654,2.677086,0.00003146
4,501,33.488819,0.016362,33.472458,3.343495,0.00003152
4,502,36.886631,0.024023,36.862610,3.418023,0.00003158
4,503,37.409164,0.024499,37.384666,3.080412,0.00003164
4,504,31.644083,0.018774,31.625309,3.508418,0.00003171
4,505,42.729404,0.028782,42.700623,2.985431,0.00003177
4,506,37.662785,0.022940,37.639843,3.483546,0.00003183
4,507,35.569275,0.032467,35.536808,3.148019,0.00003189
4,508,36.073719,0.020321,36.053398,3.586971,0.00003195
4,509,36.271652,0.022282,36.249371,3.170284,0.00003201
4,510,22.574545,0.018068,22.556477,3.382259,0.00003207
4,511,5.098168,0.008683,5.089485,2.019623,0.00003213
4,512,39.168449,0.032273,39.136177,3.093100,0.00003219
4,513,31.078728,0.021672,31.057056,2.978274,0.00003225
4,514,29.599220,0.017005,29.582216,2.763381,0.00003231
4,515,39.176544,0.020401,39.156143,3.020173,0.00003238
4,516,49.891502,0.025098,49.866405,3.025470,0.00003244
4,517,33.880016,0.020042,33.859974,3.411370,0.00003250
4,518,37.101078,0.014690,37.086388,3.303061,0.00003256
4,519,48.455513,0.024414,48.431099,3.227072,0.00003262
4,520,43.353775,0.019919,43.333855,2.969827,0.00003268
4,521,43.738476,0.027067,43.711411,3.507412,0.00003274
4,522,38.957699,0.023232,38.934467,3.083540,0.00003280
4,523,46.482349,0.022510,46.459839,3.286581,0.00003286
4,524,49.877762,0.024733,49.853027,2.905033,0.00003292
4,525,46.980694,0.022143,46.958549,3.233037,0.00003298
4,526,48.436035,0.032010,48.404026,3.500189,0.00003305
4,527,40.869080,0.030121,40.838959,3.289423,0.00003311
4,528,47.217064,0.031005,47.186058,3.207288,0.00003317
4,529,33.252060,0.019961,33.232098,3.666440,0.00003323
4,530,32.077694,0.018690,32.059006,3.435214,0.00003329
4,531,43.182072,0.017993,43.164078,3.532995,0.00003335
4,532,50.546989,0.017610,50.529381,3.377028,0.00003341
4,533,51.925182,0.017232,51.907951,3.476821,0.00003347
4,534,60.490238,0.027192,60.463047,3.410740,0.00003353
4,535,63.913799,0.017528,63.896271,3.028844,0.00003359
4,536,44.770550,0.015472,44.755077,3.627682,0.00003365
4,537,57.921162,0.033454,57.887707,3.292374,0.00003372
4,538,47.154022,0.016723,47.137299,3.719989,0.00003378
4,539,40.644737,0.019389,40.625347,3.800973,0.00003384
4,540,40.174644,0.022127,40.152519,3.919219,0.00003390
4,541,16.763927,0.014370,16.749557,2.602729,0.00003396
4,542,18.048107,0.018181,18.029926,3.299360,0.00003402
4,543,51.427761,0.026109,51.401653,2.816268,0.00003408
4,544,27.240988,0.017792,27.223196,3.196068,0.00003414
4,545,19.250942,0.014480,19.236462,2.890485,0.00003420
4,546,37.322578,0.024222,37.298355,3.156831,0.00003426
4,547,42.778503,0.021515,42.756989,3.264805,0.00003432
4,548,23.123127,0.014571,23.108557,3.208139,0.00003439
4,549,47.822231,0.029140,47.793091,3.094109,0.00003445
4,550,55.979656,0.021179,55.958477,3.184773,0.00003451
4,551,67.902870,0.028118,67.874756,2.993747,0.00003457
4,552,44.187462,0.023549,44.163914,3.403350,0.00003463
4,553,45.111153,0.019217,45.091934,3.612170,0.00003469
4,554,51.948448,0.016842,51.931606,3.394588,0.00003475
4,555,47.464516,0.019066,47.445450,3.314172,0.00003481
4,556,63.882053,0.027529,63.854523,3.072443,0.00003487
4,557,51.571968,0.021199,51.550770,3.429274,0.00003493
4,558,16.558592,0.010843,16.547749,2.457509,0.00003500
4,559,26.873753,0.015822,26.857931,3.048048,0.00003506
4,560,29.243139,0.012802,29.230337,3.046717,0.00003512
4,561,53.031864,0.029134,53.002731,3.439086,0.00003518
4,562,43.656116,0.018155,43.637962,3.417870,0.00003524
4,563,54.444271,0.022485,54.421787,3.319896,0.00003530
4,564,47.556553,0.019673,47.536880,3.461483,0.00003536
4,565,38.490044,0.017483,38.472561,3.227849,0.00003542
4,566,32.690372,0.016330,32.674042,3.804755,0.00003548
4,567,57.713596,0.019581,57.694016,3.738156,0.00003554
4,568,48.729317,0.019694,48.709621,3.483829,0.00003560
4,569,66.786377,0.022982,66.763397,3.507092,0.00003567
4,570,59.948921,0.017618,59.931305,3.819494,0.00003573
4,571,63.872135,0.026598,63.845539,2.894685,0.00003579
4,572,66.989357,0.032409,66.956947,3.296123,0.00003585
4,573,45.679657,0.020251,45.659405,3.293233,0.00003591
4,574,57.241295,0.017839,57.223457,3.395092,0.00003597
4,575,84.816483,0.030711,84.785774,2.910163,0.00003603
4,576,34.713547,0.032717,34.680828,3.303235,0.00003609
4,577,69.312706,0.029171,69.283539,3.224226,0.00003615
4,578,58.162125,0.021295,58.140831,3.073656,0.00003621
4,579,66.625603,0.025554,66.600052,3.414240,0.00003627
4,580,71.111710,0.026158,71.085548,3.209489,0.00003634
4,581,62.345615,0.025202,62.320412,3.485432,0.00003640
4,582,58.496319,0.029269,58.467049,3.722673,0.00003646
4,583,51.689629,0.017347,51.672283,3.362278,0.00003652
4,584,60.352921,0.017680,60.335239,3.822065,0.00003658
4,585,68.324097,0.018500,68.305595,3.731336,0.00003664
4,586,83.485512,0.027613,83.457901,3.298318,0.00003670
4,587,75.660324,0.020598,75.639725,3.044941,0.00003676
4,588,68.327156,0.017410,68.309746,3.283322,0.00003682
4,589,75.790665,0.019634,75.771027,3.630667,0.00003688
4,590,42.488693,0.015798,42.472897,3.838464,0.00003694
4,591,95.851288,0.028319,95.822968,3.281663,0.00003701
4,592,99.184494,0.033508,99.150986,2.595194,0.00003707
4,593,94.527359,0.025708,94.501648,2.569390,0.00003713
4,594,72.387596,0.022373,72.365227,2.730101,0.00003719
4,595,54.521465,0.019985,54.501480,3.044297,0.00003725
4,596,65.309868,0.020625,65.289246,3.322731,0.00003731
4,597,44.191555,0.014165,44.177391,2.514398,0.00003737
4,598,103.524010,0.032073,103.491936,3.072604,0.00003743
4,599,80.152168,0.025256,80.126915,3.307385,0.00003749
4,600,72.075630,0.013205,72.062424,3.095501,0.00003755
4,601,114.856712,0.029366,114.827347,2.279425,0.00003761
4,602,60.096146,0.017525,60.078621,3.585207,0.00003768
4,603,94.852562,0.023335,94.829224,2.898702,0.00003774
4,604,91.108307,0.023121,91.085190,2.728559,0.00003780
4,605,94.758240,0.020805,94.737434,3.776688,0.00003786
4,606,67.262741,0.016983,67.245758,3.949630,0.00003792
4,607,69.402824,0.023937,69.378883,4.154797,0.00003798
4,608,75.596413,0.021375,75.575035,4.605475,0.00003804
4,609,68.283012,0.018225,68.264786,4.043938,0.00003810
4,610,91.464188,0.023145,91.441040,3.342508,0.00003816
4,611,98.058716,0.025234,98.033478,4.087541,0.00003822
4,612,115.080948,0.022852,115.058098,3.347613,0.00003828
4,613,91.209816,0.016368,91.193451,3.573739,0.00003835
4,614,48.256813,0.017621,48.239193,2.936995,0.00003841
4,615,99.406151,0.021776,99.384377,3.140266,0.00003847
4,616,57.709229,0.020967,57.688263,3.434413,0.00003853
4,617,95.525543,0.021788,95.503754,3.010122,0.00003859
4,618,99.108482,0.019772,99.088707,3.042235,0.00003865
4,619,98.811676,0.018862,98.792816,2.845488,0.00003871
4,620,122.742058,0.024528,122.717529,2.302757,0.00003877
4,621,115.232910,0.030898,115.202011,2.631714,0.00003883
4,622,100.122002,0.016276,100.105728,2.613461,0.00003889
4,623,114.424042,0.022815,114.401230,2.368153,0.00003896
4,624,118.809624,0.025337,118.784286,2.442439,0.00003902
4,625,120.910156,0.029032,120.881126,2.558745,0.00003908
4,626,107.039200,0.025154,107.014046,2.784081,0.00003914
4,627,59.530460,0.017544,59.512917,3.113409,0.00003920
4,628,83.006989,0.019330,82.987656,2.807552,0.00003926
4,629,94.040199,0.029920,94.010277,3.539820,0.00003932
4,630,120.596901,0.026241,120.570663,2.866098,0.00003938
4,631,92.153389,0.020677,92.132713,3.259908,0.00003944
4,632,143.936935,0.026466,143.910477,2.706536,0.00003950
